Case,Activity,Timestamp,Resource,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,y_true
16,EVENT 13 END,2023-09-29 19:31:06.291,,,0,EVENT 13 END,event 13 end,-1,0,0
17,Check for completeness,2023-09-29 17:57:31.716,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
17,New online application received,2023-09-29 17:57:31.716,,,0,New online application received,new online application received,-1,0,0
17,Perform checks,2023-09-29 18:05:01.489,Clerk-000001,,0,Perform checks,perform checks,-1,0,0
17,Make decision,2023-09-29 18:09:25.830,Manager-000005,,0,Make decision,make decision,-1,0,0
17,notify reject,2023-09-29 18:27:15.122,Manager-000004,,0,notify reject,notify reject,-1,0,0
17,time out,2023-09-29 18:50:25.809,,,0,time out,time out,-1,0,0
17,EVENT 13 END,2023-09-29 18:50:35.809,,,0,EVENT 13 END,event 13 end,-1,0,0
18,Check for completeness,2023-09-29 18:06:16.258,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
18,New online application received,2023-09-29 18:06:16.258,,,0,New online application received,new online application received,-1,0,0
18,Make decision_signed1,2023-09-29 18:06:16.458,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,88,0,1
18,Perform checks,2023-09-29 18:13:12.412,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
18,Make decision_signed1,2023-09-29 18:13:13.112,Clerk-000005,collateral events(Make decision),0,Make decision_signed1,make decision,89,0,1
18,Make decision,2023-09-29 18:20:12.699,Manager-000001,,0,Make decision,make decision,90,0,0
18,Notify accept,2023-09-29 18:38:19.445,Manager-000005,,0,Notify accept,notify accept,-1,0,0
18,Make decision_signed1,2023-09-29 18:38:19.945,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,91,0,1
18,Deliver card,2023-09-29 18:39:58.666,Manager-000006,,0,Deliver card,deliver card,-1,0,0
18,Make decision_signed1,2023-09-29 18:39:58.666,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,92,0,1
18,EVENT 13 END,2023-09-29 18:51:28.231,,,0,EVENT 13 END,event 13 end,-1,0,0
18,Make decision_signed1,2023-09-29 18:51:29.031,,collateral events(Make decision),0,Make decision_signed1,make decision,93,0,1
19,Check for completeness,2023-09-29 18:18:58.323,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
19,New online application received,2023-09-29 18:18:58.323,,,0,New online application received,new online application received,-1,0,0
19,Make decision_signed1,2023-09-29 18:18:58.923,,collateral events(Make decision),0,Make decision_signed1,make decision,94,0,1
19,Request info,2023-09-29 18:22:09.871,Manager-000006,,0,Request info,request info,-1,0,0
19,Make decision_signed1,2023-09-29 18:22:10.671,Manager-000006,collateral events(Make decision),0,Make decision_signed1,make decision,95,0,1
19,info received,2023-09-29 18:32:28.853,,,0,info received,info received,-1,0,0
19,Make decision_signed1,2023-09-29 18:32:29.253,,collateral events(Make decision),0,Make decision_signed1,make decision,96,0,1
19,Check for completeness,2023-09-29 18:32:38.853,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
19,Make decision_signed1,2023-09-29 18:32:39.053,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,97,0,1
19,Perform checks,2023-09-29 18:48:41.778,Clerk-000001,,0,Perform checks,perform checks,-1,0,0
19,Make decision_signed1,2023-09-29 18:48:42.678,Clerk-000001,collateral events(Make decision),0,Make decision_signed1,make decision,98,0,1
19,Make decision,2023-09-29 19:12:46.678,Manager-000005,,0,Make decision,make decision,99,0,0
19,notify reject,2023-09-29 19:12:59.418,Manager-000003,,0,notify reject,notify reject,-1,0,0
19,Make decision_signed1,2023-09-29 19:12:59.918,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,100,0,1
19,review request received,2023-09-29 19:40:21.376,,,0,review request received,review request received,-1,0,0
19,Make decision_signed1,2023-09-29 19:40:21.576,,collateral events(Make decision),0,Make decision_signed1,make decision,101,0,1
19,Check for completeness,2023-09-29 19:40:31.376,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
19,Make decision_signed1,2023-09-29 19:40:31.576,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,102,0,1
19,Request info,2023-09-29 19:49:07.575,Manager-000005,,0,Request info,request info,-1,0,0
19,Make decision_signed1,2023-09-29 19:49:07.775,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,103,0,1
19,info received,2023-09-29 20:26:19.474,,,0,info received,info received,-1,0,0
19,Make decision_signed1,2023-09-29 20:26:19.774,,collateral events(Make decision),0,Make decision_signed1,make decision,104,0,1
19,Check for completeness,2023-09-29 20:26:29.474,Clerk-000003,,0,Check for completeness,check for completeness,-1,0,0
19,Make decision_signed1,2023-09-29 20:26:30.274,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,105,0,1
19,Perform checks,2023-09-29 20:49:15.458,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
19,Make decision_signed1,2023-09-29 20:49:16.258,Clerk-000005,collateral events(Make decision),0,Make decision_signed1,make decision,106,0,1
19,Make decision,2023-09-29 20:56:51.655,Manager-000003,,0,Make decision,make decision,107,0,0
19,Notify accept,2023-09-29 20:57:54.098,Manager-000004,,0,Notify accept,notify accept,-1,0,0
19,Make decision_signed1,2023-09-29 20:57:54.398,Manager-000004,collateral events(Make decision),0,Make decision_signed1,make decision,108,0,1
19,Deliver card,2023-09-29 20:59:45.960,Manager-000001,,0,Deliver card,deliver card,-1,0,0
19,Make decision_signed1,2023-09-29 20:59:46.560,Manager-000001,collateral events(Make decision),0,Make decision_signed1,make decision,109,0,1
19,EVENT 13 END,2023-09-29 21:07:11.091,,,0,EVENT 13 END,event 13 end,-1,0,0
19,Make decision_signed1,2023-09-29 21:07:11.791,,collateral events(Make decision),0,Make decision_signed1,make decision,110,0,1
20,Check for completeness,2023-09-29 19:19:25.291,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
20,New online application received,2023-09-29 19:19:25.291,,,0,New online application received,new online application received,-1,0,0
20,Request info,2023-09-29 19:23:40.250,Manager-000006,,0,Request info,request info,-1,0,0
20,info received,2023-09-29 19:27:24.092,,,0,info received,info received,-1,0,0
20,Check for completeness,2023-09-29 19:27:34.092,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
20,Request info,2023-09-29 19:39:11.217,Manager-000001,,0,Request info,request info,-1,0,0
20,info received,2023-09-29 19:45:50.472,,,0,info received,info received,-1,0,0
20,Check for completeness,2023-09-29 19:46:00.472,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
20,Request info,2023-09-29 19:46:31.227,Manager-000006,,0,Request info,request info,-1,0,0
20,info received,2023-09-29 19:48:39.020,,,0,info received,info received,-1,0,0
20,Check for completeness,2023-09-29 19:48:49.020,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
20,Perform checks,2023-09-29 20:11:57.183,Clerk-000005,,0,Perform checks,perform checks,-1,0,0
20,Make decision,2023-09-29 20:13:50.754,Manager-000004,,0,Make decision,make decision,-1,0,0
20,Notify accept,2023-09-29 20:41:11.134,Manager-000001,,0,Notify accept,notify accept,-1,0,0
20,Deliver card,2023-09-29 20:41:45.634,Manager-000006,,0,Deliver card,deliver card,-1,0,0
20,EVENT 13 END,2023-09-29 20:41:54.646,,,0,EVENT 13 END,event 13 end,-1,0,0
21,Check for completeness,2023-09-29 20:41:51.439,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
21,New online application received,2023-09-29 20:41:51.439,,,0,New online application received,new online application received,-1,0,0
21,Make decision_signed1,2023-09-29 20:41:51.639,Clerk-000001,collateral events(Make decision),0,Make decision_signed1,make decision,111,0,1
21,Perform checks,2023-09-29 21:00:54.004,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
21,Make decision_signed1,2023-09-29 21:00:54.004,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,112,0,1
21,Make decision,2023-09-29 21:06:42.607,Manager-000006,,0,Make decision,make decision,113,0,0
21,notify reject,2023-09-29 21:07:22.401,Manager-000002,,0,notify reject,notify reject,-1,0,0
21,Make decision_signed1,2023-09-29 21:07:23.101,Manager-000002,collateral events(Make decision),0,Make decision_signed1,make decision,114,0,1
21,review request received,2023-09-29 21:42:51.560,,,0,review request received,review request received,-1,0,0
21,Make decision_signed1,2023-09-29 21:42:52.060,,collateral events(Make decision),0,Make decision_signed1,make decision,115,0,1
21,Check for completeness,2023-09-29 21:43:01.560,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
21,Make decision_signed1,2023-09-29 21:43:02.260,Clerk-000005,collateral events(Make decision),0,Make decision_signed1,make decision,116,0,1
21,Request info,2023-09-29 21:51:47.651,Manager-000005,,0,Request info,request info,-1,0,0
21,Make decision_signed1,2023-09-29 21:51:48.451,Manager-000005,collateral events(Make decision),0,Make decision_signed1,make decision,117,0,1
21,info received,2023-09-29 21:52:47.742,,,0,info received,info received,-1,0,0
21,Make decision_signed1,2023-09-29 21:52:47.842,,collateral events(Make decision),0,Make decision_signed1,make decision,118,0,1
21,Check for completeness,2023-09-29 21:52:57.742,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
21,Make decision_signed1,2023-09-29 21:52:58.042,Clerk-000001,collateral events(Make decision),0,Make decision_signed1,make decision,119,0,1
21,Request info,2023-09-29 21:56:52.475,Manager-000001,,0,Request info,request info,-1,0,0
21,Make decision_signed1,2023-09-29 21:56:52.875,Manager-000001,collateral events(Make decision),0,Make decision_signed1,make decision,120,0,1
21,info received,2023-09-29 22:13:45.867,,,0,info received,info received,-1,0,0
21,Make decision_signed1,2023-09-29 22:13:46.667,,collateral events(Make decision),0,Make decision_signed1,make decision,121,0,1
21,Check for completeness,2023-09-29 22:13:55.867,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
21,Make decision_signed1,2023-09-29 22:13:56.667,Clerk-000006,collateral events(Make decision),0,Make decision_signed1,make decision,122,0,1
21,Perform checks,2023-09-29 22:15:28.052,Clerk-000003,,0,Perform checks,perform checks,-1,0,0
21,Make decision_signed1,2023-09-29 22:15:28.252,Clerk-000003,collateral events(Make decision),0,Make decision_signed1,make decision,123,0,1
21,Make decision,2023-09-29 22:17:11.249,Manager-000004,,0,Make decision,make decision,124,0,0
21,notify reject,2023-09-29 22:18:43.086,Manager-000002,,0,notify reject,notify reject,-1,0,0
21,Make decision_signed1,2023-09-29 22:18:43.986,Manager-000002,collateral events(Make decision),0,Make decision_signed1,make decision,125,0,1
21,time out,2023-09-29 22:23:17.465,,,0,time out,time out,-1,0,0
21,Make decision_signed1,2023-09-29 22:23:18.065,,collateral events(Make decision),0,Make decision_signed1,make decision,126,0,1
21,EVENT 13 END,2023-09-29 22:23:27.465,,,0,EVENT 13 END,event 13 end,-1,0,0
21,Make decision_signed1,2023-09-29 22:23:27.865,,collateral events(Make decision),0,Make decision_signed1,make decision,127,0,1
22,Check for completeness,2023-09-29 21:09:37.104,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
22,New online application received,2023-09-29 21:09:37.104,,,0,New online application received,new online application received,-1,0,0
22,Request info,2023-09-29 21:59:31.118,Manager-000006,,0,Request info,request info,-1,0,0
22,info received,2023-09-29 22:05:00.715,,,0,info received,info received,-1,0,0
22,Check for completeness,2023-09-29 22:05:10.715,Clerk-000002,,0,Check for completeness,check for completeness,-1,0,0
22,Request info,2023-09-29 22:06:20.353,Manager-000003,,0,Request info,request info,-1,0,0
22,info received,2023-09-29 22:56:49.525,,,0,info received,info received,-1,0,0
22,Check for completeness,2023-09-29 22:56:59.525,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
22,Request info,2023-09-29 23:00:23.126,Manager-000005,,0,Request info,request info,-1,0,0
22,info received,2023-09-29 23:19:05.758,,,0,info received,info received,-1,0,0
22,Check for completeness,2023-09-29 23:19:15.758,Clerk-000001,,0,Check for completeness,check for completeness,-1,0,0
22,Request info,2023-09-29 23:28:11.098,Manager-000006,,0,Request info,request info,-1,0,0
22,info received,2023-09-29 23:43:55.965,,,0,info received,info received,-1,0,0
22,Check for completeness,2023-09-29 23:44:05.965,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
22,Perform checks,2023-09-29 23:44:39.493,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
22,Make decision,2023-09-29 23:46:31.846,Manager-000001,,0,Make decision,make decision,-1,0,0
22,notify reject,2023-09-29 23:54:59.705,Manager-000004,,0,notify reject,notify reject,-1,0,0
22,time out,2023-09-30 00:05:34.439,,,0,time out,time out,-1,0,0
22,EVENT 13 END,2023-09-30 00:05:44.439,,,0,EVENT 13 END,event 13 end,-1,0,0
23,Check for completeness,2023-09-30 00:48:40.748,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
23,New online application received,2023-09-30 00:48:40.748,,,0,New online application received,new online application received,-1,0,0
23,Perform checks,2023-09-30 00:52:31.910,Clerk-000003,,0,Perform checks,perform checks,-1,0,0
23,Make decision,2023-09-30 00:56:22.936,Manager-000002,,0,Make decision,make decision,-1,0,0
23,notify reject,2023-09-30 01:03:41.846,Manager-000003,,0,notify reject,notify reject,-1,0,0
23,review request received,2023-09-30 01:17:46.782,,,0,review request received,review request received,-1,0,0
23,Check for completeness,2023-09-30 01:17:56.782,Clerk-000005,,0,Check for completeness,check for completeness,-1,0,0
23,Perform checks,2023-09-30 01:21:12.550,Clerk-000001,,0,Perform checks,perform checks,-1,0,0
23,Make decision,2023-09-30 01:21:30.248,Manager-000005,,0,Make decision,make decision,-1,0,0
23,Notify accept,2023-09-30 01:31:32.510,Manager-000006,,0,Notify accept,notify accept,-1,0,0
23,Deliver card,2023-09-30 01:34:27.443,Manager-000001,,0,Deliver card,deliver card,-1,0,0
23,EVENT 13 END,2023-09-30 01:38:10.107,,,0,EVENT 13 END,event 13 end,-1,0,0
24,Check for completeness,2023-10-02 02:06:13.754,Clerk-000004,,0,Check for completeness,check for completeness,-1,0,0
24,New online application received,2023-10-02 02:06:13.754,,,0,New online application received,new online application received,-1,0,0
24,Make decision_signed1,2023-10-02 02:06:14.554,Clerk-000004,collateral events(Make decision),0,Make decision_signed1,make decision,128,0,1
24,Perform checks,2023-10-02 02:09:30.924,Clerk-000002,,0,Perform checks,perform checks,-1,0,0
24,Make decision_signed1,2023-10-02 02:09:31.324,Clerk-000002,collateral events(Make decision),0,Make decision_signed1,make decision,129,0,1
24,Make decision,2023-10-02 02:18:57.364,Manager-000004,,0,Make decision,make decision,130,0,0
24,Notify accept,2023-10-02 02:19:56.113,Manager-000002,,0,Notify accept,notify accept,-1,0,0
24,Make decision_signed1,2023-10-02 02:19:56.713,Manager-000002,collateral events(Make decision),0,Make decision_signed1,make decision,131,0,1
24,Deliver card,2023-10-02 02:21:26.326,Manager-000003,,0,Deliver card,deliver card,-1,0,0
24,Make decision_signed1,2023-10-02 02:21:27.126,Manager-000003,collateral events(Make decision),0,Make decision_signed1,make decision,132,0,1
24,EVENT 13 END,2023-10-02 02:34:57.704,,,0,EVENT 13 END,event 13 end,-1,0,0
24,Make decision_signed1,2023-10-02 02:34:57.804,,collateral events(Make decision),0,Make decision_signed1,make decision,133,0,1
25,Check for completeness,2023-10-02 02:15:15.496,Clerk-000006,,0,Check for completeness,check for completeness,-1,0,0
