Case,Timestamp,Resource,Activity,Activity_fixed,ishomonymous
31,2024-05-07 01:48:40,Waiter-000001,Review drinks,Review drinks,0
31,2024-05-07 01:50:36,Cook-000003,Prepare main course,Prepare main course,0
31,2024-05-07 18:00:30,Cook-000003,Signal food complete,Signal food complete,0
31,2024-05-07 18:07:54,Cook helper-000001,Bring food,Bring food,0
31,2024-05-07 18:10:42,Waiter-000005,Deliver to customer,Deliver to customer,0
31,2024-05-07 18:11:51,,EVENT 8 END,EVENT 8 END,0
32,2024-05-07 02:00:00,,start,start,0
32,2024-05-07 18:00:00,Waiter-000004,Take order,Take order,0
32,2024-05-07 18:00:49,Waiter-000002,Review order,Review order,0
32,2024-05-07 18:02:00,Barman-000001,prepare drinks,prepare drinks,0
32,2024-05-07 18:03:52,Barman-000003,Bring drinks,Bring drinks,0
32,2024-05-07 18:04:19,Waiter-000001,Review drinks,Review drinks,0
32,2024-05-07 18:07:28,Cook-000002,Prepare main course,Prepare main course,0
32,2024-05-07 18:16:33,Cook-000002,Signal food complete,Signal food complete,0
32,2024-05-07 18:34:29,Cook helper-000003,Bring food,Bring food,0
32,2024-05-07 18:45:42,Waiter-000002,Deliver to customer,Deliver to customer,0
32,2024-05-07 18:48:00,,EVENT 8 END,EVENT 8 END,0
33,2024-05-07 18:15:00,Waiter-000003,Take order,Take order,0
33,2024-05-07 18:15:00,,start,start,0
33,2024-05-07 18:15:38,Waiter-000004,Review order,Review order,0
33,2024-05-07 18:17:56,Cook-000003,Prepare main course,Prepare main course,0
33,2024-05-07 18:17:56,Barman-000002,prepare drinks,prepare drinks,0
33,2024-05-07 18:21:22,Barman-000001,Bring drinks,Bring drinks,0
33,2024-05-07 18:22:48,Cook-000003,Signal food complete,Signal food complete,0
33,2024-05-07 18:29:43,Waiter-000001,Review drinks,Review drinks,0
33,2024-05-07 19:03:29,Cook helper-000002,Bring food,Bring food,0
33,2024-05-07 19:07:38,Waiter-000003,Deliver to customer,Deliver to customer,0
33,2024-05-07 19:08:48,,EVENT 8 END,EVENT 8 END,0
34,2024-05-07 18:30:00,Waiter-000005,Take order,Take order,0
34,2024-05-07 18:30:00,,start,start,0
34,2024-05-07 18:35:56,Waiter-000003,Review order,Review order,0
34,2024-05-07 18:36:20,Cook-000002,Prepare main course,Prepare main course,0
34,2024-05-07 18:36:20,Barman-000003,prepare drinks,prepare drinks,0
34,2024-05-07 18:44:45,Cook-000001,Signal food complete,Signal food complete,0
34,2024-05-07 18:55:47,Cook helper-000003,Bring food,Bring food,0
34,2024-05-07 19:00:02,Barman-000002,Bring drinks,Bring drinks,0
34,2024-05-07 19:05:19,Waiter-000002,Review drinks,Review drinks,0
34,2024-05-07 19:05:23,Waiter-000005,Deliver to customer,Deliver to customer,0
34,2024-05-07 19:07:57,,EVENT 8 END,EVENT 8 END,0
35,2024-05-07 18:45:00,Waiter-000004,Take order,Take order,0
35,2024-05-07 18:45:00,,start,start,0
35,2024-05-07 18:46:56,Waiter-000001,Review order,Review order,0
35,2024-05-07 18:47:51,Cook-000002,Prepare main course,Prepare main course,0
35,2024-05-07 18:47:51,Cook helper-000002,Prepare starter,Prepare starter,0
35,2024-05-07 18:47:51,Barman-000002,prepare drinks,prepare drinks,0
35,2024-05-07 18:49:02,Barman-000001,Bring drinks,Bring drinks,0
35,2024-05-07 18:49:50,Cook-000002,Signal food complete,Signal food complete,0
35,2024-05-07 18:50:00,Waiter-000005,Review drinks,Review drinks,0
35,2024-05-07 20:05:05,Cook helper-000001,Bring food,Bring food,0
35,2024-05-07 20:10:32,Waiter-000004,Deliver to customer,Deliver to customer,0
35,2024-05-07 20:11:11,,EVENT 8 END,EVENT 8 END,0
36,2024-05-07 19:00:00,Waiter-000004,Take order,Take order,0
36,2024-05-07 19:00:00,,start,start,0
36,2024-05-07 19:00:10,Waiter-000001,Review order,Review order,0
36,2024-05-07 19:02:05,Cook-000001,Prepare main course,Prepare main course,0
36,2024-05-07 19:02:05,Barman-000001,prepare drinks,prepare drinks,0
36,2024-05-07 19:09:35,Barman-000003,Bring drinks,Bring drinks,0
36,2024-05-07 19:18:15,Waiter-000002,Review drinks,Review drinks,0
36,2024-05-07 19:19:00,Cook-000001,Signal food complete,Signal food complete,0
36,2024-05-07 19:24:23,Cook helper-000001,Bring food,Bring food,0
36,2024-05-07 19:32:49,Waiter-000004,Deliver to customer,Deliver to customer,0
36,2024-05-07 19:33:45,,EVENT 8 END,EVENT 8 END,0
37,2024-05-07 19:15:00,Waiter-000004,Take order,Take order,0
37,2024-05-07 19:15:00,,start,start,0
37,2024-05-07 19:15:30,Waiter-000001,Review order,Review order,0
37,2024-05-07 19:16:39,Cook-000003,Prepare main course,Prepare main course,0
37,2024-05-07 19:16:39,Barman-000002,prepare drinks,prepare drinks,0
37,2024-05-07 19:20:46,Barman-000001,Bring drinks,Bring drinks,0
37,2024-05-07 19:41:42,Cook-000003,Signal food complete,Signal food complete,0
37,2024-05-07 19:42:33,Cook helper-000003,Bring food,Bring food,0
37,2024-05-07 19:46:20,Waiter-000003,Review drinks,Review drinks,0
37,2024-05-07 19:46:24,Barman-000002,prepare drinks,prepare drinks,0
37,2024-05-07 19:49:18,Barman-000001,Bring drinks,Bring drinks,0
37,2024-05-07 19:51:39,Waiter-000004,Review drinks,Review drinks,0
37,2024-05-07 19:51:55,Waiter-000001,Deliver to customer,Deliver to customer,0
37,2024-05-07 19:53:08,,EVENT 8 END,EVENT 8 END,0
38,2024-05-07 19:30:00,Waiter-000005,Take order,Take order,0
38,2024-05-07 19:30:00,,start,start,0
38,2024-05-07 19:30:00,Waiter-000003,Review order,Review order,0
38,2024-05-07 19:31:10,Cook-000001,Prepare main course,Prepare main course,0
38,2024-05-07 19:31:10,Barman-000003,prepare drinks,prepare drinks,0
38,2024-05-07 19:41:06,Barman-000002,Bring drinks,Bring drinks,0
38,2024-05-07 19:43:25,Waiter-000001,Review drinks,Review drinks,0
38,2024-05-07 19:52:24,Cook-000001,Signal food complete,Signal food complete,0
38,2024-05-07 20:54:28,Cook helper-000003,Bring food,Bring food,0
38,2024-05-07 20:55:39,Waiter-000003,Deliver to customer,Deliver to customer,0
38,2024-05-07 20:58:21,,EVENT 8 END,EVENT 8 END,0
39,2024-05-07 19:45:00,Waiter-000002,Take order,Take order,0
39,2024-05-07 19:45:00,,start,start,0
39,2024-05-07 19:45:50,Waiter-000005,Review order,Review order,0
39,2024-05-07 19:45:57,Cook-000003,Prepare main course,Prepare main course,0
39,2024-05-07 19:45:57,Cook helper-000002,Prepare starter,Prepare starter,0
39,2024-05-07 19:45:57,Barman-000003,prepare drinks,prepare drinks,0
39,2024-05-07 19:53:45,Cook-000003,Signal food complete,Signal food complete,0
39,2024-05-07 19:55:39,Barman-000002,Bring drinks,Bring drinks,0
39,2024-05-07 20:02:02,Waiter-000005,Review drinks,Review drinks,0
39,2024-05-07 20:06:36,Cook helper-000003,Bring food,Bring food,0
39,2024-05-07 20:12:35,Waiter-000001,Deliver to customer,Deliver to customer,0
39,2024-05-07 20:14:42,,EVENT 8 END,EVENT 8 END,0
40,2024-05-07 20:00:00,Waiter-000002,Take order,Take order,0
40,2024-05-07 20:00:00,,start,start,0
40,2024-05-07 20:05:53,Waiter-000003,Review order,Review order,0
40,2024-05-07 20:07:28,Cook helper-000002,Prepare starter,Prepare starter,0
40,2024-05-07 20:07:28,Barman-000001,prepare drinks,prepare drinks,0
40,2024-05-07 20:09:16,Barman-000003,Bring drinks,Bring drinks,0
40,2024-05-07 20:09:54,Cook-000002,Signal food complete,Signal food complete,0
40,2024-05-07 20:14:23,Cook helper-000002,Bring food,Bring food,0
40,2024-05-07 20:31:38,Waiter-000005,Review drinks,Review drinks,0
40,2024-05-07 20:33:59,Barman-000003,prepare drinks,prepare drinks,0
40,2024-05-07 20:37:48,Barman-000002,Bring drinks,Bring drinks,0
40,2024-05-07 20:39:03,Waiter-000003,Review drinks,Review drinks,0
40,2024-05-07 20:40:44,Waiter-000004,Deliver to customer,Deliver to customer,0
40,2024-05-07 20:41:52,,EVENT 8 END,EVENT 8 END,0
41,2024-05-07 20:15:00,Waiter-000005,Take order,Take order,0
41,2024-05-07 20:15:00,,start,start,0
41,2024-05-07 20:15:30,Waiter-000002,Review order,Review order,0
41,2024-05-07 20:15:50,Cook-000003,Prepare main course,Prepare main course,0
41,2024-05-07 20:15:50,Barman-000002,prepare drinks,prepare drinks,0
41,2024-05-07 20:26:02,Barman-000001,Bring drinks,Bring drinks,0
41,2024-05-07 20:28:03,Waiter-000003,Review drinks,Review drinks,0
41,2024-05-07 21:02:14,Cook-000003,Signal food complete,Signal food complete,0
41,2024-05-07 21:33:53,Cook helper-000002,Bring food,Bring food,0
41,2024-05-07 21:37:11,Waiter-000005,Deliver to customer,Deliver to customer,0
41,2024-05-07 21:43:24,,EVENT 8 END,EVENT 8 END,0
42,2024-05-07 20:30:00,Waiter-000004,Take order,Take order,0
42,2024-05-07 20:30:00,,start,start,0
42,2024-05-07 20:30:02,Waiter-000001,Review order,Review order,0
42,2024-05-07 20:30:20,Cook-000002,Prepare main course,Prepare main course,0
42,2024-05-07 20:30:20,Barman-000002,prepare drinks,prepare drinks,0
42,2024-05-07 20:31:43,Barman-000001,Bring drinks,Bring drinks,0
42,2024-05-07 20:32:08,Waiter-000002,Review drinks,Review drinks,0
42,2024-05-07 20:36:05,Cook-000002,Signal food complete,Signal food complete,0
42,2024-05-07 20:49:11,Cook helper-000001,Bring food,Bring food,0
42,2024-05-07 20:52:38,Waiter-000005,Deliver to customer,Deliver to customer,0
42,2024-05-07 20:55:42,,EVENT 8 END,EVENT 8 END,0
43,2024-05-07 20:45:00,Waiter-000001,Take order,Take order,0
43,2024-05-07 20:45:00,,start,start,0
43,2024-05-07 20:46:24,Waiter-000002,Review order,Review order,0
43,2024-05-07 20:46:54,Barman-000001,prepare drinks,prepare drinks,0
43,2024-05-07 20:49:11,Cook-000002,Prepare main course,Prepare main course,0
43,2024-05-07 21:10:01,Barman-000002,Bring drinks,Bring drinks,0
43,2024-05-07 21:11:18,Waiter-000002,Review drinks,Review drinks,0
43,2024-05-07 21:11:21,Barman-000001,prepare drinks,prepare drinks,0
43,2024-05-07 21:13:47,Barman-000003,Bring drinks,Bring drinks,0
43,2024-05-07 21:16:31,Waiter-000004,Review drinks,Review drinks,0
43,2024-05-07 21:18:20,Barman-000001,prepare drinks,prepare drinks,0
43,2024-05-07 21:23:13,Barman-000003,Bring drinks,Bring drinks,0
43,2024-05-07 21:29:41,Waiter-000003,Review drinks,Review drinks,0
43,2024-05-07 21:30:32,Cook-000001,Signal food complete,Signal food complete,0
43,2024-05-07 21:51:21,Cook helper-000003,Bring food,Bring food,0
43,2024-05-07 22:07:45,Waiter-000004,Deliver to customer,Deliver to customer,0
43,2024-05-07 22:09:41,,EVENT 8 END,EVENT 8 END,0
44,2024-05-07 21:00:00,Waiter-000004,Take order,Take order,0
44,2024-05-07 21:00:00,,start,start,0
44,2024-05-07 21:00:38,Waiter-000001,Review order,Review order,0
44,2024-05-07 21:01:37,Cook-000001,Prepare main course,Prepare main course,0
44,2024-05-07 21:01:37,Cook helper-000002,Prepare starter,Prepare starter,0
44,2024-05-07 21:01:37,Barman-000003,prepare drinks,prepare drinks,0
44,2024-05-07 21:13:08,Barman-000002,Bring drinks,Bring drinks,0
44,2024-05-07 21:23:02,Waiter-000002,Review drinks,Review drinks,0
44,2024-05-07 21:24:49,Barman-000002,prepare drinks,prepare drinks,0
44,2024-05-07 21:26:51,Barman-000001,Bring drinks,Bring drinks,0
44,2024-05-07 21:27:00,Waiter-000005,Review drinks,Review drinks,0
44,2024-05-07 21:27:51,Cook-000002,Signal food complete,Signal food complete,0
44,2024-05-07 21:29:20,Barman-000002,prepare drinks,prepare drinks,0
44,2024-05-07 21:29:31,Barman-000001,Bring drinks,Bring drinks,0
44,2024-05-07 21:32:13,Waiter-000002,Review drinks,Review drinks,0
44,2024-05-07 21:32:39,Barman-000003,prepare drinks,prepare drinks,0
44,2024-05-07 21:33:44,Cook helper-000003,Bring food,Bring food,0
44,2024-05-07 21:44:00,Barman-000001,Bring drinks,Bring drinks,0
44,2024-05-07 21:47:02,Waiter-000004,Review drinks,Review drinks,0
44,2024-05-07 21:47:06,Waiter-000002,Deliver to customer,Deliver to customer,0
44,2024-05-07 21:48:48,,EVENT 8 END,EVENT 8 END,0
45,2024-05-07 21:15:00,Waiter-000005,Take order,Take order,0
45,2024-05-07 21:15:00,,start,start,0
45,2024-05-07 21:15:49,Waiter-000003,Review order,Review order,0
45,2024-05-07 21:16:37,Barman-000001,prepare drinks,prepare drinks,0
45,2024-05-07 21:16:38,Barman-000003,Bring drinks,Bring drinks,0
45,2024-05-07 21:17:23,Waiter-000001,Review drinks,Review drinks,0
45,2024-05-07 21:17:53,Cook-000001,Prepare main course,Prepare main course,0
45,2024-05-07 21:33:44,Cook-000002,Signal food complete,Signal food complete,0
45,2024-05-07 21:59:00,Cook helper-000001,Bring food,Bring food,0
45,2024-05-07 22:05:10,Waiter-000005,Deliver to customer,Deliver to customer,0
45,2024-05-07 22:06:30,,EVENT 8 END,EVENT 8 END,0
46,2024-05-07 21:30:00,Waiter-000001,Take order,Take order,0
46,2024-05-07 21:30:00,,start,start,0
46,2024-05-07 21:32:04,Waiter-000004,Review order,Review order,0
46,2024-05-07 21:32:23,Cook helper-000001,Prepare starter,Prepare starter,0
46,2024-05-07 21:32:23,Barman-000002,prepare drinks,prepare drinks,0
46,2024-05-07 21:44:22,Cook-000003,Signal food complete,Signal food complete,0
46,2024-05-07 21:49:50,Barman-000001,Bring drinks,Bring drinks,0
46,2024-05-07 21:51:10,Waiter-000003,Review drinks,Review drinks,0
46,2024-05-07 22:14:18,Cook helper-000002,Bring food,Bring food,0
46,2024-05-07 22:15:16,Waiter-000003,Deliver to customer,Deliver to customer,0
46,2024-05-07 22:15:35,,EVENT 8 END,EVENT 8 END,0
47,2024-05-07 21:45:00,Waiter-000003,Take order,Take order,0
47,2024-05-07 21:45:00,,start,start,0
47,2024-05-07 21:45:46,Waiter-000001,Review order,Review order,0
47,2024-05-07 21:46:38,Cook helper-000002,Prepare starter,Prepare starter,0
47,2024-05-07 21:46:38,Barman-000003,prepare drinks,prepare drinks,0
47,2024-05-07 21:46:49,Barman-000003,Bring drinks,Bring drinks,0
47,2024-05-07 21:50:27,Waiter-000005,Review drinks,Review drinks,0
47,2024-05-07 21:50:32,Barman-000002,prepare drinks,prepare drinks,0
47,2024-05-07 21:51:21,Cook-000001,Signal food complete,Signal food complete,0
47,2024-05-07 21:55:04,Barman-000003,Bring drinks,Bring drinks,0
47,2024-05-07 22:02:34,Waiter-000004,Review drinks,Review drinks,0
47,2024-05-07 22:03:24,Barman-000001,prepare drinks,prepare drinks,0
47,2024-05-07 22:04:55,Barman-000002,Bring drinks,Bring drinks,0
47,2024-05-07 22:05:32,Waiter-000003,Review drinks,Review drinks,0
47,2024-05-07 22:11:30,Cook helper-000001,Bring food,Bring food,0
47,2024-05-07 22:13:54,Waiter-000001,Deliver to customer,Deliver to customer,0
47,2024-05-07 22:18:08,,EVENT 8 END,EVENT 8 END,0
48,2024-05-07 22:00:00,Waiter-000001,Take order,Take order,0
48,2024-05-07 22:00:00,,start,start,0
48,2024-05-07 22:04:26,Waiter-000002,Review order,Review order,0
48,2024-05-07 22:05:26,Cook-000002,Prepare main course,Prepare main course,0
48,2024-05-07 22:05:26,Cook helper-000002,Prepare starter,Prepare starter,0
48,2024-05-07 22:05:26,Barman-000003,prepare drinks,prepare drinks,0
48,2024-05-07 22:12:30,Barman-000001,Bring drinks,Bring drinks,0
48,2024-05-07 22:14:50,Waiter-000002,Review drinks,Review drinks,0
48,2024-05-07 22:40:42,Cook-000003,Signal food complete,Signal food complete,0
48,2024-05-07 22:47:22,Cook helper-000001,Bring food,Bring food,0
48,2024-05-07 22:50:03,Waiter-000005,Deliver to customer,Deliver to customer,0
48,2024-05-07 22:50:09,,EVENT 8 END,EVENT 8 END,0
49,2024-05-07 22:15:00,Waiter-000005,Take order,Take order,0
49,2024-05-07 22:15:00,,start,start,0
49,2024-05-07 22:15:31,Waiter-000004,Review order,Review order,0
49,2024-05-07 22:20:03,Cook-000001,Prepare main course,Prepare main course,0
49,2024-05-07 22:20:03,Barman-000002,prepare drinks,prepare drinks,0
49,2024-05-07 22:39:21,Barman-000003,Bring drinks,Bring drinks,0
49,2024-05-07 22:39:28,Cook-000001,Signal food complete,Signal food complete,0
49,2024-05-07 22:40:01,Waiter-000003,Review drinks,Review drinks,0
49,2024-05-07 22:52:06,Cook helper-000002,Bring food,Bring food,0
49,2024-05-07 23:00:01,Waiter-000003,Deliver to customer,Deliver to customer,0
49,2024-05-07 23:01:37,,EVENT 8 END,EVENT 8 END,0
50,2024-05-07 22:30:00,Waiter-000002,Take order,Take order,0
50,2024-05-07 22:30:00,,start,start,0
50,2024-05-07 22:30:34,Waiter-000005,Review order,Review order,0
50,2024-05-07 22:31:13,Cook-000003,Prepare main course,Prepare main course,0
50,2024-05-07 22:31:13,Barman-000003,prepare drinks,prepare drinks,0
50,2024-05-07 22:32:37,Cook-000003,Signal food complete,Signal food complete,0
50,2024-05-07 22:34:31,Barman-000001,Bring drinks,Bring drinks,0
50,2024-05-07 22:39:55,Cook helper-000003,Bring food,Bring food,0
50,2024-05-07 22:41:46,Waiter-000001,Review drinks,Review drinks,0
50,2024-05-07 22:42:08,Barman-000002,prepare drinks,prepare drinks,0
50,2024-05-07 22:49:57,Barman-000003,Bring drinks,Bring drinks,0
50,2024-05-07 22:51:31,Waiter-000003,Review drinks,Review drinks,0
50,2024-05-07 22:52:05,Barman-000002,prepare drinks,prepare drinks,0
50,2024-05-07 22:55:54,Barman-000003,Bring drinks,Bring drinks,0
50,2024-05-07 22:56:39,Waiter-000004,Review drinks,Review drinks,0
50,2024-05-07 22:57:18,Waiter-000002,Deliver to customer,Deliver to customer,0
50,2024-05-07 22:58:20,,EVENT 8 END,EVENT 8 END,0
51,2024-05-07 22:45:00,Waiter-000004,Take order,Take order,0
51,2024-05-07 22:45:00,,start,start,0
51,2024-05-07 22:47:34,Waiter-000002,Review order,Review order,0
51,2024-05-07 22:47:34,Cook-000002,Prepare main course,Prepare main course,0
51,2024-05-07 22:47:34,Barman-000003,prepare drinks,prepare drinks,0
51,2024-05-07 22:47:43,Barman-000001,Bring drinks,Bring drinks,0
51,2024-05-07 22:51:32,Waiter-000001,Review drinks,Review drinks,0
51,2024-05-07 23:17:25,Cook-000001,Signal food complete,Signal food complete,0
51,2024-05-07 23:35:40,Cook helper-000001,Bring food,Bring food,0
51,2024-05-07 23:38:04,Waiter-000002,Deliver to customer,Deliver to customer,0
51,2024-05-07 23:39:57,,EVENT 8 END,EVENT 8 END,0
52,2024-05-07 23:00:00,Waiter-000005,Take order,Take order,0
52,2024-05-07 23:00:00,,start,start,0
52,2024-05-07 23:00:29,Waiter-000001,Review order,Review order,0
52,2024-05-07 23:00:56,Cook-000003,Prepare main course,Prepare main course,0
52,2024-05-07 23:00:56,Cook helper-000003,Prepare starter,Prepare starter,0
52,2024-05-07 23:00:56,Barman-000001,prepare drinks,prepare drinks,0
52,2024-05-07 23:04:41,Barman-000002,Bring drinks,Bring drinks,0
52,2024-05-07 23:05:05,Waiter-000004,Review drinks,Review drinks,0
52,2024-05-08 00:00:48,Cook-000001,Signal food complete,Signal food complete,0
52,2024-05-08 00:38:03,Cook helper-000003,Bring food,Bring food,0
52,2024-05-08 00:52:36,Waiter-000001,Deliver to customer,Deliver to customer,0
52,2024-05-08 00:52:44,,EVENT 8 END,EVENT 8 END,0
53,2024-05-07 23:15:00,Waiter-000002,Take order,Take order,0
53,2024-05-07 23:15:00,,start,start,0
53,2024-05-07 23:21:49,Waiter-000005,Review order,Review order,0
53,2024-05-07 23:21:54,Cook-000002,Prepare main course,Prepare main course,0
53,2024-05-07 23:21:54,Barman-000003,prepare drinks,prepare drinks,0
53,2024-05-07 23:25:51,Barman-000001,Bring drinks,Bring drinks,0
53,2024-05-07 23:26:59,Waiter-000001,Review drinks,Review drinks,0
53,2024-05-07 23:29:03,Barman-000002,prepare drinks,prepare drinks,0
53,2024-05-07 23:29:22,Cook-000002,Signal food complete,Signal food complete,0
53,2024-05-07 23:35:20,Barman-000003,Bring drinks,Bring drinks,0
53,2024-05-07 23:39:30,Waiter-000001,Review drinks,Review drinks,0
53,2024-05-07 23:40:26,Barman-000001,prepare drinks,prepare drinks,0
53,2024-05-07 23:47:42,Barman-000003,Bring drinks,Bring drinks,0
53,2024-05-07 23:48:07,Waiter-000002,Review drinks,Review drinks,0
53,2024-05-07 23:49:15,Barman-000003,prepare drinks,prepare drinks,0
53,2024-05-07 23:50:41,Barman-000002,Bring drinks,Bring drinks,0
53,2024-05-07 23:52:03,Waiter-000001,Review drinks,Review drinks,0
53,2024-05-08 00:23:33,Cook helper-000001,Bring food,Bring food,0
53,2024-05-08 00:25:26,Waiter-000004,Deliver to customer,Deliver to customer,0
53,2024-05-08 00:25:35,,EVENT 8 END,EVENT 8 END,0
54,2024-05-07 23:30:00,Waiter-000003,Take order,Take order,0
54,2024-05-07 23:30:00,,start,start,0
54,2024-05-07 23:33:23,Waiter-000004,Review order,Review order,0
54,2024-05-07 23:36:21,Cook-000001,Prepare main course,Prepare main course,0
