Case,Activity,Timestamp,Resource,Event,label,iscollateral,BaseActivity,ProcessedActivity,CollateralGroup,is_collateral_event,Activity_fixed
2902671,enter senddate procedure confirmation,2010-12-13 08:00:02,560912,9820,,0,enter senddate procedure confirmation,enter senddate procedure confirmation,-1,0,enter senddate procedure confirmation
2902671,enter senddate procedure confirmation,2010-12-13 08:00:03,560881,9821,,0,enter senddate procedure confirmation,enter senddate procedure confirmation,-1,0,enter senddate procedure confirmation
2902671,registrer date of publishing received request,2010-12-15 08:00:07,560912,9825,,0,registrer date of publishing received request,registrer date of publishing received request,-1,0,registrer date of publishing received request
2902671,enter senddate retrieve missing data,2010-12-30 08:00:01,2670601,9827,,0,enter senddate retrieve missing data,enter senddate retrieve missing data,-1,0,enter senddate retrieve missing data
2902671,request complete,2011-01-25 23:08:38,560881,9847,,0,request complete,request complete,-1,0,request complete
2902671,phase advice known,2011-01-25 23:09:33,560881,9854,,0,phase advice known,phase advice known,-1,0,phase advice known
2902671,creating environmental permit decision,2011-01-25 23:09:44,560881,9859,,0,creating environmental permit decision,creating environmental permit decision,-1,0,creating environmental permit decision
2902671,register date environmental permit decision,2011-02-01 08:00:02,560890,9860,,0,register date environmental permit decision,register date environmental permit decision,-1,0,register date environmental permit decision
2902671,enter senddate decision environmental permit,2011-02-02 08:00:02,560890,9865,,0,enter senddate decision environmental permit,enter senddate decision environmental permit,-1,0,enter senddate decision environmental permit
2902671,enter date publication decision environmental permit,2011-02-09 08:00:01,560890,9866,,0,enter date publication decision environmental permit,enter date publication decision environmental permit,-1,0,enter date publication decision environmental permit
2904023,register submission date request,2010-12-03 08:00:08,560925,9867,,0,register submission date request,register submission date request,-1,0,register submission date request
2904023,enter senddate acknowledgement,2010-12-07 08:00:08,560912,9870,,0,enter senddate acknowledgement,enter senddate acknowledgement,-1,0,enter senddate acknowledgement
2904023,enter senddate procedure confirmation,2010-12-13 08:00:04,560912,9871,,0,enter senddate procedure confirmation,enter senddate procedure confirmation,-1,0,enter senddate procedure confirmation
2904023,enter senddate procedure confirmation,2010-12-13 08:00:05,560881,9872,,0,enter senddate procedure confirmation,enter senddate procedure confirmation,-1,0,enter senddate procedure confirmation
2904023,registrer date of publishing received request,2010-12-15 08:00:08,560912,9878,,0,registrer date of publishing received request,registrer date of publishing received request,-1,0,registrer date of publishing received request
2904023,request complete,2011-01-18 17:52:24,560881,9885,,0,request complete,request complete,-1,0,request complete
2904023,register date environmental permit decision,2011-01-24 08:00:03,560890,9893,,0,register date environmental permit decision,register date environmental permit decision,-1,0,register date environmental permit decision
2904023,creating environmental permit decision,2011-01-26 00:47:04,560890,9900,,0,creating environmental permit decision,creating environmental permit decision,-1,0,creating environmental permit decision
2904023,enter senddate decision environmental permit,2011-01-28 08:00:02,560890,9905,,0,enter senddate decision environmental permit,enter senddate decision environmental permit,-1,0,enter senddate decision environmental permit
2904023,enter date publication decision environmental permit,2011-02-02 08:00:03,560890,9906,,0,enter date publication decision environmental permit,enter date publication decision environmental permit,-1,0,enter date publication decision environmental permit
2911919,enter senddate acknowledgement,2010-12-07 08:00:09,560912,9908,,0,enter senddate acknowledgement,enter senddate acknowledgement,-1,0,enter senddate acknowledgement
2917203,register submission date request,2010-12-08 08:00:07,560925,9914,,0,register submission date request,register submission date request,-1,0,register submission date request
2917203,enter senddate acknowledgement,2010-12-09 08:00:01,560925,9915,,0,enter senddate acknowledgement,enter senddate acknowledgement,-1,0,enter senddate acknowledgement
2917203,enter senddate procedure confirmation,2010-12-13 08:00:06,560925,9919,,0,enter senddate procedure confirmation,enter senddate procedure confirmation,-1,0,enter senddate procedure confirmation
2917203,enter senddate procedure confirmation,2010-12-14 08:00:01,560890,9924,,0,enter senddate procedure confirmation,enter senddate procedure confirmation,-1,0,enter senddate procedure confirmation
2917203,registrer date of publishing received request,2010-12-15 08:00:09,560925,9925,,0,registrer date of publishing received request,registrer date of publishing received request,-1,0,registrer date of publishing received request
2917203,enter date decision procedure term extension,2010-12-22 08:00:01,560890,9926,,0,enter date decision procedure term extension,enter date decision procedure term extension,-1,0,enter date decision procedure term extension
2917203,enter senddate decision procedure term extension,2010-12-22 08:00:02,560890,9927,,0,enter senddate decision procedure term extension,enter senddate decision procedure term extension,-1,0,enter senddate decision procedure term extension
2917203,extend procedure term,2011-01-25 20:20:28,560890,9931,,0,extend procedure term,extend procedure term,-1,0,extend procedure term
2917203,request complete,2011-01-25 20:21:55,560890,9940,,0,request complete,request complete,-1,0,request complete
2917203,terminate on request,2011-03-16 01:19:48,560890,9955,,0,terminate on request,terminate on request,-1,0,terminate on request
2917203,enter senddate decision environmental permit,2011-03-16 08:00:03,560890,9961,,0,enter senddate decision environmental permit,enter senddate decision environmental permit,-1,0,enter senddate decision environmental permit
2917783,register submission date request,2010-12-08 08:00:08,560872,9963,,0,register submission date request,register submission date request,-1,0,register submission date request
2917783,enter senddate acknowledgement,2010-12-09 08:00:02,560872,9964,,0,enter senddate acknowledgement,enter senddate acknowledgement,-1,0,enter senddate acknowledgement
2917783,enter senddate procedure confirmation,2011-01-31 08:00:01,560881,9970,,0,enter senddate procedure confirmation,enter senddate procedure confirmation,-1,0,enter senddate procedure confirmation
2917783,enter date termination request received,2011-05-25 07:00:02,560912,9984,,0,enter date termination request received,enter date termination request received,-1,0,enter date termination request received
2917783,register date decision terminate on request,2011-05-31 07:00:01,560912,9985,,0,register date decision terminate on request,register date decision terminate on request,-1,0,register date decision terminate on request
2917783,stop process after terminate on request,2011-05-31 18:42:13,560912,9991,,0,stop process after terminate on request,stop process after terminate on request,-1,0,stop process after terminate on request
2928203,register submission date request,2010-12-08 08:00:09,560872,9992,,0,register submission date request,register submission date request,-1,0,register submission date request
2928203,enter senddate acknowledgement,2010-12-13 08:00:07,560872,9993,,0,enter senddate acknowledgement,enter senddate acknowledgement,-1,0,enter senddate acknowledgement
2929114,enter senddate acknowledgement,2010-12-13 08:00:08,560872,9998,,0,enter senddate acknowledgement,enter senddate acknowledgement,-1,0,enter senddate acknowledgement
2929114,enter senddate procedure confirmation,2011-02-15 08:00:03,560462,10017,,0,enter senddate procedure confirmation,enter senddate procedure confirmation,-1,0,enter senddate procedure confirmation
