Case,Activity,Activity_fixed,Timestamp,Resource,label
18,Make decision_signed1,Make decision_signed1,2023-09-29 18:38:19,Manager-000005,collateral events(Make decision)
18,Make decision_signed2,Make decision_signed2,2023-09-29 18:38:20,Manager-000005,collateral events(Make decision)
18,Deliver card,Deliver card,2023-09-29 18:39:58,Manager-000006,
18,Make decision_signed1,Make decision_signed1,2023-09-29 18:39:58,Manager-000006,collateral events(Make decision)
18,Make decision_signed2,Make decision_signed2,2023-09-29 18:39:59,Manager-000006,collateral events(Make decision)
18,EVENT 13 END,EVENT 13 END,2023-09-29 18:51:28,,
18,Make decision_signed1,Make decision_signed1,2023-09-29 18:51:29,,collateral events(Make decision)
18,Make decision_signed2,Make decision_signed2,2023-09-29 18:51:29,,collateral events(Make decision)
19,Check for completeness,Check for completeness,2023-09-29 18:18:58,Clerk-000001,
19,New online application received,New online application received,2023-09-29 18:18:58,,
19,Make decision_signed1,Make decision_signed1,2023-09-29 18:18:58,,collateral events(Make decision)
19,Request info,Request info,2023-09-29 18:22:09,Manager-000006,
19,Make decision_signed1,Make decision_signed1,2023-09-29 18:22:10,Manager-000006,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 18:22:10,Manager-000006,collateral events(Make decision)
19,info received,info received,2023-09-29 18:32:28,,
19,Make decision_signed1,Make decision_signed1,2023-09-29 18:32:29,,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 18:32:30,,collateral events(Make decision)
19,Check for completeness,Check for completeness,2023-09-29 18:32:38,Clerk-000003,
19,Make decision_signed1,Make decision_signed1,2023-09-29 18:32:39,Clerk-000003,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 18:32:39,Clerk-000003,collateral events(Make decision)
19,Perform checks,Perform checks,2023-09-29 18:48:41,Clerk-000001,
19,Make decision_signed1,Make decision_signed1,2023-09-29 18:48:42,Clerk-000001,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 18:48:43,Clerk-000001,collateral events(Make decision)
19,Make decision,Make decision,2023-09-29 19:12:46,Manager-000005,
19,notify reject,notify reject,2023-09-29 19:12:59,Manager-000003,
19,Make decision_signed1,Make decision_signed1,2023-09-29 19:12:59,Manager-000003,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 19:13:00,Manager-000003,collateral events(Make decision)
19,review request received,review request received,2023-09-29 19:40:21,,
19,Make decision_signed1,Make decision_signed1,2023-09-29 19:40:21,,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 19:40:22,,collateral events(Make decision)
19,Check for completeness,Check for completeness,2023-09-29 19:40:31,Clerk-000004,
19,Make decision_signed1,Make decision_signed1,2023-09-29 19:40:31,Clerk-000004,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 19:40:32,Clerk-000004,collateral events(Make decision)
19,Request info,Request info,2023-09-29 19:49:07,Manager-000005,
19,Make decision_signed1,Make decision_signed1,2023-09-29 19:49:07,Manager-000005,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 19:49:08,Manager-000005,collateral events(Make decision)
19,info received,info received,2023-09-29 20:26:19,,
19,Make decision_signed1,Make decision_signed1,2023-09-29 20:26:19,,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 20:26:20,,collateral events(Make decision)
19,Check for completeness,Check for completeness,2023-09-29 20:26:29,Clerk-000003,
19,Make decision_signed1,Make decision_signed1,2023-09-29 20:26:30,Clerk-000003,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 20:26:30,Clerk-000003,collateral events(Make decision)
19,Perform checks,Perform checks,2023-09-29 20:49:15,Clerk-000005,
19,Make decision_signed1,Make decision_signed1,2023-09-29 20:49:16,Clerk-000005,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 20:49:17,Clerk-000005,collateral events(Make decision)
19,Make decision,Make decision,2023-09-29 20:56:51,Manager-000003,
19,Notify accept,Notify accept,2023-09-29 20:57:54,Manager-000004,
19,Make decision_signed1,Make decision_signed1,2023-09-29 20:57:54,Manager-000004,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 20:57:54,Manager-000004,collateral events(Make decision)
19,Deliver card,Deliver card,2023-09-29 20:59:45,Manager-000001,
19,Make decision_signed1,Make decision_signed1,2023-09-29 20:59:46,Manager-000001,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 20:59:47,Manager-000001,collateral events(Make decision)
19,EVENT 13 END,EVENT 13 END,2023-09-29 21:07:11,,
19,Make decision_signed1,Make decision_signed1,2023-09-29 21:07:11,,collateral events(Make decision)
19,Make decision_signed2,Make decision_signed2,2023-09-29 21:07:12,,collateral events(Make decision)
20,Check for completeness,Check for completeness,2023-09-29 19:19:25,Clerk-000002,
20,New online application received,New online application received,2023-09-29 19:19:25,,
20,Request info,Request info,2023-09-29 19:23:40,Manager-000006,
20,info received,info received,2023-09-29 19:27:24,,
20,Check for completeness,Check for completeness,2023-09-29 19:27:34,Clerk-000005,
20,Request info,Request info,2023-09-29 19:39:11,Manager-000001,
20,info received,info received,2023-09-29 19:45:50,,
20,Check for completeness,Check for completeness,2023-09-29 19:46:00,Clerk-000006,
20,Request info,Request info,2023-09-29 19:46:31,Manager-000006,
20,info received,info received,2023-09-29 19:48:39,,
20,Check for completeness,Check for completeness,2023-09-29 19:48:49,Clerk-000001,
20,Perform checks,Perform checks,2023-09-29 20:11:57,Clerk-000005,
20,Make decision,Make decision,2023-09-29 20:13:50,Manager-000004,
20,Notify accept,Notify accept,2023-09-29 20:41:11,Manager-000001,
20,Deliver card,Deliver card,2023-09-29 20:41:45,Manager-000006,
20,EVENT 13 END,EVENT 13 END,2023-09-29 20:41:54,,
21,Check for completeness,Check for completeness,2023-09-29 20:41:51,Clerk-000001,
21,New online application received,New online application received,2023-09-29 20:41:51,,
21,Make decision_signed1,Make decision_signed1,2023-09-29 20:41:51,Clerk-000001,collateral events(Make decision)
21,Perform checks,Perform checks,2023-09-29 21:00:54,Clerk-000002,
21,Make decision_signed1,Make decision_signed1,2023-09-29 21:00:54,Clerk-000002,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 21:00:54,Clerk-000002,collateral events(Make decision)
21,Make decision,Make decision,2023-09-29 21:06:42,Manager-000006,
21,notify reject,notify reject,2023-09-29 21:07:22,Manager-000002,
21,Make decision_signed1,Make decision_signed1,2023-09-29 21:07:23,Manager-000002,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 21:07:23,Manager-000002,collateral events(Make decision)
21,review request received,review request received,2023-09-29 21:42:51,,
21,Make decision_signed1,Make decision_signed1,2023-09-29 21:42:52,,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 21:42:52,,collateral events(Make decision)
21,Check for completeness,Check for completeness,2023-09-29 21:43:01,Clerk-000005,
21,Make decision_signed1,Make decision_signed1,2023-09-29 21:43:02,Clerk-000005,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 21:43:02,Clerk-000005,collateral events(Make decision)
21,Request info,Request info,2023-09-29 21:51:47,Manager-000005,
21,Make decision_signed1,Make decision_signed1,2023-09-29 21:51:48,Manager-000005,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 21:51:48,Manager-000005,collateral events(Make decision)
21,info received,info received,2023-09-29 21:52:47,,
21,Make decision_signed1,Make decision_signed1,2023-09-29 21:52:47,,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 21:52:48,,collateral events(Make decision)
21,Check for completeness,Check for completeness,2023-09-29 21:52:57,Clerk-000001,
21,Make decision_signed1,Make decision_signed1,2023-09-29 21:52:58,Clerk-000001,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 21:52:58,Clerk-000001,collateral events(Make decision)
21,Request info,Request info,2023-09-29 21:56:52,Manager-000001,
21,Make decision_signed1,Make decision_signed1,2023-09-29 21:56:52,Manager-000001,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 21:56:53,Manager-000001,collateral events(Make decision)
21,info received,info received,2023-09-29 22:13:45,,
21,Make decision_signed1,Make decision_signed1,2023-09-29 22:13:46,,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 22:13:47,,collateral events(Make decision)
21,Check for completeness,Check for completeness,2023-09-29 22:13:55,Clerk-000006,
21,Make decision_signed1,Make decision_signed1,2023-09-29 22:13:56,Clerk-000006,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 22:13:57,Clerk-000006,collateral events(Make decision)
21,Perform checks,Perform checks,2023-09-29 22:15:28,Clerk-000003,
21,Make decision_signed1,Make decision_signed1,2023-09-29 22:15:28,Clerk-000003,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 22:15:28,Clerk-000003,collateral events(Make decision)
21,Make decision,Make decision,2023-09-29 22:17:11,Manager-000004,
21,notify reject,notify reject,2023-09-29 22:18:43,Manager-000002,
21,Make decision_signed1,Make decision_signed1,2023-09-29 22:18:43,Manager-000002,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 22:18:44,Manager-000002,collateral events(Make decision)
21,time out,time out,2023-09-29 22:23:17,,
21,Make decision_signed1,Make decision_signed1,2023-09-29 22:23:18,,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 22:23:18,,collateral events(Make decision)
21,EVENT 13 END,EVENT 13 END,2023-09-29 22:23:27,,
21,Make decision_signed1,Make decision_signed1,2023-09-29 22:23:27,,collateral events(Make decision)
21,Make decision_signed2,Make decision_signed2,2023-09-29 22:23:27,,collateral events(Make decision)
22,Check for completeness,Check for completeness,2023-09-29 21:09:37,Clerk-000004,
22,New online application received,New online application received,2023-09-29 21:09:37,,
22,Request info,Request info,2023-09-29 21:59:31,Manager-000006,
22,info received,info received,2023-09-29 22:05:00,,
22,Check for completeness,Check for completeness,2023-09-29 22:05:10,Clerk-000002,
22,Request info,Request info,2023-09-29 22:06:20,Manager-000003,
22,info received,info received,2023-09-29 22:56:49,,
22,Check for completeness,Check for completeness,2023-09-29 22:56:59,Clerk-000005,
22,Request info,Request info,2023-09-29 23:00:23,Manager-000005,
22,info received,info received,2023-09-29 23:19:05,,
22,Check for completeness,Check for completeness,2023-09-29 23:19:15,Clerk-000001,
22,Request info,Request info,2023-09-29 23:28:11,Manager-000006,
22,info received,info received,2023-09-29 23:43:55,,
22,Check for completeness,Check for completeness,2023-09-29 23:44:05,Clerk-000004,
22,Perform checks,Perform checks,2023-09-29 23:44:39,Clerk-000002,
22,Make decision,Make decision,2023-09-29 23:46:31,Manager-000001,
22,notify reject,notify reject,2023-09-29 23:54:59,Manager-000004,
22,time out,time out,2023-09-30 00:05:34,,
22,EVENT 13 END,EVENT 13 END,2023-09-30 00:05:44,,
23,Check for completeness,Check for completeness,2023-09-30 00:48:40,Clerk-000006,
23,New online application received,New online application received,2023-09-30 00:48:40,,
23,Perform checks,Perform checks,2023-09-30 00:52:31,Clerk-000003,
23,Make decision,Make decision,2023-09-30 00:56:22,Manager-000002,
23,notify reject,notify reject,2023-09-30 01:03:41,Manager-000003,
23,review request received,review request received,2023-09-30 01:17:46,,
23,Check for completeness,Check for completeness,2023-09-30 01:17:56,Clerk-000005,
23,Perform checks,Perform checks,2023-09-30 01:21:12,Clerk-000001,
23,Make decision,Make decision,2023-09-30 01:21:30,Manager-000005,
23,Notify accept,Notify accept,2023-09-30 01:31:32,Manager-000006,
23,Deliver card,Deliver card,2023-09-30 01:34:27,Manager-000001,
23,EVENT 13 END,EVENT 13 END,2023-09-30 01:38:10,,
24,Check for completeness,Check for completeness,2023-10-02 02:06:13,Clerk-000004,
24,New online application received,New online application received,2023-10-02 02:06:13,,
24,Make decision_signed1,Make decision_signed1,2023-10-02 02:06:14,Clerk-000004,collateral events(Make decision)
24,Perform checks,Perform checks,2023-10-02 02:09:30,Clerk-000002,
24,Make decision_signed1,Make decision_signed1,2023-10-02 02:09:31,Clerk-000002,collateral events(Make decision)
24,Make decision_signed2,Make decision_signed2,2023-10-02 02:09:31,Clerk-000002,collateral events(Make decision)
24,Make decision,Make decision,2023-10-02 02:18:57,Manager-000004,
24,Notify accept,Notify accept,2023-10-02 02:19:56,Manager-000002,
24,Make decision_signed1,Make decision_signed1,2023-10-02 02:19:56,Manager-000002,collateral events(Make decision)
24,Make decision_signed2,Make decision_signed2,2023-10-02 02:19:57,Manager-000002,collateral events(Make decision)
24,Deliver card,Deliver card,2023-10-02 02:21:26,Manager-000003,
24,Make decision_signed1,Make decision_signed1,2023-10-02 02:21:27,Manager-000003,collateral events(Make decision)
24,Make decision_signed2,Make decision_signed2,2023-10-02 02:21:28,Manager-000003,collateral events(Make decision)
24,EVENT 13 END,EVENT 13 END,2023-10-02 02:34:57,,
24,Make decision_signed1,Make decision_signed1,2023-10-02 02:34:57,,collateral events(Make decision)
24,Make decision_signed2,Make decision_signed2,2023-10-02 02:34:58,,collateral events(Make decision)
25,Check for completeness,Check for completeness,2023-10-02 02:15:15,Clerk-000006,
25,New online application received,New online application received,2023-10-02 02:15:15,,
25,Perform checks,Perform checks,2023-10-02 02:26:30,Clerk-000005,
25,Make decision,Make decision,2023-10-02 02:46:42,Manager-000006,
25,Notify accept,Notify accept,2023-10-02 02:47:25,Manager-000001,
25,Deliver card,Deliver card,2023-10-02 02:51:11,Manager-000002,
25,EVENT 13 END,EVENT 13 END,2023-10-02 03:05:45,,
26,Check for completeness,Check for completeness,2023-10-02 02:24:49,Clerk-000003,
26,New online application received,New online application received,2023-10-02 02:24:49,,
