Case,Timestamp,Activity,Activity_fixed,label,Resource
18,2023-09-29 18:39:58,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
18,2023-09-29 18:39:59,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
18,2023-09-29 18:51:28,EVENT 13 END,EVENT 13 END,,
18,2023-09-29 18:51:29,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
18,2023-09-29 18:51:29,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
19,2023-09-29 18:18:58,Check for completeness,Check for completeness,,Clerk-000001
19,2023-09-29 18:18:58,New online application received,New online application received,,
19,2023-09-29 18:18:58,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
19,2023-09-29 18:22:09,Request info,Request info,,Manager-000006
19,2023-09-29 18:22:10,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000006
19,2023-09-29 18:22:10,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000006
19,2023-09-29 18:32:28,info received,info received,,
19,2023-09-29 18:32:29,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
19,2023-09-29 18:32:30,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
19,2023-09-29 18:32:38,Check for completeness,Check for completeness,,Clerk-000003
19,2023-09-29 18:32:39,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000003
19,2023-09-29 18:32:39,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000003
19,2023-09-29 18:48:41,Perform checks,Perform checks,,Clerk-000001
19,2023-09-29 18:48:42,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
19,2023-09-29 18:48:43,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000001
19,2023-09-29 19:12:46,Make decision,Make decision,,Manager-000005
19,2023-09-29 19:12:59,notify reject,notify reject,,Manager-000003
19,2023-09-29 19:12:59,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000003
19,2023-09-29 19:13:00,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000003
19,2023-09-29 19:40:21,review request received,review request received,,
19,2023-09-29 19:40:21,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
19,2023-09-29 19:40:22,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
19,2023-09-29 19:40:31,Check for completeness,Check for completeness,,Clerk-000004
19,2023-09-29 19:40:31,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
19,2023-09-29 19:40:32,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000004
19,2023-09-29 19:49:07,Request info,Request info,,Manager-000005
19,2023-09-29 19:49:07,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
19,2023-09-29 19:49:08,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
19,2023-09-29 20:26:19,info received,info received,,
19,2023-09-29 20:26:19,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
19,2023-09-29 20:26:20,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
19,2023-09-29 20:26:29,Check for completeness,Check for completeness,,Clerk-000003
19,2023-09-29 20:26:30,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000003
19,2023-09-29 20:26:30,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000003
19,2023-09-29 20:49:15,Perform checks,Perform checks,,Clerk-000005
19,2023-09-29 20:49:16,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
19,2023-09-29 20:49:17,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000005
19,2023-09-29 20:56:51,Make decision,Make decision,,Manager-000003
19,2023-09-29 20:57:54,Notify accept,Notify accept,,Manager-000004
19,2023-09-29 20:57:54,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000004
19,2023-09-29 20:57:54,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000004
19,2023-09-29 20:59:45,Deliver card,Deliver card,,Manager-000001
19,2023-09-29 20:59:46,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000001
19,2023-09-29 20:59:47,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000001
19,2023-09-29 21:07:11,EVENT 13 END,EVENT 13 END,,
19,2023-09-29 21:07:11,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
19,2023-09-29 21:07:12,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
20,2023-09-29 19:19:25,Check for completeness,Check for completeness,,Clerk-000002
20,2023-09-29 19:19:25,New online application received,New online application received,,
20,2023-09-29 19:23:40,Request info,Request info,,Manager-000006
20,2023-09-29 19:27:24,info received,info received,,
20,2023-09-29 19:27:34,Check for completeness,Check for completeness,,Clerk-000005
20,2023-09-29 19:39:11,Request info,Request info,,Manager-000001
20,2023-09-29 19:45:50,info received,info received,,
20,2023-09-29 19:46:00,Check for completeness,Check for completeness,,Clerk-000006
20,2023-09-29 19:46:31,Request info,Request info,,Manager-000006
20,2023-09-29 19:48:39,info received,info received,,
20,2023-09-29 19:48:49,Check for completeness,Check for completeness,,Clerk-000001
20,2023-09-29 20:11:57,Perform checks,Perform checks,,Clerk-000005
20,2023-09-29 20:13:50,Make decision,Make decision,,Manager-000004
20,2023-09-29 20:41:11,Notify accept,Notify accept,,Manager-000001
20,2023-09-29 20:41:45,Deliver card,Deliver card,,Manager-000006
20,2023-09-29 20:41:54,EVENT 13 END,EVENT 13 END,,
21,2023-09-29 20:41:51,Check for completeness,Check for completeness,,Clerk-000001
21,2023-09-29 20:41:51,New online application received,New online application received,,
21,2023-09-29 20:41:51,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
21,2023-09-29 21:00:54,Perform checks,Perform checks,,Clerk-000002
21,2023-09-29 21:00:54,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000002
21,2023-09-29 21:00:54,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000002
21,2023-09-29 21:06:42,Make decision,Make decision,,Manager-000006
21,2023-09-29 21:07:22,notify reject,notify reject,,Manager-000002
21,2023-09-29 21:07:23,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000002
21,2023-09-29 21:07:23,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000002
21,2023-09-29 21:42:51,review request received,review request received,,
21,2023-09-29 21:42:52,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
21,2023-09-29 21:42:52,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
21,2023-09-29 21:43:01,Check for completeness,Check for completeness,,Clerk-000005
21,2023-09-29 21:43:02,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000005
21,2023-09-29 21:43:02,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000005
21,2023-09-29 21:51:47,Request info,Request info,,Manager-000005
21,2023-09-29 21:51:48,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000005
21,2023-09-29 21:51:48,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000005
21,2023-09-29 21:52:47,info received,info received,,
21,2023-09-29 21:52:47,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
21,2023-09-29 21:52:48,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
21,2023-09-29 21:52:57,Check for completeness,Check for completeness,,Clerk-000001
21,2023-09-29 21:52:58,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000001
21,2023-09-29 21:52:58,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000001
21,2023-09-29 21:56:52,Request info,Request info,,Manager-000001
21,2023-09-29 21:56:52,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000001
21,2023-09-29 21:56:53,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000001
21,2023-09-29 22:13:45,info received,info received,,
21,2023-09-29 22:13:46,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
21,2023-09-29 22:13:47,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
21,2023-09-29 22:13:55,Check for completeness,Check for completeness,,Clerk-000006
21,2023-09-29 22:13:56,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000006
21,2023-09-29 22:13:57,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000006
21,2023-09-29 22:15:28,Perform checks,Perform checks,,Clerk-000003
21,2023-09-29 22:15:28,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000003
21,2023-09-29 22:15:28,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000003
21,2023-09-29 22:17:11,Make decision,Make decision,,Manager-000004
21,2023-09-29 22:18:43,notify reject,notify reject,,Manager-000002
21,2023-09-29 22:18:43,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000002
21,2023-09-29 22:18:44,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000002
21,2023-09-29 22:23:17,time out,time out,,
21,2023-09-29 22:23:18,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
21,2023-09-29 22:23:18,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
21,2023-09-29 22:23:27,EVENT 13 END,EVENT 13 END,,
21,2023-09-29 22:23:27,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
21,2023-09-29 22:23:27,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
22,2023-09-29 21:09:37,Check for completeness,Check for completeness,,Clerk-000004
22,2023-09-29 21:09:37,New online application received,New online application received,,
22,2023-09-29 21:59:31,Request info,Request info,,Manager-000006
22,2023-09-29 22:05:00,info received,info received,,
22,2023-09-29 22:05:10,Check for completeness,Check for completeness,,Clerk-000002
22,2023-09-29 22:06:20,Request info,Request info,,Manager-000003
22,2023-09-29 22:56:49,info received,info received,,
22,2023-09-29 22:56:59,Check for completeness,Check for completeness,,Clerk-000005
22,2023-09-29 23:00:23,Request info,Request info,,Manager-000005
22,2023-09-29 23:19:05,info received,info received,,
22,2023-09-29 23:19:15,Check for completeness,Check for completeness,,Clerk-000001
22,2023-09-29 23:28:11,Request info,Request info,,Manager-000006
22,2023-09-29 23:43:55,info received,info received,,
22,2023-09-29 23:44:05,Check for completeness,Check for completeness,,Clerk-000004
22,2023-09-29 23:44:39,Perform checks,Perform checks,,Clerk-000002
22,2023-09-29 23:46:31,Make decision,Make decision,,Manager-000001
22,2023-09-29 23:54:59,notify reject,notify reject,,Manager-000004
22,2023-09-30 00:05:34,time out,time out,,
22,2023-09-30 00:05:44,EVENT 13 END,EVENT 13 END,,
23,2023-09-30 00:48:40,Check for completeness,Check for completeness,,Clerk-000006
23,2023-09-30 00:48:40,New online application received,New online application received,,
23,2023-09-30 00:52:31,Perform checks,Perform checks,,Clerk-000003
23,2023-09-30 00:56:22,Make decision,Make decision,,Manager-000002
23,2023-09-30 01:03:41,notify reject,notify reject,,Manager-000003
23,2023-09-30 01:17:46,review request received,review request received,,
23,2023-09-30 01:17:56,Check for completeness,Check for completeness,,Clerk-000005
23,2023-09-30 01:21:12,Perform checks,Perform checks,,Clerk-000001
23,2023-09-30 01:21:30,Make decision,Make decision,,Manager-000005
23,2023-09-30 01:31:32,Notify accept,Notify accept,,Manager-000006
23,2023-09-30 01:34:27,Deliver card,Deliver card,,Manager-000001
23,2023-09-30 01:38:10,EVENT 13 END,EVENT 13 END,,
24,2023-10-02 02:06:13,Check for completeness,Check for completeness,,Clerk-000004
24,2023-10-02 02:06:13,New online application received,New online application received,,
24,2023-10-02 02:06:14,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000004
24,2023-10-02 02:09:30,Perform checks,Perform checks,,Clerk-000002
24,2023-10-02 02:09:31,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Clerk-000002
24,2023-10-02 02:09:31,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Clerk-000002
24,2023-10-02 02:18:57,Make decision,Make decision,,Manager-000004
24,2023-10-02 02:19:56,Notify accept,Notify accept,,Manager-000002
24,2023-10-02 02:19:56,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000002
24,2023-10-02 02:19:57,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000002
24,2023-10-02 02:21:26,Deliver card,Deliver card,,Manager-000003
24,2023-10-02 02:21:27,Make decision_signed1,Make decision_signed1,collateral events(Make decision),Manager-000003
24,2023-10-02 02:21:28,Make decision_signed2,Make decision_signed2,collateral events(Make decision),Manager-000003
24,2023-10-02 02:34:57,EVENT 13 END,EVENT 13 END,,
24,2023-10-02 02:34:57,Make decision_signed1,Make decision_signed1,collateral events(Make decision),
24,2023-10-02 02:34:58,Make decision_signed2,Make decision_signed2,collateral events(Make decision),
25,2023-10-02 02:15:15,Check for completeness,Check for completeness,,Clerk-000006
25,2023-10-02 02:15:15,New online application received,New online application received,,
25,2023-10-02 02:26:30,Perform checks,Perform checks,,Clerk-000005
25,2023-10-02 02:46:42,Make decision,Make decision,,Manager-000006
25,2023-10-02 02:47:25,Notify accept,Notify accept,,Manager-000001
25,2023-10-02 02:51:11,Deliver card,Deliver card,,Manager-000002
25,2023-10-02 03:05:45,EVENT 13 END,EVENT 13 END,,
26,2023-10-02 02:24:49,Check for completeness,Check for completeness,,Clerk-000003
26,2023-10-02 02:24:49,New online application received,New online application received,,
