Case,Timestamp,Activity,Resource,label,Activity_fixed
22,2023-09-29 22:56:59,Check for completeness,Clerk-000005,,Check for completeness
22,2023-09-29 23:00:23,Request info,Manager-000005,,Request info
22,2023-09-29 23:19:05,info received,,,info received
22,2023-09-29 23:19:15,Check for completeness,Clerk-000001,,Check for completeness
22,2023-09-29 23:28:11,Request info,Manager-000006,,Request info
22,2023-09-29 23:43:55,info received,,,info received
22,2023-09-29 23:44:05,Check for completeness,Clerk-000004,,Check for completeness
22,2023-09-29 23:44:39,Perform checks,Clerk-000002,,Perform checks
22,2023-09-29 23:46:31,Make decision,Manager-000001,,Make decision
22,2023-09-29 23:54:59,notify reject,Manager-000004,,notify reject
22,2023-09-30 00:05:34,time out,,,time out
22,2023-09-30 00:05:44,EVENT 13 END,,,EVENT 13 END
23,2023-09-30 00:48:40,Check for completeness,Clerk-000006,,Check for completeness
23,2023-09-30 00:48:40,New online application received,,,New online application received
23,2023-09-30 00:52:31,Perform checks,Clerk-000003,,Perform checks
23,2023-09-30 00:56:22,Make decision,Manager-000002,,Make decision
23,2023-09-30 01:03:41,notify reject,Manager-000003,,notify reject
23,2023-09-30 01:17:46,review request received,,,review request received
23,2023-09-30 01:17:56,Check for completeness,Clerk-000005,,Check for completeness
23,2023-09-30 01:21:12,Perform checks,Clerk-000001,,Perform checks
23,2023-09-30 01:21:30,Make decision,Manager-000005,,Make decision
23,2023-09-30 01:31:32,Notify accept,Manager-000006,,Notify accept
23,2023-09-30 01:34:27,Deliver card,Manager-000001,,Deliver card
23,2023-09-30 01:38:10,EVENT 13 END,,,EVENT 13 END
24,2023-10-02 02:06:13,Check for completeness,Clerk-000004,,Check for completeness
24,2023-10-02 02:06:13,New online application received,,,New online application received
24,2023-10-02 02:06:14,Make decision_signed1,Clerk-000004,collateral events(Make decision),Make decision_signed1
24,2023-10-02 02:09:30,Perform checks,Clerk-000002,,Perform checks
24,2023-10-02 02:09:31,Make decision_signed1,Clerk-000002,collateral events(Make decision),Make decision_signed1
24,2023-10-02 02:18:57,Make decision,Manager-000004,,Make decision
24,2023-10-02 02:19:56,Notify accept,Manager-000002,,Notify accept
24,2023-10-02 02:19:56,Make decision_signed1,Manager-000002,collateral events(Make decision),Make decision_signed1
24,2023-10-02 02:21:26,Deliver card,Manager-000003,,Deliver card
24,2023-10-02 02:21:27,Make decision_signed1,Manager-000003,collateral events(Make decision),Make decision_signed1
24,2023-10-02 02:34:57,EVENT 13 END,,,EVENT 13 END
24,2023-10-02 02:34:57,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
25,2023-10-02 02:15:15,Check for completeness,Clerk-000006,,Check for completeness
25,2023-10-02 02:15:15,New online application received,,,New online application received
25,2023-10-02 02:26:30,Perform checks,Clerk-000005,,Perform checks
25,2023-10-02 02:46:42,Make decision,Manager-000006,,Make decision
25,2023-10-02 02:47:25,Notify accept,Manager-000001,,Notify accept
25,2023-10-02 02:51:11,Deliver card,Manager-000002,,Deliver card
25,2023-10-02 03:05:45,EVENT 13 END,,,EVENT 13 END
26,2023-10-02 02:24:49,Check for completeness,Clerk-000003,,Check for completeness
26,2023-10-02 02:24:49,New online application received,,,New online application received
26,2023-10-02 02:35:50,Request info,Manager-000005,,Request info
26,2023-10-02 02:59:33,info received,,,info received
26,2023-10-02 02:59:43,Check for completeness,Clerk-000004,,Check for completeness
26,2023-10-02 03:04:34,Request info,Manager-000003,,Request info
26,2023-10-02 03:04:42,info received,,,info received
26,2023-10-02 03:04:52,Check for completeness,Clerk-000006,,Check for completeness
26,2023-10-02 03:13:27,Request info,Manager-000006,,Request info
26,2023-10-02 03:21:03,info received,,,info received
26,2023-10-02 03:21:13,Check for completeness,Clerk-000003,,Check for completeness
26,2023-10-02 03:31:33,Perform checks,Clerk-000004,,Perform checks
26,2023-10-02 03:50:25,Make decision,Manager-000005,,Make decision
26,2023-10-02 03:57:26,notify reject,Manager-000004,,notify reject
26,2023-10-02 04:17:17,review request received,,,review request received
26,2023-10-02 04:17:27,Check for completeness,Clerk-000004,,Check for completeness
26,2023-10-02 04:18:16,Request info,Manager-000006,,Request info
26,2023-10-02 04:33:00,info received,,,info received
26,2023-10-02 04:33:10,Check for completeness,Clerk-000006,,Check for completeness
26,2023-10-02 04:44:00,Request info,Manager-000005,,Request info
26,2023-10-02 04:49:04,info received,,,info received
26,2023-10-02 04:49:14,Check for completeness,Clerk-000002,,Check for completeness
26,2023-10-02 04:59:28,Perform checks,Clerk-000001,,Perform checks
26,2023-10-02 05:00:23,Make decision,Manager-000004,,Make decision
26,2023-10-02 05:07:29,notify reject,Manager-000003,,notify reject
26,2023-10-02 05:10:28,time out,,,time out
26,2023-10-02 05:10:38,EVENT 13 END,,,EVENT 13 END
27,2023-10-02 02:35:38,Check for completeness,Clerk-000001,,Check for completeness
27,2023-10-02 02:35:38,New online application received,,,New online application received
27,2023-10-02 02:47:52,Request info,Manager-000004,,Request info
27,2023-10-02 03:03:20,info received,,,info received
27,2023-10-02 03:03:30,Check for completeness,Clerk-000002,,Check for completeness
27,2023-10-02 03:15:57,Request info,Manager-000001,,Request info
27,2023-10-02 03:21:38,info received,,,info received
27,2023-10-02 03:21:48,Check for completeness,Clerk-000005,,Check for completeness
27,2023-10-02 03:25:16,Perform checks,Clerk-000001,,Perform checks
27,2023-10-02 04:05:20,Make decision,Manager-000006,,Make decision
27,2023-10-02 04:09:21,Notify accept,Manager-000001,,Notify accept
27,2023-10-02 04:10:02,Deliver card,Manager-000005,,Deliver card
27,2023-10-02 04:13:19,EVENT 13 END,,,EVENT 13 END
28,2023-10-02 03:49:49,Check for completeness,Clerk-000006,,Check for completeness
28,2023-10-02 03:49:49,New online application received,,,New online application received
28,2023-10-02 03:55:14,Perform checks,Clerk-000002,,Perform checks
28,2023-10-02 04:02:53,Make decision,Manager-000003,,Make decision
28,2023-10-02 04:04:38,notify reject,Manager-000002,,notify reject
28,2023-10-02 04:12:29,review request received,,,review request received
28,2023-10-02 04:12:39,Check for completeness,Clerk-000005,,Check for completeness
28,2023-10-02 04:13:22,Perform checks,Clerk-000003,,Perform checks
28,2023-10-02 04:16:26,Make decision,Manager-000003,,Make decision
28,2023-10-02 04:21:12,Notify accept,Manager-000001,,Notify accept
28,2023-10-02 04:31:16,Deliver card,Manager-000002,,Deliver card
28,2023-10-02 04:54:08,EVENT 13 END,,,EVENT 13 END
29,2023-10-02 05:24:14,Check for completeness,Clerk-000005,,Check for completeness
29,2023-10-02 05:24:14,New online application received,,,New online application received
29,2023-10-02 05:34:29,Perform checks,Clerk-000003,,Perform checks
29,2023-10-02 05:41:14,Make decision,Manager-000001,,Make decision
29,2023-10-02 05:51:12,Notify accept,Manager-000006,,Notify accept
29,2023-10-02 06:10:59,Deliver card,Manager-000004,,Deliver card
29,2023-10-02 06:15:00,EVENT 13 END,,,EVENT 13 END
30,2023-10-02 05:42:19,Check for completeness,Clerk-000004,,Check for completeness
30,2023-10-02 05:42:19,New online application received,,,New online application received
30,2023-10-02 05:52:35,Request info,Manager-000005,,Request info
30,2023-10-02 05:57:42,info received,,,info received
30,2023-10-02 05:57:52,Check for completeness,Clerk-000001,,Check for completeness
30,2023-10-02 05:58:43,Perform checks,Clerk-000005,,Perform checks
30,2023-10-02 06:07:16,Make decision,Manager-000002,,Make decision
30,2023-10-02 06:33:37,notify reject,Manager-000005,,notify reject
30,2023-10-02 06:38:09,review request received,,,review request received
30,2023-10-02 06:38:19,Check for completeness,Clerk-000003,,Check for completeness
30,2023-10-02 06:39:34,Request info,Manager-000006,,Request info
30,2023-10-02 06:42:00,info received,,,info received
30,2023-10-02 06:42:10,Check for completeness,Clerk-000004,,Check for completeness
30,2023-10-02 06:48:51,Perform checks,Clerk-000006,,Perform checks
30,2023-10-02 06:53:19,Make decision,Manager-000003,,Make decision
30,2023-10-02 06:59:31,notify reject,Manager-000004,,notify reject
30,2023-10-02 07:05:03,review request received,,,review request received
30,2023-10-02 07:05:13,Check for completeness,Clerk-000002,,Check for completeness
30,2023-10-02 07:08:21,Perform checks,Clerk-000003,,Perform checks
30,2023-10-02 07:26:14,Make decision,Manager-000006,,Make decision
30,2023-10-02 07:28:17,Notify accept,Manager-000001,,Notify accept
30,2023-10-02 07:29:48,Deliver card,Manager-000003,,Deliver card
30,2023-10-02 07:48:23,EVENT 13 END,,,EVENT 13 END
31,2023-10-02 05:48:39,Check for completeness,Clerk-000006,,Check for completeness
31,2023-10-02 05:48:39,New online application received,,,New online application received
31,2023-10-02 05:56:02,Perform checks,Clerk-000002,,Perform checks
31,2023-10-02 06:11:53,Make decision,Manager-000003,,Make decision
31,2023-10-02 06:14:01,notify reject,Manager-000001,,notify reject
31,2023-10-02 06:42:24,time out,,,time out
31,2023-10-02 06:42:34,EVENT 13 END,,,EVENT 13 END
32,2023-10-02 06:52:06,Check for completeness,Clerk-000001,,Check for completeness
32,2023-10-02 06:52:06,New online application received,,,New online application received
32,2023-10-02 07:03:28,Perform checks,Clerk-000005,,Perform checks
32,2023-10-02 07:04:09,Make decision,Manager-000002,,Make decision
32,2023-10-02 07:18:17,Notify accept,Manager-000005,,Notify accept
32,2023-10-02 07:57:29,Deliver card,Manager-000004,,Deliver card
32,2023-10-02 08:10:54,EVENT 13 END,,,EVENT 13 END
33,2023-10-02 07:48:55,Check for completeness,Clerk-000004,,Check for completeness
33,2023-10-02 07:48:55,New online application received,,,New online application received
33,2023-10-02 08:01:31,Perform checks,Clerk-000006,,Perform checks
33,2023-10-02 08:06:22,Make decision,Manager-000002,,Make decision
33,2023-10-02 08:17:10,Notify accept,Manager-000006,,Notify accept
33,2023-10-02 08:19:25,Deliver card,Manager-000001,,Deliver card
33,2023-10-02 08:19:37,EVENT 13 END,,,EVENT 13 END
34,2023-10-02 11:18:14,Check for completeness,Clerk-000001,,Check for completeness
34,2023-10-02 11:18:14,New online application received,,,New online application received
34,2023-10-02 11:18:14,Make decision_signed1,Clerk-000001,collateral events(Make decision),Make decision_signed1
34,2023-10-02 11:18:27,Perform checks,Clerk-000005,,Perform checks
34,2023-10-02 11:18:27,Make decision_signed1,Clerk-000005,collateral events(Make decision),Make decision_signed1
34,2023-10-02 11:41:33,Make decision,Manager-000003,,Make decision
34,2023-10-02 11:51:27,Notify accept,Manager-000005,,Notify accept
34,2023-10-02 11:51:27,Make decision_signed1,Manager-000005,collateral events(Make decision),Make decision_signed1
34,2023-10-02 11:52:37,Deliver card,Manager-000004,,Deliver card
34,2023-10-02 11:52:38,Make decision_signed1,Manager-000004,collateral events(Make decision),Make decision_signed1
34,2023-10-02 11:57:25,EVENT 13 END,,,EVENT 13 END
34,2023-10-02 11:57:25,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
35,2023-10-02 12:27:24,Check for completeness,Clerk-000002,,Check for completeness
35,2023-10-02 12:27:24,New online application received,,,New online application received
35,2023-10-02 12:27:24,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
35,2023-10-02 12:31:02,Perform checks,Clerk-000003,,Perform checks
35,2023-10-02 12:31:03,Make decision_signed1,Clerk-000003,collateral events(Make decision),Make decision_signed1
35,2023-10-02 12:43:29,Make decision,Manager-000002,,Make decision
35,2023-10-02 12:48:13,notify reject,Manager-000006,,notify reject
35,2023-10-02 12:48:13,Make decision_signed1,Manager-000006,collateral events(Make decision),Make decision_signed1
35,2023-10-02 12:50:31,time out,,,time out
35,2023-10-02 12:50:31,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
35,2023-10-02 12:50:41,EVENT 13 END,,,EVENT 13 END
35,2023-10-02 12:50:42,Make decision_signed1,,collateral events(Make decision),Make decision_signed1
36,2023-10-02 12:58:27,Check for completeness,Clerk-000004,,Check for completeness
36,2023-10-02 12:58:27,New online application received,,,New online application received
36,2023-10-02 13:07:43,Request info,Manager-000001,,Request info
36,2023-10-02 13:14:11,info received,,,info received
36,2023-10-02 13:14:21,Check for completeness,Clerk-000006,,Check for completeness
36,2023-10-02 13:19:25,Perform checks,Clerk-000001,,Perform checks
36,2023-10-02 13:23:39,Make decision,Manager-000003,,Make decision
36,2023-10-02 13:32:34,notify reject,Manager-000005,,notify reject
36,2023-10-02 13:38:06,review request received,,,review request received
36,2023-10-02 13:38:16,Check for completeness,Clerk-000002,,Check for completeness
36,2023-10-02 13:38:32,Request info,Manager-000004,,Request info
36,2023-10-02 13:46:49,info received,,,info received
36,2023-10-02 13:46:59,Check for completeness,Clerk-000006,,Check for completeness
36,2023-10-02 14:17:55,Request info,Manager-000005,,Request info
36,2023-10-02 14:20:11,info received,,,info received
36,2023-10-02 14:20:21,Check for completeness,Clerk-000001,,Check for completeness
36,2023-10-02 14:24:45,Perform checks,Clerk-000002,,Perform checks
36,2023-10-02 14:37:24,Make decision,Manager-000002,,Make decision
36,2023-10-02 14:39:44,Notify accept,Manager-000004,,Notify accept
36,2023-10-02 15:22:47,Deliver card,Manager-000003,,Deliver card
36,2023-10-02 15:31:43,EVENT 13 END,,,EVENT 13 END
37,2023-10-02 13:35:00,Check for completeness,Clerk-000005,,Check for completeness
37,2023-10-02 13:35:00,New online application received,,,New online application received
37,2023-10-02 13:39:43,Request info,Manager-000002,,Request info
37,2023-10-02 13:39:56,info received,,,info received
37,2023-10-02 13:40:06,Check for completeness,Clerk-000003,,Check for completeness
37,2023-10-02 13:43:29,Perform checks,Clerk-000004,,Perform checks
37,2023-10-02 13:50:11,Make decision,Manager-000006,,Make decision
37,2023-10-02 14:13:21,Notify accept,Manager-000001,,Notify accept
37,2023-10-02 14:17:07,Deliver card,Manager-000003,,Deliver card
37,2023-10-02 14:25:53,EVENT 13 END,,,EVENT 13 END
38,2023-10-02 14:52:34,Check for completeness,Clerk-000005,,Check for completeness
38,2023-10-02 14:52:34,New online application received,,,New online application received
38,2023-10-02 14:56:25,Perform checks,Clerk-000003,,Perform checks
38,2023-10-02 15:07:39,Make decision,Manager-000006,,Make decision
38,2023-10-02 15:11:47,Notify accept,Manager-000001,,Notify accept
38,2023-10-02 15:22:28,Deliver card,Manager-000005,,Deliver card
