Case,Activity,Timestamp,Activity_fixed,label,Resource
9819575,Decision date prior to decision,2014-05-22 07:00:55,decision date prior to decision,distorted label(UpLow),2670601
9819575,phase dceision ready,2014-05-22 07:01:00,phase decision sent,distorted label(Interchange),2670601
9819575,request ocmplete,2014-05-22 07:01:03,request ocmplete,distorted label(Interchange),2670601
9819575,Phase decision taken,2014-05-27 07:00:33,phase decision sent,distorted label(UpLow),560912
9819575,strt decision phase decision permitting sent,2014-05-27 07:00:37,phase decision sent,distorted label(Skip),560912
9843323,article34  WABO applies,2014-05-13 07:01:11,article 34  WABO applies,distorted label(Skip),2670601
9843323,Create monitoring case,2014-05-13 07:01:17,Create monitoring case,distorted label(UpLow),2670601
9863829,phase appiication received,2014-04-08 07:00:35,phase application received,distorted label(Proximity),560912
9863829,phased application,2014-04-08 07:00:36,read field phased application,distorted label(Interchange),560912
9863829,grounds for refusaql,2014-09-23 07:00:10,grounds for refusal,distorted label(Insert),560912
9863829,Phase decision taken,2014-11-18 08:00:09,phase decision sent,distorted label(UpLow),560912
9863829,date decision for inspectwion,2014-11-26 08:00:03,date decision for inspection,distorted label(Insert),560912
9888564,senNd confirmation receipt,2014-03-31 07:00:59,send confirmation receipt,distorted label(Insert),9264148
9888564,phase pFrocedure extended,2014-05-09 07:00:45,phase procedure extended,distorted label(Insert),2670601
9888564,start decision pase decision permitting sent,2014-07-03 07:00:25,phase decision sent,distorted label(Skip),2670601
9928031,creatixng cover letter decision,2014-05-21 07:00:11,creating cover letter decision,distorted label(Insert),560912
9928031,phase decisions ent,2014-05-21 07:00:14,phase decision sent,distorted label(Interchange),560912
9935064,create procJedure confirmation,2014-04-03 07:01:11,enter senddate procedure confirmation,distorted label(Insert),560872
9935064,request comlete,2014-07-07 07:01:01,request complete,distorted label(Skip),560950
9935064,rwtrieve missing data,2014-07-07 07:01:02,retrieve missing data,distorted label(Proximity),560950
9935064,Set decision phase decision permitting decided,2014-07-08 07:00:05,phase decision sent,distorted label(UpLow),560950
9935064,phase dfecision irrevocable,2014-09-09 07:00:04,phase decision irrevocable,distorted label(Insert),560950
10053042,creating cover leter decision,2014-07-01 07:00:02,creating cover letter decision,distorted label(Skip),560912
10083315,treat subcases contet,2014-07-07 07:01:29,treat subcases content,distorted label(Skip),2670601
10186644,sen dconfirmation receipt,2014-05-15 07:00:49,send confirmation receipt,distorted label(Interchange),9264148
10186644,enter receipVt of additional data,2014-06-10 07:00:13,enter receipt of additional data,distorted label(Insert),560872
10186644,Receive additional information,2014-06-12 07:00:31,receive additional information,distorted label(UpLow),560872
10186644,decision adte prior to decision,2014-06-20 07:00:06,decision date prior to decision,distorted label(Interchange),2670601
10292508,start WABLprocedure,2014-05-12 07:00:12,start WABOprocedure,distorted label(Proximity),560872
10294414,send confrimation receipt,2014-05-12 07:00:24,send confirmation receipt,distorted label(Interchange),560872
10295206,register submission date request,2014-05-07 07:01:02,register submission date request,distorted label(Interchange),9264148
10295206,creating cover lette rdecision,2014-05-15 07:00:56,creating cover letter decision,distorted label(Interchange),560872
10295206,Enter senddate decision environmental permit,2014-05-15 07:01:00,enter senddate decision environmental permit,distorted label(UpLow),560872
10295206,Phase application receptive,2014-05-15 07:01:04,phase application received,distorted label(UpLow),560872
10295206,phase decision irrevocanle,2014-07-31 07:00:06,phase decision irrevocable,distorted label(Proximity),560872
10432793,enter receipt of additonal data,2014-08-11 07:00:08,enter receipt of additional data,distorted label(Skip),2670601
10434329,Enter senddate procedure term extension,2014-08-18 07:00:06,enter senddate decision procedure term extension,distorted label(UpLow),2670601
10434329,Create draft environtmental permit,2014-11-18 08:00:16,Create draft environtmental permit,distorted label(UpLow),11744364
10434329,set decisiog status,2014-11-18 08:00:24,set decision status,distorted label(Proximity),11744364
10547191,generating decision egvironmental permit,2014-06-23 07:00:51,enter senddate decision environmental permit,distorted label(Proximity),9264148
10547191,grounds for refusaGl,2014-06-23 07:00:52,grounds for refusal,distorted label(Insert),9264148
10547191,suspension groundapplicable,2014-06-23 07:01:02,suspension ground applicable,distorted label(Skip),9264148
10547191,ente senddate decision environmental permit,2014-06-30 07:00:50,enter senddate decision environmental permit,distorted label(Skip),560872
10547191,Enter senddate decision,2014-08-21 07:00:11,enter senddate decision,distorted label(UpLow),560872
10549639,set decision phase decision permifting decided,2014-07-22 07:00:43,phase decision sent,distorted label(Proximity),560890
10563369,create subcases completfness,2014-06-06 07:00:06,treat subcases content,distorted label(Proximity),560872
10564529,oLO messaging active,2014-06-06 07:00:16,OLO messaging active,distorted label(UpLow),560872
10564529,read field phased applicatino,2014-06-06 07:00:25,read field phased application,distorted label(Interchange),560872
10564529,send confirmation erceipt,2014-06-06 07:00:28,send confirmation receipt,distorted label(Interchange),560872
10564529,Submit draft decision,2014-10-28 08:00:13,submit decision,distorted label(UpLow),11744364
10564529,Enrich draft decision,2014-10-29 08:00:20,enrich draft decision,distorted label(UpLow),560912
10658878,receive additaional information,2014-08-11 07:00:49,receive additional information,distorted label(Insert),560872
10658878,phase advice khown,2014-08-15 07:00:12,phase advice known,distorted label(Proximity),2670601
10658878,transcript decision environmental perimt to stakeholders,2014-08-19 07:00:06,transcript decision environmental permit to stakeholders,distorted label(Interchange),560890
10680228,register submission date equest,2014-06-20 07:00:30,register submission date request,distorted label(Skip),560872
10680228,create procedure onfirmation,2014-06-26 07:00:24,enter senddate procedure confirmation,distorted label(Skip),560872
10680228,read field pnased application,2014-06-26 07:00:31,read field phased application,distorted label(Proximity),560872
10786320,ask stakeholdersv iews,2014-07-21 07:00:33,ask stakeholders views,distorted label(Interchange),560872
10786320,set decision phase devision permitting decided,2014-07-22 07:01:21,phase decision sent,distorted label(Proximity),560872
10786320,phase case handed,2014-09-22 07:00:11,phase case handled,distorted label(Skip),560872
10853127,Send confirmation receipt,2014-07-23 07:00:58,send confirmation receipt,distorted label(UpLow),2670601
10853127,decision date prior to deciion,2014-08-01 07:00:17,decision date prior to decision,distorted label(Skip),2670601
10880883,OLO messaging actlive,2014-07-15 07:00:25,OLO messaging active,distorted label(Insert),560912
10880883,enter senddate decision permanent uspension,2014-08-01 07:00:37,enter senddate decision,distorted label(Skip),2670601
10880883,start decision phase pemranent suspension sent,2014-08-01 07:00:45,keep permanently suspended,distorted label(Interchange),2670601
10885734,create lettr requesting missing data,2014-08-04 07:00:22,create letter requesting missing data,distorted label(Skip),2670601
10885734,puase advice known,2014-09-26 07:00:11,phase advice known,distorted label(Proximity),2670601
10885734,set decision sattus,2014-09-26 07:00:18,set decision status,distorted label(Interchange),2670601
10885734,refister objection and appeal periods,2014-09-30 07:00:11,register objection and appeal periods,distorted label(Proximity),560912
10909487,register subnission date request,2014-07-09 07:00:41,register submission date request,distorted label(Proximity),560872
10909487,enter gsenddate procedure term extension,2014-09-01 07:00:05,enter senddate decision procedure term extension,distorted label(Insert),2670601
10909487,transcript decision environmental permLit to stakeholders,2014-09-02 07:00:40,transcript decision environmental permit to stakeholders,distorted label(Insert),560890
10948750,decision date prior to dfcision,2014-10-24 07:00:12,decision date prior to decision,distorted label(Proximity),560890
10949790,phase pplication receptive,2014-08-08 07:00:15,phase application received,distorted label(Skip),2670601
10949790,send lstter in progress,2014-08-08 07:00:19,send letter in progress,distorted label(Proximity),2670601
10949790,submit edcision,2014-08-08 07:00:21,submit edcision,distorted label(Interchange),2670601
10949790,transcript decision evironmental permit to stakeholders,2014-08-18 07:00:38,transcript decision environmental permit to stakeholders,distorted label(Skip),560890
10958968,Submit decision,2014-09-23 07:00:38,submit decision,distorted label(UpLow),560912
10997930,suspensio ground applicable,2014-09-25 07:00:25,suspension ground applicable,distorted label(Skip),560912
11031897,enter senxdate decision environmental permit,2014-09-25 07:00:35,enter senddate decision environmental permit,distorted label(Proximity),560872
11031897,phyase application receptive,2014-09-25 07:00:39,phase application received,distorted label(Insert),560872
11031897,Transcript decision environmental permit to stakeholders,2014-09-25 07:00:50,transcript decision environmental permit to stakeholders,distorted label(UpLow),560872
11031897,Start decision phase decision permitting sent,2014-09-29 07:00:46,phase decision sent,distorted label(UpLow),560872
11092833,article 34  WAOB applies,2014-09-08 07:01:02,article 34  WABO applies,distorted label(Interchange),560872
11092833,phase decision feady,2014-09-08 07:01:16,phase decision sent,distorted label(Proximity),560872
11092833,Phase decision irrevocable,2014-11-06 08:00:25,phase decision irrevocable,distorted label(UpLow),560872
11217514,register submission daIte request,2014-09-01 07:00:11,register submission date request,distorted label(Insert),560912
11217514,grounds for refsal,2014-11-03 08:00:23,grounds for refusal,distorted label(Skip),11744364
