Case,Activity,Timestamp,Resource,Event,label,original_activity,isdistorted,BaseActivity,ProcessedActivity,canonical_activity,is_distorted,Activity_fixed
7071988,procedure hange,2013-08-05 07:00:21,3273854,40564,distorted label(Skip),procedure hange,0,procedure hang,procedure hang,procedure chang,1,procedure chang
7071988,phase decision aken,2013-08-06 07:00:18,560890,40597,distorted label(Skip),phase decision aken,0,phase decision aken,phase decision aken,phase decision sen,1,phase decision sen
7077803,Receive additional information,2013-06-14 07:00:05,3273854,40724,distorted label(UpLow),Receive additional information,0,Receive additional information,receive additional information,receive additional information,1,receive additional information
7077803,Decision date prior to decision,2013-06-25 07:00:10,3273854,40740,distorted label(UpLow),Decision date prior to decision,0,Decision date prior to decision,decision date prior to decision,decision date prior to decision,1,decision date prior to decision
7077803,pgase decision sent,2013-06-25 07:00:16,560890,40757,distorted label(Proximity),pgase decision sent,0,pgase decision sen,pgase decision sen,phase decision sen,1,phase decision sen
7163104,assessment of content coYmpleted,2013-05-23 07:01:00,3273854,41376,distorted label(Insert),assessment of content coYmpleted,0,assessment of content coYmpl,assessment of content coympl,assessment of content compl,1,assessment of content compl
7163104,bu law,2013-05-23 07:01:01,3273854,41368,distorted label(Proximity),bu law,0,bu law,bu law,bu law,0,bu law
7166516,creahe publication document,2013-05-23 07:01:24,3273854,41476,distorted label(Proximity),creahe publication document,0,creahe publication documen,creahe publication documen,create publication documen,1,create publication documen
7166516,phase decision readu,2013-05-24 07:00:55,560890,41500,distorted label(Proximity),phase decision readu,0,phase decision readu,phase decision readu,phase decision sen,1,phase decision sen
7209451,retrieve missing daat,2013-05-21 07:01:38,3273854,41664,distorted label(Interchange),retrieve missing daat,0,retrieve missing daa,retrieve missing daa,retrieve missing data,1,retrieve missing data
7209451,start decision sphase extension granted,2013-07-05 07:00:03,3273854,41668,distorted label(Insert),start decision sphase extension granted,0,start decision sphase extension gran,start decision sphase extension gran,start decision phase extension gran,1,start decision phase extension gran
7258136,phase application receivevd,2013-04-22 20:02:00,560872,41695,distorted label(Insert),phase application receivevd,0,phase application receivev,phase application receivev,phase application receiv,1,phase application receiv
7258136,enter senddate decision envirogmental permit,2013-08-26 07:00:50,560950,41715,distorted label(Proximity),enter senddate decision envirogmental permit,0,enter senddate decision envirogmental perm,enter senddate decision envirogmental perm,enter senddate decision environmental perm,1,enter senddate decision environmental perm
7258136,Decision date prior to decision,2013-11-07 08:00:17,560950,41731,distorted label(UpLow),Decision date prior to decision,0,Decision date prior to decision,decision date prior to decision,decision date prior to decision,1,decision date prior to decision
7258136,send letter in pfogress,2013-11-07 08:00:41,560950,41723,distorted label(Proximity),send letter in pfogress,0,send letter in pfog,send letter in pfog,send letter in prog,1,send letter in prog
7358567,coordknation of application,2013-06-24 07:00:44,2670601,42006,distorted label(Proximity),coordknation of application,0,coordknation of application,coordknation of application,coordination of application,1,coordination of application
7358567,enter senddatr decision,2013-06-24 07:00:48,560890,42014,distorted label(Proximity),enter senddatr decision,0,enter senddatr decision,enter senddatr decision,phase decision sen,1,phase decision sen
7398246,create publicwtion document,2013-05-13 07:00:49,560872,42079,distorted label(Proximity),create publicwtion document,0,create publicwtion documen,create publicwtion documen,create publication documen,1,create publication documen
7398246,article 34  WABO spplies,2013-05-24 07:01:01,560872,42089,distorted label(Proximity),article 34  WABO spplies,0,article 34  WABO sppl,article 34 wabo sppl,article 34  WABO appl,1,article 34  WABO appl
7398246,create subcasew completeness,2013-05-24 07:01:07,560872,42084,distorted label(Proximity),create subcasew completeness,0,create subcasew completen,create subcasew completen,treat subcases conten,1,treat subcases conten
7398246,read publication date filed,2013-08-16 07:00:11,560462,42123,distorted label(Interchange),read publication date filed,0,read publication date fil,read publication date fil,read publication date fiel,1,read publication date fiel
7398246,stop lal running subcases 2b,2013-08-16 07:00:12,560462,42126,distorted label(Interchange),stop lal running subcases 2b,0,stop lal running subcases 2b,stop lal running subcases 2b,stop all running subcases 2b,1,stop all running subcases 2b
7436427,LLO messaging active,2013-05-16 07:00:31,560912,42420,distorted label(Proximity),LLO messaging active,0,LLO messaging activ,llo messaging activ,OLO messaging activ,1,OLO messaging activ
7436427,procedure cphange,2013-06-13 07:00:37,2670601,42433,distorted label(Insert),procedure cphange,0,procedure cphang,procedure cphang,procedure chang,1,procedure chang
7469823,forward ot the competent authority,2013-05-22 07:00:21,560912,42546,distorted label(Interchange),forward ot the competent authority,0,forward ot the competent authority,forward ot the competent authority,forward to the competent authority,1,forward to the competent authority
7469823,assessment of conent completed,2013-12-06 08:00:03,560872,42573,distorted label(Skip),assessment of conent completed,0,assessment of conent compl,assessment of conent compl,assessment of content compl,1,assessment of content compl
7469823,create proceure confirmation,2013-12-06 08:00:07,560872,42556,distorted label(Skip),create proceure confirmation,0,create proceure confirmation,create proceure confirmation,enter senddate procedure confirmation,1,enter senddate procedure confirmation
7469823,Enter date advice on treatment of environmental permit,2013-12-06 08:00:11,560872,42566,distorted label(UpLow),Enter date advice on treatment of environmental permit,0,Enter date advice on treatment of environmental perm,enter date advice on treatment of environmental perm,enter date advice on treatment of environmental perm,1,enter date advice on treatment of environmental perm
7469823,tread field phased application,2013-12-06 08:00:26,560872,42586,distorted label(Insert),tread field phased application,0,tread field phased application,tread field phased application,read field phased application,1,read field phased application
7469823,regular proceduer without MER,2013-12-06 08:00:27,560872,42550,distorted label(Interchange),regular proceduer without MER,0,regular proceduer without MER,regular proceduer without mer,regular procedure without MER,1,regular procedure without MER
7469823,rquest complete,2013-12-06 08:00:28,560872,42560,distorted label(Skip),rquest complete,0,rquest compl,rquest compl,request compl,1,request compl
7469823,set drcision status,2013-12-06 08:00:31,560872,42585,distorted label(Proximity),set drcision status,0,set drcision statu,set drcision statu,set decision statu,1,set decision statu
7469823,Decision date prior to decision,2014-06-02 07:00:05,560872,42596,distorted label(UpLow),Decision date prior to decision,0,Decision date prior to decision,decision date prior to decision,decision date prior to decision,1,decision date prior to decision
7469823,hpase decision taken,2014-06-02 07:00:13,560872,42605,distorted label(Interchange),hpase decision taken,0,hpase decision taken,hpase decision taken,phase decision sen,1,phase decision sen
7469823,reaAd publication date field,2014-08-04 07:00:07,560872,42627,distorted label(Insert),reaAd publication date field,0,reaAd publication date fiel,reaad publication date fiel,read publication date fiel,1,read publication date fiel
7491439,Generating decision environmental permit,2013-06-25 07:01:24,2670601,42890,distorted label(UpLow),Generating decision environmental permit,0,Generating decision environmental perm,generating decision environmental perm,enter senddate decision environmental perm,1,enter senddate decision environmental perm
7491439,Grounds for refusal,2013-06-25 07:01:25,2670601,42875,distorted label(UpLow),Grounds for refusal,0,Grounds for refusal,grounds for refusal,grounds for refusal,1,grounds for refusal
7603415,OLO messaglng active,2013-06-07 07:02:18,560872,43060,distorted label(Proximity),OLO messaglng active,0,OLO messaglng activ,olo messaglng activ,OLO messaging activ,1,OLO messaging activ
7603415,Enter senddate acknowledgement,2013-06-10 07:00:33,560872,43070,distorted label(UpLow),Enter senddate acknowledgement,0,Enter senddate acknowledgemen,enter senddate acknowledgemen,enter senddate acknowledgemen,1,enter senddate acknowledgemen
