Case,Activity,Timestamp,Resource,Event,label,Activity_fixed
2891205,phase advice known,2011-05-24 19:33:20,560890,9642,,phase advice known
2891205,creating environmental permit decision,2011-05-24 19:33:53,560890,9647,,creating environmental permit decision
2891205,enter date publication decision environmental permit,2011-06-01 07:00:01,560890,9652,,enter date publication decision environmental permit
2891719,register submission date request,2010-11-30 08:00:07,560925,9653,,register submission date request
2891719,enter senddate acknowledgement,2010-12-02 08:00:01,560925,9654,,enter senddate acknowledgement
2891719,registrer date of publishing received request,2010-12-15 08:00:04,560872,9658,,registrer date of publishing received request
2891719,enter senddate procedure confirmation,2010-12-21 08:00:03,560890,9664,,enter senddate procedure confirmation
2891719,register date environmental permit decision,2011-01-24 08:00:01,560890,9665,,register date environmental permit decision
2891719,request complete,2011-01-24 19:39:29,560890,9674,,request complete
2891719,phase advice known,2011-01-24 19:39:45,560890,9680,,phase advice known
2891719,enter senddate decision environmental permit,2011-01-28 08:00:01,560890,9691,,enter senddate decision environmental permit
2891719,enter date publication decision environmental permit,2011-02-02 08:00:01,560890,9692,,enter date publication decision environmental permit
2899336,register submission date request,2010-11-30 08:00:08,560872,9693,,register submission date request
2899336,enter senddate acknowledgement,2010-12-02 08:00:02,560872,9695,,enter senddate acknowledgement
2899336,enter senddate procedure confirmation,2010-12-02 08:00:03,560881,9694,,enter senddate procedure confirmation
2899336,enter senddate procedure confirmation,2010-12-06 08:00:18,560872,9701,,enter senddate procedure confirmation
2899336,enter senddate procedure confirmation,2010-12-06 08:00:19,560881,9702,,enter senddate procedure confirmation
2899336,registrer date of publishing received request,2010-12-15 08:00:05,560872,9705,,registrer date of publishing received request
2899336,enter senddate retrieve missing data,2010-12-23 08:00:04,560881,9706,,enter senddate retrieve missing data
2899336,request complete,2011-02-21 20:52:49,560881,9725,,request complete
2899336,phase advice known,2011-02-21 20:52:58,560881,9731,,phase advice known
2899336,enter senddate decision environmental permit,2011-02-23 08:00:02,560894,9740,,enter senddate decision environmental permit
2899336,register date environmental permit decision,2011-02-23 08:00:03,560894,9739,,register date environmental permit decision
2899336,enter date publication decision environmental permit,2011-03-02 08:00:01,560894,9745,,enter date publication decision environmental permit
2900428,register submission date request,2010-11-18 08:00:12,560872,9746,,register submission date request
2900428,enter senddate acknowledgement,2010-12-03 08:00:04,560872,9747,,enter senddate acknowledgement
2900428,send procedure confirmation,2011-07-08 19:10:45,2670601,9754,,send procedure confirmation
2901823,register submission date request,2010-11-30 08:00:09,560872,9755,,register submission date request
2901823,enter senddate acknowledgement,2010-12-03 08:00:05,560872,9756,,enter senddate acknowledgement
2902319,register submission date request,2010-11-29 08:00:03,560872,9761,,register submission date request
2902319,enter senddate acknowledgement,2010-12-03 08:00:06,560872,9762,,enter senddate acknowledgement
2902319,enter senddate procedure confirmation,2010-12-06 08:00:20,560872,9767,,enter senddate procedure confirmation
2902319,enter senddate procedure confirmation,2010-12-06 08:00:21,560881,9768,,enter senddate procedure confirmation
2902319,enter senddate procedure confirmation,2010-12-06 08:00:22,560881,9769,,enter senddate procedure confirmation
2902319,registrer date of publishing received request,2010-12-15 08:00:06,560872,9773,,registrer date of publishing received request
2902319,enter senddate retrieve missing data,2010-12-23 08:00:05,560881,9774,,enter senddate retrieve missing data
2902319,enter receipt of additional data,2011-01-24 08:00:02,560881,9785,,enter receipt of additional data
2902319,request complete,2011-02-08 18:07:21,560881,9793,,request complete
2902319,phase advice known,2011-02-08 18:07:35,560881,9799,,phase advice known
2902319,extend procedure term,2011-02-08 18:07:50,560881,9805,,extend procedure term
2902319,enter senddate decision environmental permit,2011-02-15 08:00:01,560890,9807,,enter senddate decision environmental permit
2902319,register date environmental permit decision,2011-02-15 08:00:02,560890,9808,,register date environmental permit decision
2902319,enter date publication decision environmental permit,2011-02-23 08:00:04,560890,9813,,enter date publication decision environmental permit
2902671,register submission date request,2010-11-26 08:00:03,560872,9814,,register submission date request
2902671,enter senddate acknowledgement,2010-12-03 08:00:07,560872,9815,,enter senddate acknowledgement
2902671,enter senddate procedure confirmation,2010-12-13 08:00:02,560912,9820,,enter senddate procedure confirmation
2902671,enter senddate procedure confirmation,2010-12-13 08:00:03,560881,9821,,enter senddate procedure confirmation
2902671,registrer date of publishing received request,2010-12-15 08:00:07,560912,9825,,registrer date of publishing received request
2902671,enter senddate retrieve missing data,2010-12-30 08:00:01,2670601,9827,,enter senddate retrieve missing data
2902671,request complete,2011-01-25 23:08:38,560881,9847,,request complete
2902671,phase advice known,2011-01-25 23:09:33,560881,9854,,phase advice known
2902671,creating environmental permit decision,2011-01-25 23:09:44,560881,9859,,creating environmental permit decision
2902671,register date environmental permit decision,2011-02-01 08:00:02,560890,9860,,register date environmental permit decision
2902671,enter senddate decision environmental permit,2011-02-02 08:00:02,560890,9865,,enter senddate decision environmental permit
2902671,enter date publication decision environmental permit,2011-02-09 08:00:01,560890,9866,,enter date publication decision environmental permit
2904023,register submission date request,2010-12-03 08:00:08,560925,9867,,register submission date request
2904023,enter senddate acknowledgement,2010-12-07 08:00:08,560912,9870,,enter senddate acknowledgement
2904023,enter senddate procedure confirmation,2010-12-13 08:00:04,560912,9871,,enter senddate procedure confirmation
2904023,enter senddate procedure confirmation,2010-12-13 08:00:05,560881,9872,,enter senddate procedure confirmation
2904023,registrer date of publishing received request,2010-12-15 08:00:08,560912,9878,,registrer date of publishing received request
2904023,request complete,2011-01-18 17:52:24,560881,9885,,request complete
2904023,register date environmental permit decision,2011-01-24 08:00:03,560890,9893,,register date environmental permit decision
2904023,creating environmental permit decision,2011-01-26 00:47:04,560890,9900,,creating environmental permit decision
2904023,enter senddate decision environmental permit,2011-01-28 08:00:02,560890,9905,,enter senddate decision environmental permit
2904023,enter date publication decision environmental permit,2011-02-02 08:00:03,560890,9906,,enter date publication decision environmental permit
2911919,enter senddate acknowledgement,2010-12-07 08:00:09,560912,9908,,enter senddate acknowledgement
2917203,register submission date request,2010-12-08 08:00:07,560925,9914,,register submission date request
2917203,enter senddate acknowledgement,2010-12-09 08:00:01,560925,9915,,enter senddate acknowledgement
2917203,enter senddate procedure confirmation,2010-12-13 08:00:06,560925,9919,,enter senddate procedure confirmation
2917203,enter senddate procedure confirmation,2010-12-14 08:00:01,560890,9924,,enter senddate procedure confirmation
2917203,registrer date of publishing received request,2010-12-15 08:00:09,560925,9925,,registrer date of publishing received request
2917203,enter date decision procedure term extension,2010-12-22 08:00:01,560890,9926,,enter date decision procedure term extension
2917203,enter senddate decision procedure term extension,2010-12-22 08:00:02,560890,9927,,enter senddate decision procedure term extension
2917203,extend procedure term,2011-01-25 20:20:28,560890,9931,,extend procedure term
2917203,request complete,2011-01-25 20:21:55,560890,9940,,request complete
2917203,terminate on request,2011-03-16 01:19:48,560890,9955,,terminate on request
2917203,enter senddate decision environmental permit,2011-03-16 08:00:03,560890,9961,,enter senddate decision environmental permit
2917783,register submission date request,2010-12-08 08:00:08,560872,9963,,register submission date request
2917783,enter senddate acknowledgement,2010-12-09 08:00:02,560872,9964,,enter senddate acknowledgement
2917783,enter senddate procedure confirmation,2011-01-31 08:00:01,560881,9970,,enter senddate procedure confirmation
2917783,enter date termination request received,2011-05-25 07:00:02,560912,9984,,enter date termination request received
2917783,register date decision terminate on request,2011-05-31 07:00:01,560912,9985,,register date decision terminate on request
2917783,stop process after terminate on request,2011-05-31 18:42:13,560912,9991,,stop process after terminate on request
2928203,register submission date request,2010-12-08 08:00:09,560872,9992,,register submission date request
2928203,enter senddate acknowledgement,2010-12-13 08:00:07,560872,9993,,enter senddate acknowledgement
