Case,Timestamp,Resource,Activity,Activity_fixed,ishomonymous,label
32,2023-10-02 06:52:06,Clerk-000001,Check for completeness,Check for completeness,0,
32,2023-10-02 06:52:06,,New online application received,New online application received,0,
32,2023-10-02 07:03:28,Clerk-000005,Perform checks,Perform checks,0,
32,2023-10-02 07:04:09,Manager-000002,Make decision,Make decision,0,
32,2023-10-02 07:18:17,Manager-000005,Notify accept,Notify accept,0,
32,2023-10-02 07:57:29,Manager-000004,Deliver card,Deliver card,0,
32,2023-10-02 08:10:54,,EVENT 13 END,EVENT 13 END,0,
33,2023-10-02 07:48:55,Clerk-000004,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
33,2023-10-02 07:48:55,,New online application received,New online application received,0,
33,2023-10-02 08:01:31,Clerk-000006,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
33,2023-10-02 08:06:22,Manager-000002,Make decision,Make decision,0,
33,2023-10-02 08:17:10,Manager-000006,Notify accept,Notify accept,0,
33,2023-10-02 08:19:25,Manager-000001,Deliver card,Deliver card,0,
33,2023-10-02 08:19:37,,EVENT 13 END,EVENT 13 END,0,
34,2023-10-02 11:18:14,Clerk-000001,Check for completeness,Check for completeness,0,
34,2023-10-02 11:18:14,,New online application received,New online application received,0,
34,2023-10-02 11:18:27,Clerk-000005,Perform checks,Perform checks,0,
34,2023-10-02 11:41:33,Manager-000003,Make decision,Make decision,0,
34,2023-10-02 11:51:27,Manager-000005,Notify accept,Notify accept,0,
34,2023-10-02 11:52:37,Manager-000004,Deliver card,Deliver card,0,
34,2023-10-02 11:57:25,,EVENT 13 END,EVENT 13 END,0,
35,2023-10-02 12:27:24,Clerk-000002,Check for completeness,Check for completeness,0,
35,2023-10-02 12:27:24,,New online application received,New online application received,0,
35,2023-10-02 12:31:02,Clerk-000003,Perform checks,Perform checks,0,
35,2023-10-02 12:43:29,Manager-000002,Make decision,Make decision,0,
35,2023-10-02 12:48:13,Manager-000006,notify reject,notify reject,0,
35,2023-10-02 12:50:31,,time out,time out,0,
35,2023-10-02 12:50:41,,EVENT 13 END,EVENT 13 END,0,
36,2023-10-02 12:58:27,Clerk-000004,Check for completeness,Check for completeness,0,
36,2023-10-02 12:58:27,,New online application received,New online application received,0,
36,2023-10-02 13:07:43,Manager-000001,Request info,Request info,0,
36,2023-10-02 13:14:11,,info received,info received,0,
36,2023-10-02 13:14:21,Clerk-000006,Check for completeness,Check for completeness,0,
36,2023-10-02 13:19:25,Clerk-000001,Perform checks,Perform checks,0,
36,2023-10-02 13:23:39,Manager-000003,Make decision,Make decision,0,
36,2023-10-02 13:32:34,Manager-000005,notify reject,notify reject,0,
36,2023-10-02 13:38:06,,review request received,review request received,0,
36,2023-10-02 13:38:16,Clerk-000002,Check for completeness,Check for completeness,0,
36,2023-10-02 13:38:32,Manager-000004,Request info,Request info,0,
36,2023-10-02 13:46:49,,info received,info received,0,
36,2023-10-02 13:46:59,Clerk-000006,Check for completeness,Check for completeness,0,
36,2023-10-02 14:17:55,Manager-000005,Request info,Request info,0,
36,2023-10-02 14:20:11,,info received,info received,0,
36,2023-10-02 14:20:21,Clerk-000001,Check for completeness,Check for completeness,0,
36,2023-10-02 14:24:45,Clerk-000002,Perform checks,Perform checks,0,
36,2023-10-02 14:37:24,Manager-000002,Make decision,Make decision,0,
36,2023-10-02 14:39:44,Manager-000004,Notify accept,Notify accept,0,
36,2023-10-02 15:22:47,Manager-000003,Deliver card,Deliver card,0,
36,2023-10-02 15:31:43,,EVENT 13 END,EVENT 13 END,0,
37,2023-10-02 13:35:00,Clerk-000005,Check for completeness,Check for completeness,0,
37,2023-10-02 13:35:00,,New online application received,New online application received,0,
37,2023-10-02 13:39:43,Manager-000002,Request info,Request info,0,
37,2023-10-02 13:39:56,,info received,info received,0,
37,2023-10-02 13:40:06,Clerk-000003,Check for completeness,Check for completeness,0,
37,2023-10-02 13:43:29,Clerk-000004,Perform checks,Perform checks,0,
37,2023-10-02 13:50:11,Manager-000006,Make decision,Make decision,0,
37,2023-10-02 14:13:21,Manager-000001,Notify accept,Notify accept,0,
37,2023-10-02 14:17:07,Manager-000003,Deliver card,Deliver card,0,
37,2023-10-02 14:25:53,,EVENT 13 END,EVENT 13 END,0,
38,2023-10-02 14:52:34,Clerk-000005,Check for completeness,Check for completeness,0,
38,2023-10-02 14:52:34,,New online application received,New online application received,0,
38,2023-10-02 14:56:25,Clerk-000003,Perform checks,Perform checks,0,
38,2023-10-02 15:07:39,Manager-000006,Make decision,Make decision,0,
38,2023-10-02 15:11:47,Manager-000001,Notify accept,Notify accept,0,
38,2023-10-02 15:22:28,Manager-000005,Deliver card,Deliver card,0,
38,2023-10-02 15:28:07,,EVENT 13 END,EVENT 13 END,0,
39,2023-10-02 15:25:38,Clerk-000004,Check for completeness,Check for completeness,0,
39,2023-10-02 15:25:38,,New online application received,New online application received,0,
39,2023-10-02 15:29:04,Manager-000002,Request info,Request info,0,
39,2023-10-02 15:42:11,,info received,info received,0,
39,2023-10-02 15:42:21,Clerk-000006,Check for completeness,Check for completeness,0,
39,2023-10-02 15:48:55,Clerk-000001,Perform checks,Perform checks,0,
39,2023-10-02 15:55:27,Manager-000006,Make decision,Make decision,0,
39,2023-10-02 16:18:53,Manager-000001,Notify accept,Notify accept,0,
39,2023-10-02 16:30:31,Manager-000004,Deliver card,Deliver card,0,
39,2023-10-02 16:43:24,,EVENT 13 END,EVENT 13 END,0,
40,2023-10-02 16:19:34,Clerk-000002,Check for completeness,Check for completeness,0,
40,2023-10-02 16:19:34,,New online application received,New online application received,0,
40,2023-10-02 17:03:21,Clerk-000005,Perform checks,Perform checks,0,
40,2023-10-02 17:05:09,Manager-000005,Make decision,Make decision,0,
40,2023-10-02 17:21:50,Manager-000003,notify reject,notify reject,0,
40,2023-10-02 17:23:13,,time out,time out,0,
40,2023-10-02 17:23:23,,EVENT 13 END,EVENT 13 END,0,
41,2023-10-02 17:33:27,Clerk-000003,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
41,2023-10-02 17:33:27,,New online application received,New online application received,0,
41,2023-10-02 17:47:34,Manager-000002,Request info,Request info,0,
41,2023-10-02 17:47:49,,info received,info received,0,
41,2023-10-02 17:47:59,Clerk-000004,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
41,2023-10-02 17:49:49,Manager-000006,Request info,Request info,0,
41,2023-10-02 18:11:34,,info received,info received,0,
41,2023-10-02 18:11:44,Clerk-000006,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
41,2023-10-02 18:13:41,Clerk-000001,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
41,2023-10-02 18:15:28,Manager-000001,Make decision,Make decision,0,
41,2023-10-02 18:50:30,Manager-000004,Notify accept,Notify accept,0,
41,2023-10-02 18:54:08,Manager-000005,Deliver card,Deliver card,0,
41,2023-10-02 18:58:27,,EVENT 13 END,EVENT 13 END,0,
42,2023-10-02 18:47:53,Clerk-000002,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
42,2023-10-02 18:47:53,,New online application received,New online application received,0,
42,2023-10-02 19:00:41,Clerk-000005,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
42,2023-10-02 19:56:45,Manager-000006,Make decision,Make decision,0,
42,2023-10-02 19:57:11,Manager-000001,Notify accept,Notify accept,0,
42,2023-10-02 20:03:30,Manager-000004,Deliver card,Deliver card,0,
42,2023-10-02 20:06:12,,EVENT 13 END,EVENT 13 END,0,
43,2023-10-02 19:09:50,Clerk-000003,Check for completeness,Check for completeness,0,
43,2023-10-02 19:09:50,,New online application received,New online application received,0,
43,2023-10-02 19:31:51,Clerk-000004,Perform checks,Perform checks,0,
43,2023-10-02 19:38:31,Manager-000003,Make decision,Make decision,0,
43,2023-10-02 19:55:30,Manager-000002,notify reject,notify reject,0,
43,2023-10-02 20:17:24,,review request received,review request received,0,
43,2023-10-02 20:17:34,Clerk-000001,Check for completeness,Check for completeness,0,
43,2023-10-02 20:26:22,Manager-000005,Request info,Request info,0,
43,2023-10-02 20:34:58,,info received,info received,0,
43,2023-10-02 20:35:08,Clerk-000002,Check for completeness,Check for completeness,0,
43,2023-10-02 20:42:37,Clerk-000003,Perform checks,Perform checks,0,
43,2023-10-02 20:42:47,Manager-000001,Make decision,Make decision,0,
43,2023-10-02 20:55:45,Manager-000006,notify reject,notify reject,0,
43,2023-10-02 20:59:02,,time out,time out,0,
43,2023-10-02 20:59:12,,EVENT 13 END,EVENT 13 END,0,
44,2023-10-02 19:56:45,Clerk-000006,Check for completeness,Check for completeness,0,
44,2023-10-02 19:56:45,,New online application received,New online application received,0,
44,2023-10-02 20:33:25,Clerk-000004,Perform checks,Perform checks,0,
44,2023-10-02 20:46:27,Manager-000002,Make decision,Make decision,0,
44,2023-10-02 20:51:44,Manager-000003,Notify accept,Notify accept,0,
44,2023-10-02 21:08:58,Manager-000001,Deliver card,Deliver card,0,
44,2023-10-02 21:12:29,,EVENT 13 END,EVENT 13 END,0,
45,2023-10-02 20:18:12,Clerk-000002,Check for completeness,Check for completeness,0,
45,2023-10-02 20:18:12,,New online application received,New online application received,0,
45,2023-10-02 20:21:51,Clerk-000003,Perform checks,Perform checks,0,
45,2023-10-02 20:29:48,Manager-000003,Make decision,Make decision,0,
45,2023-10-02 20:31:41,Manager-000006,notify reject,notify reject,0,
45,2023-10-02 20:33:58,,review request received,review request received,0,
45,2023-10-02 20:34:08,Clerk-000005,Check for completeness,Check for completeness,0,
45,2023-10-02 20:43:33,Manager-000004,Request info,Request info,0,
45,2023-10-02 20:57:20,,info received,info received,0,
45,2023-10-02 20:57:30,Clerk-000002,Check for completeness,Check for completeness,0,
45,2023-10-02 21:24:13,Clerk-000005,Perform checks,Perform checks,0,
45,2023-10-02 21:27:57,Manager-000005,Make decision,Make decision,0,
45,2023-10-02 21:36:32,Manager-000003,Notify accept,Notify accept,0,
45,2023-10-02 21:44:50,Manager-000002,Deliver card,Deliver card,0,
45,2023-10-02 22:13:55,,EVENT 13 END,EVENT 13 END,0,
46,2023-10-02 20:36:30,Clerk-000001,Check for completeness,Check for completeness,0,
46,2023-10-02 20:36:30,,New online application received,New online application received,0,
46,2023-10-02 20:50:21,Clerk-000006,Perform checks,Perform checks,0,
46,2023-10-02 20:56:50,Manager-000005,Make decision,Make decision,0,
46,2023-10-02 21:04:00,Manager-000002,Notify accept,Notify accept,0,
46,2023-10-02 21:16:56,Manager-000004,Deliver card,Deliver card,0,
46,2023-10-02 21:31:35,,EVENT 13 END,EVENT 13 END,0,
47,2023-10-02 21:24:00,Clerk-000003,Check for completeness,Check for completeness,0,
47,2023-10-02 21:24:00,,New online application received,New online application received,0,
47,2023-10-02 21:25:04,Manager-000006,Request info,Request info,0,
47,2023-10-02 21:30:03,,info received,info received,0,
47,2023-10-02 21:30:13,Clerk-000004,Check for completeness,Check for completeness,0,
47,2023-10-02 21:38:14,Manager-000001,Request info,Request info,0,
47,2023-10-02 21:40:59,,info received,info received,0,
47,2023-10-02 21:41:09,Clerk-000001,Check for completeness,Check for completeness,0,
47,2023-10-02 21:41:51,Clerk-000006,Perform checks,Perform checks,0,
47,2023-10-02 21:49:00,Manager-000006,Make decision,Make decision,0,
47,2023-10-02 21:58:57,Manager-000004,notify reject,notify reject,0,
47,2023-10-02 22:00:27,,review request received,review request received,0,
47,2023-10-02 22:00:37,Clerk-000002,Check for completeness,Check for completeness,0,
47,2023-10-02 22:01:54,Clerk-000003,Perform checks,Perform checks,0,
47,2023-10-02 22:05:31,Manager-000005,Make decision,Make decision,0,
47,2023-10-02 22:16:59,Manager-000001,notify reject,notify reject,0,
47,2023-10-02 22:25:09,,time out,time out,0,
47,2023-10-02 22:25:19,,EVENT 13 END,EVENT 13 END,0,
48,2023-10-02 22:12:43,Clerk-000005,Check for completeness,Check for completeness,0,
48,2023-10-02 22:12:43,,New online application received,New online application received,0,
48,2023-10-02 22:28:02,Manager-000003,Request info,Request info,0,
48,2023-10-02 22:48:35,,info received,info received,0,
48,2023-10-02 22:48:45,Clerk-000001,Check for completeness,Check for completeness,0,
48,2023-10-02 22:56:18,Manager-000006,Request info,Request info,0,
48,2023-10-02 23:21:20,,info received,info received,0,
48,2023-10-02 23:21:30,Clerk-000005,Check for completeness,Check for completeness,0,
48,2023-10-02 23:45:49,Manager-000002,Request info,Request info,0,
48,2023-10-02 23:57:31,,info received,info received,0,
48,2023-10-02 23:57:41,Clerk-000006,Check for completeness,Check for completeness,0,
48,2023-10-03 00:01:13,Manager-000003,Request info,Request info,0,
48,2023-10-03 00:17:06,,info received,info received,0,
48,2023-10-03 00:17:16,Clerk-000002,Check for completeness,Check for completeness,0,
48,2023-10-03 00:20:13,Manager-000002,Request info,Request info,0,
48,2023-10-03 00:24:27,,info received,info received,0,
48,2023-10-03 00:24:37,Clerk-000005,Check for completeness,Check for completeness,0,
48,2023-10-03 00:28:59,Manager-000006,Request info,Request info,0,
48,2023-10-03 00:32:11,,info received,info received,0,
48,2023-10-03 00:32:21,Clerk-000004,Check for completeness,Check for completeness,0,
48,2023-10-03 00:39:07,Clerk-000001,Perform checks,Perform checks,0,
48,2023-10-03 00:59:40,Manager-000004,Make decision,Make decision,0,
48,2023-10-03 01:10:49,Manager-000003,notify reject,notify reject,0,
48,2023-10-03 01:42:58,,time out,time out,0,
48,2023-10-03 01:43:08,,EVENT 13 END,EVENT 13 END,0,
49,2023-10-02 22:39:55,Clerk-000004,Check for completeness,Check for completeness,0,
49,2023-10-02 22:39:55,,New online application received,New online application received,0,
49,2023-10-02 23:20:25,Manager-000002,Request info,Request info,0,
49,2023-10-02 23:23:54,,info received,info received,0,
49,2023-10-02 23:24:04,Clerk-000001,Check for completeness,Check for completeness,0,
49,2023-10-02 23:28:06,Manager-000001,Request info,Request info,0,
49,2023-10-02 23:37:13,,info received,info received,0,
49,2023-10-02 23:37:23,Clerk-000002,Check for completeness,Check for completeness,0,
49,2023-10-03 00:02:08,Clerk-000005,Perform checks,Perform checks,0,
49,2023-10-03 00:02:10,Manager-000001,Make decision,Make decision,0,
49,2023-10-03 00:27:48,Manager-000005,notify reject,notify reject,0,
49,2023-10-03 00:41:24,,time out,time out,0,
49,2023-10-03 00:41:34,,EVENT 13 END,EVENT 13 END,0,
50,2023-10-02 22:55:08,Clerk-000006,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
50,2023-10-02 22:55:08,,New online application received,New online application received,0,
50,2023-10-02 22:57:49,Manager-000004,Request info,Request info,0,
50,2023-10-02 23:08:59,,info received,info received,0,
50,2023-10-02 23:09:09,Clerk-000002,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
50,2023-10-02 23:16:04,Clerk-000003,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
50,2023-10-02 23:22:15,Manager-000005,Make decision,Make decision,0,
50,2023-10-02 23:28:14,Manager-000003,Notify accept,Notify accept,0,
50,2023-10-02 23:31:07,Manager-000004,Deliver card,Deliver card,0,
50,2023-10-02 23:48:02,,EVENT 13 END,EVENT 13 END,0,
51,2023-10-02 23:25:21,Clerk-000006,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
51,2023-10-02 23:25:21,,New online application received,New online application received,0,
51,2023-10-02 23:40:21,Manager-000006,Request info,Request info,0,
51,2023-10-02 23:41:12,,info received,info received,0,
51,2023-10-02 23:41:22,Clerk-000003,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
51,2023-10-03 00:39:17,Manager-000002,Request info,Request info,0,
51,2023-10-03 00:46:26,,info received,info received,0,
51,2023-10-03 00:46:36,Clerk-000002,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
51,2023-10-03 00:50:24,Clerk-000006,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
51,2023-10-03 01:14:15,Manager-000001,Make decision,Make decision,0,
51,2023-10-03 01:25:02,Manager-000005,notify reject,notify reject,0,
51,2023-10-03 01:26:55,,time out,time out,0,
51,2023-10-03 01:27:05,,EVENT 13 END,EVENT 13 END,0,
52,2023-10-02 23:41:02,Clerk-000004,Check:homonymous,Check,1,homonymous Label(Activity:'Check for completeness')
52,2023-10-02 23:41:02,,New online application received,New online application received,0,
52,2023-10-02 23:47:20,Clerk-000001,Check:homonymous,Check,1,homonymous Label(Activity:'Perform checks')
52,2023-10-02 23:56:30,Manager-000005,Make decision,Make decision,0,
