Case,Timestamp,Resource,Activity,Activity_fixed,label
2206,2024-08-09 01:30:00,,staMrt,staMrt,distorted label(Insert)
2218,2024-08-09 20:30:00,,starlt,starlt,distorted label(Insert)
2222,2024-08-09 21:30:04,Waiter-000001,review order,Review order,distorted label(UpLow)
2222,2024-08-20 20:37:11,Waiter-000004,deliver to customer,Deliver to customer,distorted label(UpLow)
2222,2024-08-20 20:40:15,,EVNT 8 END,EVENT 8 END,distorted label(Skip)
2224,2024-08-09 22:01:24,Waiter-000005,Reveiw order,Review order,distorted label(Interchange)
2224,2024-08-20 20:44:05,Cook helper-000003,Brng food,Brng food,distorted label(Skip)
2227,2024-08-09 22:59:20,Barman-000002,Bring drknks,Bring drinks,distorted label(Proximity)
223,2024-05-15 18:03:44,Waiter-000001,Revoiew drinks,Review drinks,distorted label(Insert)
2245,2024-08-12 19:16:44,Waiter-000002,Review orde,Review order,distorted label(Skip)
2245,2024-08-21 18:30:56,Waiter-000002,Deliver o customer,Deliver to customer,distorted label(Skip)
2247,2024-08-12 19:59:46,Barman-000002,Brin gdrinks,Brin gdrinks,distorted label(Interchange)
2254,2024-08-12 21:37:58,Barman-000002,Bring drnks,Bring drinks,distorted label(Skip)
2254,2024-08-12 21:41:33,Waiter-000003,Revwiew drinks,Review drinks,distorted label(Insert)
2260,2024-08-21 22:25:16,,eVENT 8 END,EVENT 8 END,distorted label(UpLow)
2262,2024-08-12 23:49:37,Barman-000003,Bring rdinks,Bring drinks,distorted label(Interchange)
2266,2024-08-13 00:39:05,Waiter-000002,ReviOew drinks,Review drinks,distorted label(Insert)
2266,2024-08-22 00:45:55,,EVEN 8 END,EVEN 8 END,distorted label(Skip)
2272,2024-08-13 02:00:00,,satrt,satrt,distorted label(Interchange)
2272,2024-08-22 18:43:19,Waiter-000004,Deliverw to customer,Deliver to customer,distorted label(Insert)
2286,2024-08-22 23:07:11,,eVENT 8 END,EVENT 8 END,distorted label(UpLow)
2288,2024-08-13 22:00:00,,statr,statr,distorted label(Interchange)
2293,2024-08-19 20:07:36,Cook-000002,prepare main course,Prepare main course,distorted label(UpLow)
2293,2024-08-23 00:38:33,Cook-000002,signal food complete,Signal food complete,distorted label(UpLow)
2295,2024-08-13 23:47:43,Waiter-000005,eview order,Review order,distorted label(Skip)
230,2024-05-15 19:38:46,Cook helper-000003,Prepaqre starter,Prepare starter,distorted label(Insert)
2308,2024-08-23 22:09:28,Cook helper-000002,Brin food,Brin food,distorted label(Skip)
2309,2024-08-20 00:04:24,Cook-000001,SignSal food complete,Signal food complete,distorted label(Insert)
2329,2024-08-26 18:19:47,Cook helper-000001,Brig food,Brig food,distorted label(Skip)
2330,2024-08-26 18:40:30,Cook helper-000001,Brinr food,Brinr food,distorted label(Proximity)
2339,2024-08-26 20:54:34,Waiter-000002,Deliver to cusyomer,Deliver to customer,distorted label(Proximity)
234,2024-05-15 20:50:36,Waiter-000001,Reviw drinks,Review drinks,distorted label(Skip)
2342,2024-08-15 19:35:52,Barman-000001,Bring erinks,Bring erinks,distorted label(Proximity)
2342,2024-08-15 19:37:59,Waiter-000004,Revidw drinks,Review drinks,distorted label(Proximity)
2342,2024-08-20 23:49:33,Cook-000002,prepare main course,Prepare main course,distorted label(UpLow)
2344,2024-08-21 00:12:58,Cook-000002,Prepare amin course,Prepare main course,distorted label(Interchange)
235,2024-05-16 18:00:42,Waiter-000003,Delpiver to customer,Deliver to customer,distorted label(Insert)
2362,2024-08-16 00:41:02,Barman-000001,Bring rinks,Bring drinks,distorted label(Skip)
2363,2024-08-16 00:52:19,Barman-000002,pSrepare drinks,prepare drinks,distorted label(Insert)
2376,2024-08-16 20:00:00,,sthart,sthart,distorted label(Insert)
2376,2024-08-16 20:00:07,Waiter-000002,Rveiew order,Review order,distorted label(Interchange)
2393,2024-08-17 00:15:00,Waiter-000002,Take orde,Take order,distorted label(Skip)
240,2024-05-16 18:21:56,Waiter-000002,Deliver to cusgomer,Deliver to customer,distorted label(Proximity)
240,2024-05-16 18:22:00,,EVENT 8 EN,EVENT 8 END,distorted label(Skip)
2403,2024-08-19 18:45:00,Waiter-000004,Tzake order,Take order,distorted label(Insert)
2407,2024-08-28 21:52:21,Cook helper-000001,Brin gfood,Brin gfood,distorted label(Interchange)
241,2024-05-16 18:14:06,Cook-000001,signal food complete,Signal food complete,distorted label(UpLow)
2413,2024-08-29 00:26:08,Cook-000003,Signal good complete,Signal food complete,distorted label(Proximity)
2421,2024-08-19 23:15:00,,starf,start,distorted label(Proximity)
2426,2024-08-20 01:14:06,Barman-000001,Brjng drinks,Bring drinks,distorted label(Proximity)
2435,2024-08-20 18:48:12,Cook helper-000001,prepare starter,Prepare starter,distorted label(UpLow)
2435,2024-08-23 22:56:43,Cook-000001,Prepare main cOourse,Prepare main course,distorted label(Insert)
2435,2024-08-29 23:23:54,Cook helper-000003,BIring food,Bring food,distorted label(Insert)
2437,2024-08-30 00:11:58,,eVENT 8 END,EVENT 8 END,distorted label(UpLow)
2439,2024-08-24 00:00:18,Cook-000002,signal food complete,Signal food complete,distorted label(UpLow)
2445,2024-08-20 21:16:22,Barman-000002,prepared rinks,prepare drinks,distorted label(Interchange)
2448,2024-08-30 19:34:02,Cook-000003,signal food complete,Signal food complete,distorted label(UpLow)
2452,2024-08-30 20:34:15,Cook-000002,iSgnal food complete,Signal food complete,distorted label(Interchange)
2463,2024-08-21 01:46:27,Barman-000003,prepare drihks,prepare drinks,distorted label(Proximity)
2469,2024-08-21 19:43:01,Waiter-000002,Review drinus,Review drinks,distorted label(Proximity)
2469,2024-08-21 19:44:03,Barman-000002,Bring drink,Bring drinks,distorted label(Skip)
247,2024-05-15 23:45:00,Waiter-000004,Takeo rder,Takeo rder,distorted label(Interchange)
247,2024-05-15 23:46:02,Barman-000002,Prepare drinks,prepare drinks,distorted label(UpLow)
247,2024-05-16 19:05:08,Cook helper-000001,Brinpg food,Brinpg food,distorted label(Insert)
2470,2024-09-02 19:12:35,,EVENT 8 EGD,EVENT 8 END,distorted label(Proximity)
2471,2024-08-27 18:18:45,Cook-000002,prepare main course,Prepare main course,distorted label(UpLow)
2474,2024-08-21 20:31:01,Barman-000003,pIrepare drinks,prepare drinks,distorted label(Insert)
2478,2024-09-02 21:32:02,,eVENT 8 END,EVENT 8 END,distorted label(UpLow)
2483,2024-08-21 23:02:54,Waiter-000002,Review kdrinks,Review drinks,distorted label(Insert)
2483,2024-09-02 22:23:03,Cook helper-000003,Bring food,Bring food,distorted label(Interchange)
2487,2024-08-21 23:45:14,Waiter-000002,Review ogder,Review order,distorted label(Proximity)
2487,2024-09-03 00:59:19,Cook-000003,Signal food compHlete,Signal food complete,distorted label(Insert)
249,2024-05-16 00:15:00,Waiter-000005,Takd order,Takd order,distorted label(Proximity)
2492,2024-08-27 23:01:35,Cook-000001,prepare main course,Prepare main course,distorted label(UpLow)
2500,2024-08-22 19:00:00,Waiter-000002,take order,Take order,distorted label(UpLow)
2501,2024-08-22 19:24:48,Waiter-000004,review drinks,Review drinks,distorted label(UpLow)
2505,2024-08-22 21:13:09,Barman-000001,prepae drinks,prepare drinks,distorted label(Skip)
2511,2024-08-22 21:58:16,Barman-000003,Bringz drinks,Bring drinks,distorted label(Insert)
2517,2024-08-22 23:15:00,Waiter-000002,take order,Take order,distorted label(UpLow)
2518,2024-08-22 23:31:32,Cook helper-000003,prepare starter,Prepare starter,distorted label(UpLow)
2518,2024-08-23 00:07:53,Waiter-000001,review drinks,Review drinks,distorted label(UpLow)
2521,2024-08-23 00:15:00,,sbtart,sbtart,distorted label(Insert)
2521,2024-08-28 21:18:14,Cook-000001,signal food complete,Signal food complete,distorted label(UpLow)
2522,2024-08-23 00:30:00,,satrt,satrt,distorted label(Interchange)
2537,2024-08-23 20:24:03,Barman-000002,Bringdrinks,Bringdrinks,distorted label(Skip)
255,2024-05-16 19:08:07,Waiter-000003,De/iver to customer,Deliver to customer,distorted label(Proximity)
2555,2024-08-24 00:47:02,Waiter-000005,Reviebw order,Review order,distorted label(Insert)
2577,2024-08-26 22:15:53,Barman-000001,prepre drinks,prepare drinks,distorted label(Skip)
2577,2024-09-05 22:23:34,Cook helper-000001,Brinkg food,Brinkg food,distorted label(Insert)
2577,2024-09-05 22:35:02,,EVENT  END,EVENT 8 END,distorted label(Skip)
2588,2024-08-27 01:00:00,Waiter-000004,Take oreer,Take orer,distorted label(Proximity)
2593,2024-08-27 18:15:11,Waiter-000005,RReview order,Review order,distorted label(Insert)
2598,2024-08-27 19:34:58,Waiter-000005,ReviewU order,Review order,distorted label(Insert)
2604,2024-08-27 21:20:54,Waiter-000001,Review drainks,Review drinks,distorted label(Insert)
2606,2024-09-06 21:43:19,,eVENT 8 END,EVENT 8 END,distorted label(UpLow)
2608,2024-08-27 22:00:00,Waiter-000003,Tame order,Tame order,distorted label(Proximity)
2611,2024-09-03 01:03:24,Cook-000003,Prepare main cours,Prepare main course,distorted label(Skip)
2617,2024-09-03 18:26:53,Cook-000002,Prepre main course,Prepare main course,distorted label(Skip)
2618,2024-08-28 00:34:13,Cook helper-000002,prepare starter,Prepare starter,distorted label(UpLow)
262,2024-05-16 19:51:04,Waiter-000003,Reveiw drinks,Review drinks,distorted label(Interchange)
2627,2024-08-28 18:54:20,Barman-000001,Bringd rinks,Bringd rinks,distorted label(Interchange)
263,2024-05-16 22:41:08,,EVEN 8 END,EVEN 8 END,distorted label(Skip)
2632,2024-09-04 00:15:59,Cook-000002,Prepare main cource,Prepare main course,distorted label(Proximity)
2632,2024-09-09 22:01:46,Cook-000002,Signal food compldte,Signal food complete,distorted label(Proximity)
2642,2024-08-28 22:30:00,,Start,start,distorted label(UpLow)
2642,2024-09-10 01:22:08,Waiter-000005,Deliver to xustomer,Deliver to customer,distorted label(Proximity)
2644,2024-08-28 23:15:29,Waiter-000001,Review drinhks,Review drinks,distorted label(Insert)
2644,2024-08-28 23:25:23,Waiter-000005,Review dginks,Review drinks,distorted label(Proximity)
2649,2024-08-29 00:51:45,Barman-000001,Prepare drinks,prepare drinks,distorted label(UpLow)
2651,2024-08-29 00:45:46,Waiter-000002,Revie worder,Review order,distorted label(Interchange)
2651,2024-08-29 00:46:16,Cook helper-000001,Prepare stadter,Prepare starter,distorted label(Proximity)
2666,2024-08-29 20:32:04,Barman-000001,prepare drianks,prepare drinks,distorted label(Insert)
2666,2024-08-29 21:01:21,Barman-000001,bring drinks,Bring drinks,distorted label(UpLow)
267,2024-05-16 20:47:40,Waiter-000003,Review oHrder,Review order,distorted label(Insert)
2670,2024-08-29 21:43:32,Barman-000001,Bmring drinks,Bring drinks,distorted label(Insert)
2670,2024-08-29 21:46:24,Barman-000001,;repare drinks,prepare drinks,distorted label(Proximity)
2675,2024-08-29 22:54:48,Barman-000001,prepare drinFks,prepare drinks,distorted label(Insert)
2682,2024-08-30 00:45:51,Barman-000002,prepare crinks,prepare drinks,distorted label(Proximity)
2683,2024-08-30 01:58:09,Waiter-000002,Revew drinks,Review drinks,distorted label(Skip)
2692,2024-08-30 19:05:58,Barman-000001,bring drinks,Bring drinks,distorted label(UpLow)
2697,2024-08-30 20:15:02,Waiter-000001,Review ordEer,Review order,distorted label(Insert)
2700,2024-09-12 18:11:07,,EVENT 8 EGD,EVENT 8 END,distorted label(Proximity)
271,2024-05-16 21:45:00,Waiter-000001,Taeke order,Take order,distorted label(Insert)
271,2024-05-16 22:31:07,Cook-000003,Prepare main cousre,Prepare main course,distorted label(Interchange)
2711,2024-09-05 23:34:35,Cook-000001,Prepare amin course,Prepare main course,distorted label(Interchange)
2733,2024-09-02 21:18:47,Waiter-000004,Reviee drinks,Review drinks,distorted label(Proximity)
2737,2024-09-02 22:49:17,Barman-000001,Bring crinks,Bring drinks,distorted label(Proximity)
2740,2024-09-13 19:41:01,,eVENT 8 END,EVENT 8 END,distorted label(UpLow)
2743,2024-09-13 20:44:44,Waiter-000003,Delived to customer,Deliver to customer,distorted label(Proximity)
2744,2024-09-03 00:00:31,Barman-000001,Prepare drinks,prepare drinks,distorted label(UpLow)
275,2024-05-17 18:39:13,,EVENyT 8 END,EVENT 8 END,distorted label(Insert)
2750,2024-09-13 23:29:55,,EVENT 8 ENF,EVENT 8 END,distorted label(Proximity)
276,2024-05-16 23:02:10,Barman-000003,ring drinks,Bring drinks,distorted label(Skip)
2770,2024-09-03 22:30:00,,Start,start,distorted label(UpLow)
2774,2024-09-03 23:30:34,Waiter-000002,Reveiw order,Review order,distorted label(Interchange)
2774,2024-09-03 23:59:46,Barman-000001,Bring dcrinks,Bring drinks,distorted label(Insert)
2776,2024-09-16 20:19:50,Cook-000001,Signal food complet,Signal food complete,distorted label(Skip)
2786,2024-09-04 18:33:54,Barman-000001,Bing drinks,Bring drinks,distorted label(Skip)
2790,2024-09-04 19:30:00,Waiter-000004,Take odrer,Take odrer,distorted label(Interchange)
2790,2024-09-04 19:30:30,Waiter-000001,review order,Review order,distorted label(UpLow)
2790,2024-09-04 19:32:43,Waiter-000005,Review drin.s,Review drinks,distorted label(Proximity)
2790,2024-09-17 01:04:53,,EVENTg 8 END,EVENT 8 END,distorted label(Insert)
2795,2024-09-10 21:29:08,Cook-000003,Preare main course,Prepare main course,distorted label(Skip)
2800,2024-09-10 23:38:00,Cook helper-000001,Bringf ood,Bringf ood,distorted label(Interchange)
2806,2024-09-04 23:46:28,Waiter-000003,Reviewdrinks,Review drinks,distorted label(Skip)
2812,2024-09-05 01:00:00,,sZtart,start,distorted label(Insert)
2814,2024-09-05 01:33:13,Barman-000002,Bring dfinks,Bring drinks,distorted label(Proximity)
2819,2024-09-05 18:45:00,Waiter-000004,Take olrder,Take olrder,distorted label(Insert)
2819,2024-09-18 01:13:33,Cook-000001,lSignal food complete,Signal food complete,distorted label(Insert)
282,2024-05-17 20:21:32,,EVENY 8 END,EVENT 8 END,distorted label(Proximity)
2828,2024-09-05 21:41:39,Waiter-000003,eRview drinks,Review drinks,distorted label(Interchange)
2828,2024-09-18 20:10:25,Cook-000002,Signal food omplete,Signal food complete,distorted label(Skip)
283,2024-05-17 18:46:31,Cook helper-000002,Bring Ufood,Bring Ufood,distorted label(Insert)
2831,2024-09-05 21:52:26,Waiter-000001,Review drunks,Review drinks,distorted label(Proximity)
2837,2024-09-05 23:15:00,,Start,start,distorted label(UpLow)
2838,2024-09-05 23:30:00,Waiter-000003,Take oder,Take oder,distorted label(Skip)
2846,2024-09-19 00:48:15,Cook-000001,signal food complete,Signal food complete,distorted label(UpLow)
2846,2024-09-19 00:59:41,Waiter-000003,Deliver to cusromer,Deliver to customer,distorted label(Proximity)
2847,2024-09-06 01:45:00,,satrt,satrt,distorted label(Interchange)
2849,2024-09-19 01:37:41,Cook-000001,SignWal food complete,Signal food complete,distorted label(Insert)
2853,2024-09-06 19:17:09,Barman-000003,prepade drinks,prepare drinks,distorted label(Proximity)
2858,2024-09-06 21:00:19,Waiter-000004,Reveiw drinks,Review drinks,distorted label(Interchange)
2865,2024-09-13 21:45:58,Cook-000002,Prepare main cuorse,Prepare main course,distorted label(Interchange)
287,2024-05-17 19:42:06,Cook helper-000003,BJring food,Bring food,distorted label(Insert)
2877,2024-09-07 01:15:13,Cook helper-000002,prepare starter,Prepare starter,distorted label(UpLow)
2877,2024-09-07 01:16:22,Barman-000002,Brnig drinks,Bring drinks,distorted label(Interchange)
2889,2024-09-09 20:15:00,Waiter-000003,Tak order,Tak order,distorted label(Skip)
2891,2024-09-20 20:56:07,Cook helper-000001,Bring fmood,Bring fmood,distorted label(Insert)
290,2024-05-17 18:39:37,Barman-000002,prepar drinks,prepare drinks,distorted label(Skip)
290,2024-05-17 22:48:20,Waiter-000001,Dellver to customer,Deliver to customer,distorted label(Proximity)
2902,2024-09-09 23:32:09,Waiter-000002,Rxeview order,Review order,distorted label(Insert)
2908,2024-09-10 01:00:00,,staLrt,staLrt,distorted label(Insert)
2908,2024-09-10 01:00:57,Waiter-000002,Revie worder,Review order,distorted label(Interchange)
2908,2024-09-21 00:30:21,Waiter-000001,Deliver to cistomer,Deliver to customer,distorted label(Proximity)
2913,2024-09-21 01:21:21,,EVEGT 8 END,EVEGT 8 END,distorted label(Proximity)
2914,2024-09-10 18:57:47,Waiter-000001,Revies drinks,Review drinks,distorted label(Proximity)
2918,2024-09-10 19:53:33,Barman-000003,ring drinks,Bring drinks,distorted label(Skip)
2918,2024-09-23 19:02:13,Waiter-000001,Deliver to custome,Deliver to customer,distorted label(Skip)
292,2024-05-17 19:00:00,,tsart,tsart,distorted label(Interchange)
2922,2024-09-10 20:30:00,Waiter-000005,Take ordrr,Take order,distorted label(Proximity)
2922,2024-09-10 21:28:03,Barman-000001,Bring dtinks,Bring drinks,distorted label(Proximity)
2925,2024-09-10 21:40:04,Waiter-000002,RevFiew drinks,Review drinks,distorted label(Insert)
2925,2024-09-23 20:20:14,Cook helper-000001,ring food,Bring food,distorted label(Skip)
2928,2024-09-10 22:00:00,Waiter-000004,take order,Take order,distorted label(UpLow)
2928,2024-09-10 22:04:57,Barman-000003,prepare drins,prepare drinks,distorted label(Skip)
2928,2024-09-10 22:15:58,Waiter-000003,Reveiw drinks,Review drinks,distorted label(Interchange)
2930,2024-09-10 22:30:00,Waiter-000002,Taek order,Taek order,distorted label(Interchange)
2930,2024-09-10 22:34:14,Barman-000001,Bringd rinks,Bringd rinks,distorted label(Interchange)
2938,2024-09-11 00:34:28,Waiter-000002,Rebiew order,Review order,distorted label(Proximity)
2939,2024-09-17 20:08:08,Cook-000002,Pepare main course,Prepare main course,distorted label(Skip)
2946,2024-09-11 18:30:00,Waiter-000005,Tae order,Take order,distorted label(Skip)
2960,2024-09-24 19:41:20,Cook-000002,signal food complete,Signal food complete,distorted label(UpLow)
2963,2024-09-11 22:51:40,Waiter-000003,Reiew drinks,Review drinks,distorted label(Skip)
2963,2024-09-18 01:01:29,Cook-000003,prepare main course,Prepare main course,distorted label(UpLow)
2967,2024-09-24 22:35:52,,EVENT8  END,EVENT8  END,distorted label(Interchange)
2970,2024-09-12 00:30:00,Waiter-000003,Take oder,Take oder,distorted label(Skip)
2973,2024-09-12 01:15:00,Waiter-000005,Take orhder,Take orhder,distorted label(Insert)
