Case,Activity,Timestamp,Resource,label,Activity_fixed
2902319,extend procedure term,2011-02-08 18:07:50,560881,,extend procedure term
2902319,enter senddate decision environmental permit,2011-02-15 08:00:01,560890,,enter senddate decision environmental permit
2902319,register date environmental permit decision,2011-02-15 08:00:02,560890,,register date environmental permit decision
2902319,enter date publication decision environmental permit,2011-02-23 08:00:04,560890,,enter date publication decision environmental permit
2902671,register submission date request,2010-11-26 08:00:03,560872,,register submission date request
2902671,enter senddate acknowledgement,2010-12-03 08:00:07,560872,,enter senddate acknowledgement
2902671,enter senddate procedure confirmation,2010-12-13 08:00:02,560912,,enter senddate procedure confirmation
2902671,registrer date of publishing received request,2010-12-15 08:00:07,560912,,registrer date of publishing received request
2902671,enter senddate retrieve missing data,2010-12-30 08:00:01,2670601,,enter senddate retrieve missing data
2902671,request complete,2011-01-25 23:08:38,560881,,request complete
2902671,phase advice known,2011-01-25 23:09:33,560881,,phase advice known
2902671,creating environmental permit decision,2011-01-25 23:09:44,560881,,creating environmental permit decision
2902671,register date environmental permit decision,2011-02-01 08:00:02,560890,,register date environmental permit decision
2902671,enter senddate decision environmental permit,2011-02-02 08:00:02,560890,,enter senddate decision environmental permit
2902671,enter date publication decision environmental permit,2011-02-09 08:00:01,560890,,enter date publication decision environmental permit
2904023,register submission date request,2010-12-03 08:00:08,560925,,register submission date request
2904023,enter senddate acknowledgement,2010-12-07 08:00:08,560912,,enter senddate acknowledgement
2904023,enter senddate procedure confirmation,2010-12-13 08:00:04,560912,,enter senddate procedure confirmation
2904023,registrer date of publishing received request,2010-12-15 08:00:08,560912,,registrer date of publishing received request
2904023,request complete,2011-01-18 17:52:24,560881,,request complete
2904023,register date environmental permit decision,2011-01-24 08:00:03,560890,,register date environmental permit decision
2904023,creating environmental permit decision,2011-01-26 00:47:04,560890,,creating environmental permit decision
2904023,enter senddate decision environmental permit,2011-01-28 08:00:02,560890,,enter senddate decision environmental permit
2904023,enter date publication decision environmental permit,2011-02-02 08:00:03,560890,,enter date publication decision environmental permit
2911919,enter senddate acknowledgement,2010-12-07 08:00:09,560912,,enter senddate acknowledgement
2917203,register submission date request,2010-12-08 08:00:07,560925,,register submission date request
2917203,enter senddate acknowledgement,2010-12-09 08:00:01,560925,,enter senddate acknowledgement
2917203,enter senddate procedure confirmation,2010-12-13 08:00:06,560925,,enter senddate procedure confirmation
2917203,enter senddate procedure confirmation,2010-12-14 08:00:01,560890,,enter senddate procedure confirmation
2917203,registrer date of publishing received request,2010-12-15 08:00:09,560925,,registrer date of publishing received request
2917203,enter date decision procedure term extension,2010-12-22 08:00:01,560890,,enter date decision procedure term extension
2917203,enter senddate decision procedure term extension,2010-12-22 08:00:02,560890,,enter senddate decision procedure term extension
2917203,extend procedure term,2011-01-25 20:20:28,560890,,extend procedure term
2917203,request complete,2011-01-25 20:21:55,560890,,request complete
2917203,terminate on request,2011-03-16 01:19:48,560890,,terminate on request
2917203,enter senddate decision environmental permit,2011-03-16 08:00:03,560890,,enter senddate decision environmental permit
2917783,register submission date request,2010-12-08 08:00:08,560872,,register submission date request
2917783,enter senddate acknowledgement,2010-12-09 08:00:02,560872,,enter senddate acknowledgement
2917783,enter senddate procedure confirmation,2011-01-31 08:00:01,560881,,enter senddate procedure confirmation
2917783,enter date termination request received,2011-05-25 07:00:02,560912,,enter date termination request received
2917783,register date decision terminate on request,2011-05-31 07:00:01,560912,,register date decision terminate on request
2917783,stop process after terminate on request,2011-05-31 18:42:13,560912,,stop process after terminate on request
2928203,register submission date request,2010-12-08 08:00:09,560872,,register submission date request
2928203,enter senddate acknowledgement,2010-12-13 08:00:07,560872,,enter senddate acknowledgement
2929114,enter senddate acknowledgement,2010-12-13 08:00:08,560872,,enter senddate acknowledgement
2929114,enter senddate procedure confirmation,2011-02-15 08:00:03,560462,,enter senddate procedure confirmation
2929114,phase advice known,2013-03-16 01:02:55,560462,,phase advice known
2929114,phase concept draft decision ready,2013-03-23 00:54:36,560462,,phase concept draft decision ready
2929114,request complete,2013-04-11 18:39:56,560462,,request complete
2929114,phase advice known,2013-04-11 18:40:12,560462,,phase advice known
2929114,phase concept draft decision ready,2013-04-11 18:41:09,560462,,phase concept draft decision ready
2929114,publish official draft decision,2013-04-11 19:14:21,560462,,publish official draft decision
2929114,creating environmental permit decision,2014-02-14 08:00:01,560462,,creating environmental permit decision
2929114,generating decision environmental permit,2014-02-14 08:00:02,560462,,generating decision environmental permit
2929114,ground for refusal after reassessment plan,2014-02-14 08:00:03,560462,,ground for refusal after reassessment plan
2929114,hearing about draft,2014-02-14 08:00:04,560462,,hearing about draft
2929114,perspective from GS or VROM received,2014-02-14 08:00:05,560462,,perspective from GS or VROM received
2929114,perspective on draft decision environmental permit received,2014-02-14 08:00:06,560462,,perspective on draft decision environmental permit received
2929114,perspective regarding draft founded,2014-02-14 08:00:07,560462,,perspective regarding draft founded
2929114,phase perspective submitted,2014-02-14 08:00:08,560462,,phase perspective submitted
2929114,subcase perspective complete,2014-02-14 08:00:10,560462,,subcase perspective complete
2929114,subcases reassessment plan completed,2014-02-14 08:00:11,560462,,subcases reassessment plan completed
2929114,treat subcases reassessment plan,2014-02-14 08:00:12,560462,,treat subcases reassessment plan
2929114,updated plan after perspective,2014-02-14 08:00:13,560462,,updated plan after perspective
2929114,register objection and appeal periods,2014-03-07 08:00:01,560462,,register objection and appeal periods
2929114,transcript decision environmental permit to stakeholders,2014-03-07 08:00:02,560462,,transcript decision environmental permit to stakeholders
2929114,treat appeal subcase,2014-05-16 07:00:01,560462,,treat appeal subcase
2929114,appealed to higher court,2015-01-07 08:00:01,560950,,appealed to higher court
2929114,close case,2015-01-07 08:00:02,560950,,close case
2929114,contested decision affected,2015-01-07 08:00:03,560950,,contested decision affected
2929114,request for preliminary injunction received,2015-01-07 08:00:04,560950,,request for preliminary injunction received
2929114,set phase: phase permitting irrevocable,2015-01-07 08:00:05,560950,,set phase: phase permitting irrevocable
2931527,register submission date request,2010-12-09 08:00:03,560925,,register submission date request
2931527,enter senddate acknowledgement,2010-12-14 08:00:02,560925,,enter senddate acknowledgement
2931527,enter senddate procedure confirmation,2010-12-15 08:00:10,560881,,enter senddate procedure confirmation
2931527,registrer date of publishing received request,2010-12-23 08:00:06,560881,,registrer date of publishing received request
2931527,enter senddate retrieve missing data,2011-01-17 08:00:01,560881,,enter senddate retrieve missing data
2931527,enter receipt of additional data,2011-01-24 08:00:04,2670601,,enter receipt of additional data
2931527,request complete,2011-01-24 21:32:19,2670601,,request complete
2931527,phase advice known,2011-01-24 21:32:42,2670601,,phase advice known
2931527,terminate on request,2011-01-24 21:33:27,2670601,,terminate on request
2931527,enter senddate decision environmental permit,2011-02-01 08:00:03,560890,,enter senddate decision environmental permit
