send confirmation receipt_signed1 -> send confirmation receipt_signed2 (frequency = 1490, performance = 0.37)
start decision phase decision permitting sent -> send confirmation receipt_signed1 (frequency = 15, performance = 0.31)
suspension ground applicable -> register date environmental permit decision (frequency = 15, performance = 176143.40)
treat subcases content -> article 34  WABO applies (frequency = 15, performance = 362884.60)
treat subcases content -> enter senddate decision environmental permit (frequency = 15, performance = 130583.33)
treat subcases content -> procedure change (frequency = 15, performance = 1.00)
treat subcases content -> record date of decision environmental permit (frequency = 15, performance = 293509.13)
assessment of content completed -> grounds for refusal (frequency = 14, performance = 1.00)
completed subcases content -> create draft environtmental permit (frequency = 14, performance = 1.00)
create publication document -> send confirmation receipt_signed2 (frequency = 14, performance = 0.17)
create subcases completeness -> create subcases present decision (frequency = 14, performance = 1.00)
decision date prior to decision -> enter receipt of additional data (frequency = 14, performance = 1.00)
enter senddate acknowledgement -> create letter requesting missing data (frequency = 14, performance = 2654755.93)
enter senddate decision procedure term extension -> enter senddate procedure term extension (frequency = 14, performance = 1.00)
enter senddate decision procedure term extension -> request complete (frequency = 14, performance = 2478047.64)
enter senddate retrieve missing data -> phase asked additional information (frequency = 14, performance = 105170.64)
phase advice known -> send confirmation receipt_signed2 (frequency = 14, performance = 0.19)
phase advice known -> suspension ground applicable (frequency = 14, performance = 158739.86)
phase application received -> send confirmation receipt_signed2 (frequency = 14, performance = 0.26)
phase decision ready -> phase decision taken (frequency = 14, performance = 1.00)
record date of decision environmental permit -> date decision for inspection (frequency = 14, performance = 777598.64)
record date of decision environmental permit -> send confirmation receipt_signed1 (frequency = 14, performance = 0.59)
send confirmation receipt_signed1 -> assessment of content completed (frequency = 14, performance = 0.45)
send confirmation receipt_signed1 -> creating environmental permit decision (frequency = 14, performance = 0.46)
send confirmation receipt_signed1 -> register objection and appeal periods (frequency = 14, performance = 0.32)
send confirmation receipt_signed1 -> treat subcases content (frequency = 14, performance = 0.46)
send confirmation receipt_signed2 -> enter senddate decision (frequency = 14, performance = 367807.64)
send confirmation receipt_signed2 -> phase application receptive (frequency = 14, performance = 0.36)
send confirmation receipt_signed2 -> record date of decision environmental permit (frequency = 14, performance = 406472.67)
send confirmation receipt_signed2 -> register objection and appeal periods (frequency = 14, performance = 0.33)
suspension ground applicable -> treat subcases completeness (frequency = 14, performance = 1.00)
term for supplying missing data -> MER present in supplement (frequency = 14, performance = 1857598.71)
OLO messaging active -> phase application received (frequency = 13, performance = 1.00)
coordination of application -> create publication document (frequency = 13, performance = 1.00)
create draft environtmental permit -> grounds for refusal (frequency = 13, performance = 1.00)
create subcases present decision -> creating environmental permit decision (frequency = 13, performance = 1.00)
enter date draft decisionenvironmental permit -> publish official draft decision (frequency = 13, performance = 30902.31)
enter date publication decision environmental permit -> register deadline (frequency = 13, performance = 3634610.69)
enter date publication decision environmental permit -> set phase: phase permitting irrevocable (frequency = 13, performance = 3971867.31)
enter senddate draft decision -> generate draft decision environmental permit (frequency = 13, performance = 1.00)
enter senddate procedure confirmation -> register date environmental permit decision (frequency = 13, performance = 1076401.00)
enter senddate procedure confirmation -> register number of days extension period (frequency = 13, performance = 922865.77)
entering senddate draft decision environmental permit -> set decision phase: draft decision permitted sent (frequency = 13, performance = 1.00)
forward to the competent authority -> send confirmation receipt_signed2 (frequency = 13, performance = 0.22)
inform BAG administrator -> phase application received (frequency = 13, performance = 1.00)
no permit needed or only notification needed -> phase application received (frequency = 13, performance = 1.00)
phase advice known -> register date environmental permit decision (frequency = 13, performance = 1753687.77)
phase application received -> phased application (frequency = 13, performance = 1.00)
phase application receptive -> send confirmation receipt_signed2 (frequency = 13, performance = 0.32)
phase decision sent -> send confirmation receipt_signed2 (frequency = 13, performance = 0.24)
