send confirmation receipt -> send confirmation receipt (frequency = 466, performance = 126.65)
start decision phase extension granted -> article 34  WABO applies (frequency = 10, performance = 1987526.60)
stop all running subcases 2b -> terminate on request (frequency = 10, performance = 1.00)
transcript decision environmental permit to stakeholders -> enter senddate decision (frequency = 10, performance = 207368.00)
treat subcases content -> enter senddate decision (frequency = 10, performance = 785853.80)
article 33 applies -> article 34  WABO applies (frequency = 9, performance = 1.00)
article 34  WABO applies -> article 35 applies (frequency = 9, performance = 1.00)
article 35 applies -> ask stakeholders views (frequency = 9, performance = 1.00)
ask stakeholders views -> creating environmental permit decision (frequency = 9, performance = 8.44)
coordination of application -> create monitoring case (frequency = 9, performance = 1.00)
create cover letter draft decision -> create draft environtmental permit (frequency = 9, performance = 1.00)
create message terminate request -> enter date termination request received (frequency = 9, performance = 1.00)
enrich decision -> enter senddate decision (frequency = 9, performance = 1.00)
enter date decision permanent suspension -> enter senddate decision permanent suspension (frequency = 9, performance = 8492.78)
enter senddate acknowledgement -> register submission date request (frequency = 9, performance = 1.00)
enter senddate acknowledgement -> send procedure confirmation (frequency = 9, performance = 5169730.78)
forward to the competent authority -> generating decision environmental permit (frequency = 9, performance = 1.00)
grounds for refusal -> open draft decision for inspection (frequency = 9, performance = 1.00)
keep permanently suspended -> enter date decision permanent suspension (frequency = 9, performance = 678730.11)
perspective on draft decision environmental permit received -> phase decision sent (frequency = 9, performance = 1.11)
phase asked additional information -> enter receipt of additional data (frequency = 9, performance = 3110368.78)
phase asked additional information -> phase permanently suspended (frequency = 9, performance = 1.00)
phase asked additional information -> receive additional information (frequency = 9, performance = 1.00)
phase decision sent -> read publication date field (frequency = 9, performance = 1.11)
phase procedure prematurely terminated -> read publication date field (frequency = 9, performance = 1.00)
read field phased application -> registration date publication (frequency = 9, performance = 1.00)
register date environmental permit decision -> phase decision taken (frequency = 9, performance = 7211.78)
registration date publication -> retrieve missing data (frequency = 9, performance = 1661245.22)
request complete -> assessment of content completed (frequency = 9, performance = 15.11)
request complete -> creating environmental permit decision (frequency = 9, performance = 162041.11)
retrieve missing data -> phase additional information received (frequency = 9, performance = 1794998.89)
send confirmation receipt -> create procedure confirmation (frequency = 9, performance = 940780.56)
set decision status -> treat subcases content (frequency = 9, performance = 1.11)
start WABOprocedure -> start decision phase extension granted (frequency = 9, performance = 3861506.00)
start decision phase decision permitting sent -> register deadline (frequency = 9, performance = 3965180.56)
suspend term -> suspension ground applicable (frequency = 9, performance = 1.00)
term for supplying missing data -> phase additional information received (frequency = 9, performance = 2775180.44)
OLO messaging active -> forward to the competent authority (frequency = 8, performance = 1.00)
