send confirmation receipt -> send confirmation receipt (frequency = 474, performance = 124.12)
retrieve missing data -> subcases completeness completed (frequency = 10, performance = 2258073.30)
send procedure confirmation -> enter senddate retrieve missing data (frequency = 10, performance = 3016861.60)
start decision phase decision permitting sent -> record date of decision environmental permit (frequency = 10, performance = 34371.20)
start decision phase decision permitting sent -> register deadline (frequency = 10, performance = 3966102.10)
start decision phase extension granted -> article 34  WABO applies (frequency = 10, performance = 1987526.60)
stop all running subcases 2b -> terminate on request (frequency = 10, performance = 1.00)
transcript decision environmental permit to stakeholders -> enter senddate decision (frequency = 10, performance = 207368.00)
OLO messaging active -> forward to the competent authority (frequency = 9, performance = 1.00)
article 33 applies -> article 34  WABO applies (frequency = 9, performance = 1.00)
article 34  WABO applies -> article 35 applies (frequency = 9, performance = 1.00)
create cover letter draft decision -> create draft environtmental permit (frequency = 9, performance = 1.00)
create message terminate request -> enter date termination request received (frequency = 9, performance = 1.00)
creating environmental permit decision -> grounds for refusal (frequency = 9, performance = 1.00)
enrich decision -> enter senddate decision (frequency = 9, performance = 1.00)
enter date decision permanent suspension -> enter senddate decision permanent suspension (frequency = 9, performance = 8492.78)
enter senddate acknowledgement -> register submission date request (frequency = 9, performance = 1.00)
enter senddate acknowledgement -> send procedure confirmation (frequency = 9, performance = 5169730.78)
forward to the competent authority -> generating decision environmental permit (frequency = 9, performance = 1.00)
keep permanently suspended -> enter date decision permanent suspension (frequency = 9, performance = 678730.11)
phase asked additional information -> phase permanently suspended (frequency = 9, performance = 1.00)
phase asked additional information -> receive additional information (frequency = 9, performance = 1.00)
phase decision irrevocable -> phase decision sent (frequency = 9, performance = 1.00)
phase procedure prematurely terminated -> read publication date field (frequency = 9, performance = 1.00)
register objection and appeal periods -> start decision phase decision permitting sent (frequency = 9, performance = 38400.78)
registration date publication -> retrieve missing data (frequency = 9, performance = 1661245.22)
request complete -> creating environmental permit decision (frequency = 9, performance = 162041.11)
request complete -> set decision status (frequency = 9, performance = 1.00)
send confirmation receipt -> create procedure confirmation (frequency = 9, performance = 940780.56)
set decision status -> submit draft decision (frequency = 9, performance = 1.00)
start WABOprocedure -> start decision phase extension granted (frequency = 9, performance = 3861506.00)
start decision phase decision permitting sent -> set phase: phase permitting irrevocable (frequency = 9, performance = 4229172.22)
suspend term -> suspension ground applicable (frequency = 9, performance = 1.00)
term for supplying missing data -> phase additional information received (frequency = 9, performance = 2775180.44)
copy decision to extend procedure to stakeholders -> create cover letter extend procedure term (frequency = 8, performance = 1.00)
create cover letter draft decision -> create publication document (frequency = 8, performance = 1.00)
create letter requesting missing data -> create procedure confirmation (frequency = 8, performance = 1.00)
