Case,Timestamp,Activity,Activity_fixed,Resource,label
2151,2024-08-16 01:29:16.606,deliver to customer,Deliver to customer,Waiter-000001,distorted label(UpLow)
2156,2024-08-07 21:02:03.018,preapre drinks,prepare drinks,Barman-000001,distorted label(Interchange)
2156,2024-08-16 01:51:53.813,Signal foodc omplete,Signal food complete,Cook-000001,distorted label(Interchange)
2156,2024-08-16 01:54:45.780,BrinWg food,BrinWg food,Cook helper-000001,distorted label(Insert)
2163,2024-08-07 22:48:49.166,prepare drinkis,prepare drinks,Barman-000002,distorted label(Insert)
218,2024-05-15 00:32:45.239,Prepare drinks,prepare drinks,Barman-000001,distorted label(UpLow)
218,2024-05-15 19:55:52.265,PrepFare main course,Prepare main course,Cook-000002,distorted label(Insert)
2180,2024-08-08 19:00:00.000,star,start,,distorted label(Skip)
2180,2024-08-17 00:14:00.551,Deliver to customee,Deliver to customer,Waiter-000001,distorted label(Proximity)
2190,2024-08-08 21:30:00.000,tart,start,,distorted label(Skip)
2190,2024-08-08 21:32:51.012,prMepare drinks,prepare drinks,Barman-000002,distorted label(Insert)
2192,2024-08-08 22:00:00.000,Tae order,Take order,Waiter-000002,distorted label(Skip)
2197,2024-08-19 20:20:39.249,EZVENT 8 END,EVENT 8 END,,distorted label(Insert)
2206,2024-08-09 01:30:00.000,staMrt,staMrt,,distorted label(Insert)
2218,2024-08-09 20:30:00.000,starlt,starlt,,distorted label(Insert)
2222,2024-08-09 21:30:04.466,review order,Review order,Waiter-000001,distorted label(UpLow)
2222,2024-08-20 20:37:11.954,deliver to customer,Deliver to customer,Waiter-000004,distorted label(UpLow)
2222,2024-08-20 20:40:15.069,EVNT 8 END,EVENT 8 END,,distorted label(Skip)
2224,2024-08-09 22:01:24.321,Reveiw order,Review order,Waiter-000005,distorted label(Interchange)
2224,2024-08-20 20:44:05.080,Brng food,Brng food,Cook helper-000003,distorted label(Skip)
2227,2024-08-09 22:59:20.369,Bring drknks,Bring drinks,Barman-000002,distorted label(Proximity)
223,2024-05-15 18:03:44.269,Revoiew drinks,Review drinks,Waiter-000001,distorted label(Insert)
2245,2024-08-12 19:16:44.198,Review orde,Review order,Waiter-000002,distorted label(Skip)
2245,2024-08-21 18:30:56.039,Deliver o customer,Deliver to customer,Waiter-000002,distorted label(Skip)
2247,2024-08-12 19:59:46.667,Brin gdrinks,Brin gdrinks,Barman-000002,distorted label(Interchange)
2254,2024-08-12 21:37:58.555,Bring drnks,Bring drinks,Barman-000002,distorted label(Skip)
2254,2024-08-12 21:41:33.830,Revwiew drinks,Review drinks,Waiter-000003,distorted label(Insert)
2260,2024-08-21 22:25:16.832,eVENT 8 END,EVENT 8 END,,distorted label(UpLow)
2262,2024-08-12 23:49:37.591,Bring rdinks,Bring drinks,Barman-000003,distorted label(Interchange)
2266,2024-08-13 00:39:05.379,ReviOew drinks,Review drinks,Waiter-000002,distorted label(Insert)
2266,2024-08-22 00:45:55.966,EVEN 8 END,EVEN 8 END,,distorted label(Skip)
2272,2024-08-13 02:00:00.000,satrt,satrt,,distorted label(Interchange)
2272,2024-08-22 18:43:19.885,Deliverw to customer,Deliver to customer,Waiter-000004,distorted label(Insert)
2286,2024-08-22 23:07:11.857,eVENT 8 END,EVENT 8 END,,distorted label(UpLow)
2288,2024-08-13 22:00:00.000,statr,statr,,distorted label(Interchange)
2293,2024-08-19 20:07:36.151,prepare main course,Prepare main course,Cook-000002,distorted label(UpLow)
2293,2024-08-23 00:38:33.631,signal food complete,Signal food complete,Cook-000002,distorted label(UpLow)
2295,2024-08-13 23:47:43.963,eview order,Review order,Waiter-000005,distorted label(Skip)
230,2024-05-15 19:38:46.982,Prepaqre starter,Prepare starter,Cook helper-000003,distorted label(Insert)
2308,2024-08-23 22:09:28.874,Brin food,Brin food,Cook helper-000002,distorted label(Skip)
2309,2024-08-20 00:04:24.669,SignSal food complete,Signal food complete,Cook-000001,distorted label(Insert)
2329,2024-08-26 18:19:47.065,Brig food,Brig food,Cook helper-000001,distorted label(Skip)
2330,2024-08-26 18:40:30.715,Brinr food,Brinr food,Cook helper-000001,distorted label(Proximity)
2339,2024-08-26 20:54:34.550,Deliver to cusyomer,Deliver to customer,Waiter-000002,distorted label(Proximity)
234,2024-05-15 20:50:36.639,Reviw drinks,Review drinks,Waiter-000001,distorted label(Skip)
2342,2024-08-15 19:35:52.541,Bring erinks,Bring erinks,Barman-000001,distorted label(Proximity)
2342,2024-08-15 19:37:59.880,Revidw drinks,Review drinks,Waiter-000004,distorted label(Proximity)
2342,2024-08-20 23:49:33.867,prepare main course,Prepare main course,Cook-000002,distorted label(UpLow)
2344,2024-08-21 00:12:58.435,Prepare amin course,Prepare main course,Cook-000002,distorted label(Interchange)
235,2024-05-16 18:00:42.071,Delpiver to customer,Deliver to customer,Waiter-000003,distorted label(Insert)
2362,2024-08-16 00:41:02.120,Bring rinks,Bring drinks,Barman-000001,distorted label(Skip)
2363,2024-08-16 00:52:19.281,pSrepare drinks,prepare drinks,Barman-000002,distorted label(Insert)
2376,2024-08-16 20:00:00.000,sthart,sthart,,distorted label(Insert)
2376,2024-08-16 20:00:07.370,Rveiew order,Review order,Waiter-000002,distorted label(Interchange)
2393,2024-08-17 00:15:00.000,Take orde,Take order,Waiter-000002,distorted label(Skip)
240,2024-05-16 18:21:56.803,Deliver to cusgomer,Deliver to customer,Waiter-000002,distorted label(Proximity)
240,2024-05-16 18:22:00.990,EVENT 8 EN,EVENT 8 END,,distorted label(Skip)
2403,2024-08-19 18:45:00.000,Tzake order,Take order,Waiter-000004,distorted label(Insert)
2407,2024-08-28 21:52:21.642,Brin gfood,Brin gfood,Cook helper-000001,distorted label(Interchange)
241,2024-05-16 18:14:06.895,signal food complete,Signal food complete,Cook-000001,distorted label(UpLow)
2413,2024-08-29 00:26:08.853,Signal good complete,Signal food complete,Cook-000003,distorted label(Proximity)
2421,2024-08-19 23:15:00.000,starf,start,,distorted label(Proximity)
2426,2024-08-20 01:14:06.248,Brjng drinks,Bring drinks,Barman-000001,distorted label(Proximity)
2435,2024-08-20 18:48:12.707,prepare starter,Prepare starter,Cook helper-000001,distorted label(UpLow)
2435,2024-08-23 22:56:43.325,Prepare main cOourse,Prepare main course,Cook-000001,distorted label(Insert)
2435,2024-08-29 23:23:54.263,BIring food,Bring food,Cook helper-000003,distorted label(Insert)
2437,2024-08-30 00:11:58.298,eVENT 8 END,EVENT 8 END,,distorted label(UpLow)
2439,2024-08-24 00:00:18.483,signal food complete,Signal food complete,Cook-000002,distorted label(UpLow)
2445,2024-08-20 21:16:22.768,prepared rinks,prepare drinks,Barman-000002,distorted label(Interchange)
2448,2024-08-30 19:34:02.647,signal food complete,Signal food complete,Cook-000003,distorted label(UpLow)
2452,2024-08-30 20:34:15.202,iSgnal food complete,Signal food complete,Cook-000002,distorted label(Interchange)
2463,2024-08-21 01:46:27.791,prepare drihks,prepare drinks,Barman-000003,distorted label(Proximity)
2469,2024-08-21 19:43:01.664,Review drinus,Review drinks,Waiter-000002,distorted label(Proximity)
2469,2024-08-21 19:44:03.730,Bring drink,Bring drinks,Barman-000002,distorted label(Skip)
247,2024-05-15 23:45:00.000,Takeo rder,Takeo rder,Waiter-000004,distorted label(Interchange)
247,2024-05-15 23:46:02.978,Prepare drinks,prepare drinks,Barman-000002,distorted label(UpLow)
247,2024-05-16 19:05:08.163,Brinpg food,Brinpg food,Cook helper-000001,distorted label(Insert)
2470,2024-09-02 19:12:35.412,EVENT 8 EGD,EVENT 8 END,,distorted label(Proximity)
2471,2024-08-27 18:18:45.744,prepare main course,Prepare main course,Cook-000002,distorted label(UpLow)
2474,2024-08-21 20:31:01.417,pIrepare drinks,prepare drinks,Barman-000003,distorted label(Insert)
2478,2024-09-02 21:32:02.569,eVENT 8 END,EVENT 8 END,,distorted label(UpLow)
2483,2024-08-21 23:02:54.785,Review kdrinks,Review drinks,Waiter-000002,distorted label(Insert)
2483,2024-09-02 22:23:03.198,Bring food,Bring food,Cook helper-000003,distorted label(Interchange)
2487,2024-08-21 23:45:14.765,Review ogder,Review order,Waiter-000002,distorted label(Proximity)
2487,2024-09-03 00:59:19.314,Signal food compHlete,Signal food complete,Cook-000003,distorted label(Insert)
249,2024-05-16 00:15:00.000,Takd order,Takd order,Waiter-000005,distorted label(Proximity)
2492,2024-08-27 23:01:35.384,prepare main course,Prepare main course,Cook-000001,distorted label(UpLow)
2500,2024-08-22 19:00:00.000,take order,Take order,Waiter-000002,distorted label(UpLow)
2501,2024-08-22 19:24:48.440,review drinks,Review drinks,Waiter-000004,distorted label(UpLow)
2505,2024-08-22 21:13:09.636,prepae drinks,prepare drinks,Barman-000001,distorted label(Skip)
2511,2024-08-22 21:58:16.373,Bringz drinks,Bring drinks,Barman-000003,distorted label(Insert)
2517,2024-08-22 23:15:00.000,take order,Take order,Waiter-000002,distorted label(UpLow)
2518,2024-08-22 23:31:32.901,prepare starter,Prepare starter,Cook helper-000003,distorted label(UpLow)
2518,2024-08-23 00:07:53.316,review drinks,Review drinks,Waiter-000001,distorted label(UpLow)
2521,2024-08-23 00:15:00.000,sbtart,sbtart,,distorted label(Insert)
2521,2024-08-28 21:18:14.861,signal food complete,Signal food complete,Cook-000001,distorted label(UpLow)
2522,2024-08-23 00:30:00.000,satrt,satrt,,distorted label(Interchange)
2537,2024-08-23 20:24:03.282,Bringdrinks,Bringdrinks,Barman-000002,distorted label(Skip)
255,2024-05-16 19:08:07.964,De/iver to customer,Deliver to customer,Waiter-000003,distorted label(Proximity)
2555,2024-08-24 00:47:02.444,Reviebw order,Review order,Waiter-000005,distorted label(Insert)
2577,2024-08-26 22:15:53.680,prepre drinks,prepare drinks,Barman-000001,distorted label(Skip)
2577,2024-09-05 22:23:34.859,Brinkg food,Brinkg food,Cook helper-000001,distorted label(Insert)
2577,2024-09-05 22:35:02.476,EVENT  END,EVENT 8 END,,distorted label(Skip)
2588,2024-08-27 01:00:00.000,Take oreer,Take orer,Waiter-000004,distorted label(Proximity)
2593,2024-08-27 18:15:11.133,RReview order,Review order,Waiter-000005,distorted label(Insert)
2598,2024-08-27 19:34:58.402,ReviewU order,Review order,Waiter-000005,distorted label(Insert)
2604,2024-08-27 21:20:54.593,Review drainks,Review drinks,Waiter-000001,distorted label(Insert)
2606,2024-09-06 21:43:19.351,eVENT 8 END,EVENT 8 END,,distorted label(UpLow)
2608,2024-08-27 22:00:00.000,Tame order,Tame order,Waiter-000003,distorted label(Proximity)
2611,2024-09-03 01:03:24.275,Prepare main cours,Prepare main course,Cook-000003,distorted label(Skip)
2617,2024-09-03 18:26:53.200,Prepre main course,Prepare main course,Cook-000002,distorted label(Skip)
2618,2024-08-28 00:34:13.524,prepare starter,Prepare starter,Cook helper-000002,distorted label(UpLow)
262,2024-05-16 19:51:04.544,Reveiw drinks,Review drinks,Waiter-000003,distorted label(Interchange)
2627,2024-08-28 18:54:20.081,Bringd rinks,Bringd rinks,Barman-000001,distorted label(Interchange)
263,2024-05-16 22:41:08.845,EVEN 8 END,EVEN 8 END,,distorted label(Skip)
2632,2024-09-04 00:15:59.926,Prepare main cource,Prepare main course,Cook-000002,distorted label(Proximity)
2632,2024-09-09 22:01:46.381,Signal food compldte,Signal food complete,Cook-000002,distorted label(Proximity)
2642,2024-08-28 22:30:00.000,Start,start,,distorted label(UpLow)
2642,2024-09-10 01:22:08.722,Deliver to xustomer,Deliver to customer,Waiter-000005,distorted label(Proximity)
2644,2024-08-28 23:15:29.187,Review drinhks,Review drinks,Waiter-000001,distorted label(Insert)
2644,2024-08-28 23:25:23.193,Review dginks,Review drinks,Waiter-000005,distorted label(Proximity)
2649,2024-08-29 00:51:45.524,Prepare drinks,prepare drinks,Barman-000001,distorted label(UpLow)
2651,2024-08-29 00:45:46.469,Revie worder,Review order,Waiter-000002,distorted label(Interchange)
2651,2024-08-29 00:46:16.647,Prepare stadter,Prepare starter,Cook helper-000001,distorted label(Proximity)
2666,2024-08-29 20:32:04.553,prepare drianks,prepare drinks,Barman-000001,distorted label(Insert)
2666,2024-08-29 21:01:21.165,bring drinks,Bring drinks,Barman-000001,distorted label(UpLow)
267,2024-05-16 20:47:40.980,Review oHrder,Review order,Waiter-000003,distorted label(Insert)
2670,2024-08-29 21:43:32.213,Bmring drinks,Bring drinks,Barman-000001,distorted label(Insert)
2670,2024-08-29 21:46:24.514,;repare drinks,prepare drinks,Barman-000001,distorted label(Proximity)
2675,2024-08-29 22:54:48.476,prepare drinFks,prepare drinks,Barman-000001,distorted label(Insert)
2682,2024-08-30 00:45:51.591,prepare crinks,prepare drinks,Barman-000002,distorted label(Proximity)
2683,2024-08-30 01:58:09.069,Revew drinks,Review drinks,Waiter-000002,distorted label(Skip)
2692,2024-08-30 19:05:58.263,bring drinks,Bring drinks,Barman-000001,distorted label(UpLow)
2697,2024-08-30 20:15:02.774,Review ordEer,Review order,Waiter-000001,distorted label(Insert)
2700,2024-09-12 18:11:07.376,EVENT 8 EGD,EVENT 8 END,,distorted label(Proximity)
271,2024-05-16 21:45:00.000,Taeke order,Take order,Waiter-000001,distorted label(Insert)
271,2024-05-16 22:31:07.202,Prepare main cousre,Prepare main course,Cook-000003,distorted label(Interchange)
2711,2024-09-05 23:34:35.249,Prepare amin course,Prepare main course,Cook-000001,distorted label(Interchange)
2733,2024-09-02 21:18:47.505,Reviee drinks,Review drinks,Waiter-000004,distorted label(Proximity)
2737,2024-09-02 22:49:17.030,Bring crinks,Bring drinks,Barman-000001,distorted label(Proximity)
2740,2024-09-13 19:41:01.145,eVENT 8 END,EVENT 8 END,,distorted label(UpLow)
2743,2024-09-13 20:44:44.478,Delived to customer,Deliver to customer,Waiter-000003,distorted label(Proximity)
2744,2024-09-03 00:00:31.189,Prepare drinks,prepare drinks,Barman-000001,distorted label(UpLow)
275,2024-05-17 18:39:13.212,EVENyT 8 END,EVENT 8 END,,distorted label(Insert)
2750,2024-09-13 23:29:55.942,EVENT 8 ENF,EVENT 8 END,,distorted label(Proximity)
276,2024-05-16 23:02:10.664,ring drinks,Bring drinks,Barman-000003,distorted label(Skip)
2770,2024-09-03 22:30:00.000,Start,start,,distorted label(UpLow)
2774,2024-09-03 23:30:34.597,Reveiw order,Review order,Waiter-000002,distorted label(Interchange)
2774,2024-09-03 23:59:46.324,Bring dcrinks,Bring drinks,Barman-000001,distorted label(Insert)
2776,2024-09-16 20:19:50.150,Signal food complet,Signal food complete,Cook-000001,distorted label(Skip)
2786,2024-09-04 18:33:54.380,Bing drinks,Bring drinks,Barman-000001,distorted label(Skip)
2790,2024-09-04 19:30:00.000,Take odrer,Take odrer,Waiter-000004,distorted label(Interchange)
2790,2024-09-04 19:30:30.106,review order,Review order,Waiter-000001,distorted label(UpLow)
2790,2024-09-04 19:32:43.625,Review drin.s,Review drinks,Waiter-000005,distorted label(Proximity)
2790,2024-09-17 01:04:53.638,EVENTg 8 END,EVENT 8 END,,distorted label(Insert)
2795,2024-09-10 21:29:08.125,Preare main course,Prepare main course,Cook-000003,distorted label(Skip)
2800,2024-09-10 23:38:00.885,Bringf ood,Bringf ood,Cook helper-000001,distorted label(Interchange)
2806,2024-09-04 23:46:28.122,Reviewdrinks,Review drinks,Waiter-000003,distorted label(Skip)
2812,2024-09-05 01:00:00.000,sZtart,start,,distorted label(Insert)
2814,2024-09-05 01:33:13.528,Bring dfinks,Bring drinks,Barman-000002,distorted label(Proximity)
2819,2024-09-05 18:45:00.000,Take olrder,Take olrder,Waiter-000004,distorted label(Insert)
2819,2024-09-18 01:13:33.098,lSignal food complete,Signal food complete,Cook-000001,distorted label(Insert)
282,2024-05-17 20:21:32.300,EVENY 8 END,EVENT 8 END,,distorted label(Proximity)
2828,2024-09-05 21:41:39.412,eRview drinks,Review drinks,Waiter-000003,distorted label(Interchange)
2828,2024-09-18 20:10:25.027,Signal food omplete,Signal food complete,Cook-000002,distorted label(Skip)
283,2024-05-17 18:46:31.093,Bring Ufood,Bring Ufood,Cook helper-000002,distorted label(Insert)
2831,2024-09-05 21:52:26.942,Review drunks,Review drinks,Waiter-000001,distorted label(Proximity)
2837,2024-09-05 23:15:00.000,Start,start,,distorted label(UpLow)
2838,2024-09-05 23:30:00.000,Take oder,Take oder,Waiter-000003,distorted label(Skip)
2846,2024-09-19 00:48:15.794,signal food complete,Signal food complete,Cook-000001,distorted label(UpLow)
2846,2024-09-19 00:59:41.507,Deliver to cusromer,Deliver to customer,Waiter-000003,distorted label(Proximity)
2847,2024-09-06 01:45:00.000,satrt,satrt,,distorted label(Interchange)
2849,2024-09-19 01:37:41.530,SignWal food complete,Signal food complete,Cook-000001,distorted label(Insert)
2853,2024-09-06 19:17:09.929,prepade drinks,prepare drinks,Barman-000003,distorted label(Proximity)
2858,2024-09-06 21:00:19.877,Reveiw drinks,Review drinks,Waiter-000004,distorted label(Interchange)
2865,2024-09-13 21:45:58.536,Prepare main cuorse,Prepare main course,Cook-000002,distorted label(Interchange)
287,2024-05-17 19:42:06.578,BJring food,Bring food,Cook helper-000003,distorted label(Insert)
2877,2024-09-07 01:15:13.366,prepare starter,Prepare starter,Cook helper-000002,distorted label(UpLow)
2877,2024-09-07 01:16:22.797,Brnig drinks,Bring drinks,Barman-000002,distorted label(Interchange)
2889,2024-09-09 20:15:00.000,Tak order,Tak order,Waiter-000003,distorted label(Skip)
2891,2024-09-20 20:56:07.610,Bring fmood,Bring fmood,Cook helper-000001,distorted label(Insert)
290,2024-05-17 18:39:37.163,prepar drinks,prepare drinks,Barman-000002,distorted label(Skip)
290,2024-05-17 22:48:20.560,Dellver to customer,Deliver to customer,Waiter-000001,distorted label(Proximity)
2902,2024-09-09 23:32:09.621,Rxeview order,Review order,Waiter-000002,distorted label(Insert)
2908,2024-09-10 01:00:00.000,staLrt,staLrt,,distorted label(Insert)
2908,2024-09-10 01:00:57.761,Revie worder,Review order,Waiter-000002,distorted label(Interchange)
2908,2024-09-21 00:30:21.484,Deliver to cistomer,Deliver to customer,Waiter-000001,distorted label(Proximity)
2913,2024-09-21 01:21:21.726,EVEGT 8 END,EVEGT 8 END,,distorted label(Proximity)
