Case,Timestamp,Activity,Resource,label
26,2024-05-07 00:30:00,Take order,Waiter-000004,
26,2024-05-07 00:30:00,start,,
26,2024-05-07 00:31:43,Review order,Waiter-000003,
26,2024-05-07 00:33:13,prepare drinks,Barman-000001,
26,2024-05-07 00:34:11,Bring drinks,Barman-000003,
26,2024-05-07 00:35:54,Review drinks,Waiter-000001,
26,2024-05-07 00:49:40,Prepare main course,Cook-000002,
26,2024-05-07 01:17:31,Signal food complete,Cook-000002,
26,2024-05-07 01:32:09,Bring food,Cook helper-000003,
26,2024-05-07 01:32:47,Deliver to customer,Waiter-000001,
26,2024-05-07 01:32:52,EVENT 8 END,,
27,2024-05-07 00:45:00,Take order,Waiter-000002,
27,2024-05-07 00:45:00,start,,
27,2024-05-07 00:49:21,Review order,Waiter-000005,
27,2024-05-07 00:50:05,Prepare starter,Cook helper-000001,
27,2024-05-07 00:50:05,prepare drinks,Barman-000002,
27,2024-05-07 00:50:33,Bring drinks,Barman-000001,
27,2024-05-07 00:52:47,Review drinks,Waiter-000001,
27,2024-05-07 00:56:56,prepare drinks,Barman-000003,
27,2024-05-07 00:57:15,Prepare main course,Cook-000002,
27,2024-05-07 01:08:03,Bring drinks,Barman-000002,
27,2024-05-07 01:10:01,Review drinks,Waiter-000001,
27,2024-05-07 01:23:38,Signal food complete,Cook-000003,
27,2024-05-07 01:24:49,Bring food,Cook helper-000001,
27,2024-05-07 01:25:13,Deliver to customer,Waiter-000004,
27,2024-05-07 01:32:04,EVENT 8 END,,
28,2024-05-07 01:00:00,Take order,Waiter-000005,
28,2024-05-07 01:00:00,start,,
28,2024-05-07 01:00:00,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
28,2024-05-07 01:00:31,Review order,Waiter-000004,
28,2024-05-07 01:00:31,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
28,2024-05-07 01:01:52,prepare drinks,Barman-000002,
28,2024-05-07 01:01:52,Bring drinks_signed1,Barman-000002,collateral events(Bring drinks)
28,2024-05-07 01:03:06,Bring drinks,Barman-000001,
28,2024-05-07 01:04:25,Review drinks,Waiter-000003,
28,2024-05-07 01:04:25,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
28,2024-05-07 01:19:12,Prepare main course,Cook-000001,
28,2024-05-07 01:19:12,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
28,2024-05-07 01:32:09,Signal food complete,Cook-000002,
28,2024-05-07 01:32:09,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
28,2024-05-07 01:49:12,Bring food,Cook helper-000002,
28,2024-05-07 01:49:13,Bring drinks_signed1,Cook helper-000002,collateral events(Bring drinks)
28,2024-05-07 01:51:28,Deliver to customer,Waiter-000005,
28,2024-05-07 01:51:29,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
28,2024-05-07 01:53:44,EVENT 8 END,,
28,2024-05-07 01:53:44,Bring drinks_signed1,,collateral events(Bring drinks)
29,2024-05-07 01:15:00,Take order,Waiter-000002,
29,2024-05-07 01:15:00,start,,
29,2024-05-07 01:15:32,Review order,Waiter-000005,
29,2024-05-07 01:15:52,prepare drinks,Barman-000001,
29,2024-05-07 01:20:36,Prepare main course,Cook-000001,
29,2024-05-07 01:31:50,Bring drinks,Barman-000003,
29,2024-05-07 01:32:37,Review drinks,Waiter-000005,
29,2024-05-07 18:21:45,Signal food complete,Cook-000001,
29,2024-05-07 18:40:37,Bring food,Cook helper-000001,
29,2024-05-07 18:54:14,Deliver to customer,Waiter-000003,
29,2024-05-07 18:58:35,EVENT 8 END,,
30,2024-05-07 01:30:00,Take order,Waiter-000001,
30,2024-05-07 01:30:00,start,,
30,2024-05-07 01:30:27,Review order,Waiter-000002,
30,2024-05-07 01:32:11,prepare drinks,Barman-000002,
30,2024-05-07 01:34:54,Bring drinks,Barman-000001,
30,2024-05-07 01:37:02,Review drinks,Waiter-000003,
30,2024-05-07 01:49:12,Prepare main course,Cook-000002,
30,2024-05-07 18:07:54,Signal food complete,Cook-000003,
30,2024-05-07 18:17:07,Bring food,Cook helper-000002,
30,2024-05-07 18:20:28,Deliver to customer,Waiter-000002,
30,2024-05-07 18:25:08,EVENT 8 END,,
31,2024-05-07 01:45:00,Take order,Waiter-000004,
31,2024-05-07 01:45:00,start,,
31,2024-05-07 01:45:18,Review order,Waiter-000002,
31,2024-05-07 01:45:35,Prepare starter,Cook helper-000001,
31,2024-05-07 01:45:35,prepare drinks,Barman-000003,
31,2024-05-07 01:47:23,Bring drinks,Barman-000002,
31,2024-05-07 01:48:40,Review drinks,Waiter-000001,
31,2024-05-07 01:50:36,Prepare main course,Cook-000003,
31,2024-05-07 18:00:30,Signal food complete,Cook-000003,
31,2024-05-07 18:07:54,Bring food,Cook helper-000001,
31,2024-05-07 18:10:42,Deliver to customer,Waiter-000005,
31,2024-05-07 18:11:51,EVENT 8 END,,
32,2024-05-07 02:00:00,start,,
32,2024-05-07 18:00:00,Take order,Waiter-000004,
32,2024-05-07 18:00:49,Review order,Waiter-000002,
32,2024-05-07 18:02:00,prepare drinks,Barman-000001,
32,2024-05-07 18:03:52,Bring drinks,Barman-000003,
32,2024-05-07 18:04:19,Review drinks,Waiter-000001,
32,2024-05-07 18:07:28,Prepare main course,Cook-000002,
32,2024-05-07 18:16:33,Signal food complete,Cook-000002,
32,2024-05-07 18:34:29,Bring food,Cook helper-000003,
32,2024-05-07 18:45:42,Deliver to customer,Waiter-000002,
32,2024-05-07 18:48:00,EVENT 8 END,,
33,2024-05-07 18:15:00,Take order,Waiter-000003,
33,2024-05-07 18:15:00,start,,
33,2024-05-07 18:15:38,Review order,Waiter-000004,
33,2024-05-07 18:17:56,Prepare main course,Cook-000003,
33,2024-05-07 18:17:56,prepare drinks,Barman-000002,
33,2024-05-07 18:21:22,Bring drinks,Barman-000001,
33,2024-05-07 18:22:48,Signal food complete,Cook-000003,
33,2024-05-07 18:29:43,Review drinks,Waiter-000001,
33,2024-05-07 19:03:29,Bring food,Cook helper-000002,
33,2024-05-07 19:07:38,Deliver to customer,Waiter-000003,
33,2024-05-07 19:08:48,EVENT 8 END,,
34,2024-05-07 18:30:00,Take order,Waiter-000005,
34,2024-05-07 18:30:00,start,,
34,2024-05-07 18:35:56,Review order,Waiter-000003,
34,2024-05-07 18:36:20,Prepare main course,Cook-000002,
34,2024-05-07 18:36:20,prepare drinks,Barman-000003,
34,2024-05-07 18:44:45,Signal food complete,Cook-000001,
34,2024-05-07 18:55:47,Bring food,Cook helper-000003,
34,2024-05-07 19:00:02,Bring drinks,Barman-000002,
34,2024-05-07 19:05:19,Review drinks,Waiter-000002,
34,2024-05-07 19:05:23,Deliver to customer,Waiter-000005,
34,2024-05-07 19:07:57,EVENT 8 END,,
35,2024-05-07 18:45:00,Take order,Waiter-000004,
35,2024-05-07 18:45:00,start,,
35,2024-05-07 18:45:00,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
35,2024-05-07 18:46:56,Review order,Waiter-000001,
35,2024-05-07 18:46:56,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
35,2024-05-07 18:47:51,Prepare main course,Cook-000002,
35,2024-05-07 18:47:51,Prepare starter,Cook helper-000002,
35,2024-05-07 18:47:51,prepare drinks,Barman-000002,
35,2024-05-07 18:47:51,Bring drinks_signed1,Cook helper-000002,collateral events(Bring drinks)
35,2024-05-07 18:49:02,Bring drinks,Barman-000001,
35,2024-05-07 18:49:50,Signal food complete,Cook-000002,
35,2024-05-07 18:49:51,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
35,2024-05-07 18:50:00,Review drinks,Waiter-000005,
35,2024-05-07 18:50:00,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
35,2024-05-07 20:05:05,Bring food,Cook helper-000001,
35,2024-05-07 20:05:05,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
35,2024-05-07 20:10:32,Deliver to customer,Waiter-000004,
35,2024-05-07 20:10:32,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
35,2024-05-07 20:11:11,EVENT 8 END,,
35,2024-05-07 20:11:12,Bring drinks_signed1,,collateral events(Bring drinks)
36,2024-05-07 19:00:00,Take order,Waiter-000004,
36,2024-05-07 19:00:00,start,,
36,2024-05-07 19:00:10,Review order,Waiter-000001,
36,2024-05-07 19:02:05,Prepare main course,Cook-000001,
36,2024-05-07 19:02:05,prepare drinks,Barman-000001,
36,2024-05-07 19:09:35,Bring drinks,Barman-000003,
36,2024-05-07 19:18:15,Review drinks,Waiter-000002,
36,2024-05-07 19:19:00,Signal food complete,Cook-000001,
36,2024-05-07 19:24:23,Bring food,Cook helper-000001,
36,2024-05-07 19:32:49,Deliver to customer,Waiter-000004,
36,2024-05-07 19:33:45,EVENT 8 END,,
37,2024-05-07 19:15:00,Take order,Waiter-000004,
37,2024-05-07 19:15:00,start,,
37,2024-05-07 19:15:30,Review order,Waiter-000001,
37,2024-05-07 19:16:39,Prepare main course,Cook-000003,
37,2024-05-07 19:16:39,prepare drinks,Barman-000002,
37,2024-05-07 19:20:46,Bring drinks,Barman-000001,
37,2024-05-07 19:41:42,Signal food complete,Cook-000003,
37,2024-05-07 19:42:33,Bring food,Cook helper-000003,
37,2024-05-07 19:46:20,Review drinks,Waiter-000003,
37,2024-05-07 19:46:24,prepare drinks,Barman-000002,
37,2024-05-07 19:49:18,Bring drinks,Barman-000001,
37,2024-05-07 19:51:39,Review drinks,Waiter-000004,
37,2024-05-07 19:51:55,Deliver to customer,Waiter-000001,
37,2024-05-07 19:53:08,EVENT 8 END,,
38,2024-05-07 19:30:00,Take order,Waiter-000005,
38,2024-05-07 19:30:00,start,,
38,2024-05-07 19:30:00,Bring drinks_signed1,,collateral events(Bring drinks)
38,2024-05-07 19:30:00,Review order,Waiter-000003,
38,2024-05-07 19:31:10,Prepare main course,Cook-000001,
38,2024-05-07 19:31:10,prepare drinks,Barman-000003,
38,2024-05-07 19:31:10,Bring drinks_signed1,Barman-000003,collateral events(Bring drinks)
38,2024-05-07 19:41:06,Bring drinks,Barman-000002,
38,2024-05-07 19:43:25,Review drinks,Waiter-000001,
38,2024-05-07 19:43:26,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
38,2024-05-07 19:52:24,Signal food complete,Cook-000001,
38,2024-05-07 19:52:25,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
38,2024-05-07 20:54:28,Bring food,Cook helper-000003,
38,2024-05-07 20:54:28,Bring drinks_signed1,Cook helper-000003,collateral events(Bring drinks)
38,2024-05-07 20:55:39,Deliver to customer,Waiter-000003,
38,2024-05-07 20:55:40,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
38,2024-05-07 20:58:21,EVENT 8 END,,
38,2024-05-07 20:58:21,Bring drinks_signed1,,collateral events(Bring drinks)
39,2024-05-07 19:45:00,Take order,Waiter-000002,
39,2024-05-07 19:45:00,start,,
39,2024-05-07 19:45:50,Review order,Waiter-000005,
39,2024-05-07 19:45:57,Prepare main course,Cook-000003,
39,2024-05-07 19:45:57,Prepare starter,Cook helper-000002,
39,2024-05-07 19:45:57,prepare drinks,Barman-000003,
39,2024-05-07 19:53:45,Signal food complete,Cook-000003,
39,2024-05-07 19:55:39,Bring drinks,Barman-000002,
39,2024-05-07 20:02:02,Review drinks,Waiter-000005,
39,2024-05-07 20:06:36,Bring food,Cook helper-000003,
39,2024-05-07 20:12:35,Deliver to customer,Waiter-000001,
39,2024-05-07 20:14:42,EVENT 8 END,,
40,2024-05-07 20:00:00,Take order,Waiter-000002,
40,2024-05-07 20:00:00,start,,
40,2024-05-07 20:05:53,Review order,Waiter-000003,
40,2024-05-07 20:07:28,Prepare starter,Cook helper-000002,
40,2024-05-07 20:07:28,prepare drinks,Barman-000001,
40,2024-05-07 20:09:16,Bring drinks,Barman-000003,
40,2024-05-07 20:09:54,Signal food complete,Cook-000002,
40,2024-05-07 20:14:23,Bring food,Cook helper-000002,
40,2024-05-07 20:31:38,Review drinks,Waiter-000005,
40,2024-05-07 20:33:59,prepare drinks,Barman-000003,
40,2024-05-07 20:37:48,Bring drinks,Barman-000002,
40,2024-05-07 20:39:03,Review drinks,Waiter-000003,
40,2024-05-07 20:40:44,Deliver to customer,Waiter-000004,
40,2024-05-07 20:41:52,EVENT 8 END,,
41,2024-05-07 20:15:00,Take order,Waiter-000005,
41,2024-05-07 20:15:00,start,,
41,2024-05-07 20:15:00,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
41,2024-05-07 20:15:30,Review order,Waiter-000002,
41,2024-05-07 20:15:31,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
41,2024-05-07 20:15:50,Prepare main course,Cook-000003,
41,2024-05-07 20:15:50,prepare drinks,Barman-000002,
41,2024-05-07 20:15:50,Bring drinks_signed1,Barman-000002,collateral events(Bring drinks)
41,2024-05-07 20:26:02,Bring drinks,Barman-000001,
41,2024-05-07 20:28:03,Review drinks,Waiter-000003,
41,2024-05-07 20:28:04,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
41,2024-05-07 21:02:14,Signal food complete,Cook-000003,
41,2024-05-07 21:02:14,Bring drinks_signed1,Cook-000003,collateral events(Bring drinks)
41,2024-05-07 21:33:53,Bring food,Cook helper-000002,
41,2024-05-07 21:33:54,Bring drinks_signed1,Cook helper-000002,collateral events(Bring drinks)
41,2024-05-07 21:37:11,Deliver to customer,Waiter-000005,
41,2024-05-07 21:37:11,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
41,2024-05-07 21:43:24,EVENT 8 END,,
41,2024-05-07 21:43:24,Bring drinks_signed1,,collateral events(Bring drinks)
42,2024-05-07 20:30:00,Take order,Waiter-000004,
42,2024-05-07 20:30:00,start,,
42,2024-05-07 20:30:00,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
42,2024-05-07 20:30:02,Review order,Waiter-000001,
42,2024-05-07 20:30:03,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
42,2024-05-07 20:30:20,Prepare main course,Cook-000002,
42,2024-05-07 20:30:20,prepare drinks,Barman-000002,
42,2024-05-07 20:30:21,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
42,2024-05-07 20:31:43,Bring drinks,Barman-000001,
42,2024-05-07 20:32:08,Review drinks,Waiter-000002,
42,2024-05-07 20:32:09,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
42,2024-05-07 20:36:05,Signal food complete,Cook-000002,
42,2024-05-07 20:36:05,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
42,2024-05-07 20:49:11,Bring food,Cook helper-000001,
42,2024-05-07 20:49:11,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
42,2024-05-07 20:52:38,Deliver to customer,Waiter-000005,
42,2024-05-07 20:52:38,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
42,2024-05-07 20:55:42,EVENT 8 END,,
42,2024-05-07 20:55:43,Bring drinks_signed1,,collateral events(Bring drinks)
43,2024-05-07 20:45:00,Take order,Waiter-000001,
43,2024-05-07 20:45:00,start,,
43,2024-05-07 20:46:24,Review order,Waiter-000002,
43,2024-05-07 20:46:54,prepare drinks,Barman-000001,
43,2024-05-07 20:49:11,Prepare main course,Cook-000002,
43,2024-05-07 21:10:01,Bring drinks,Barman-000002,
43,2024-05-07 21:11:18,Review drinks,Waiter-000002,
43,2024-05-07 21:11:21,prepare drinks,Barman-000001,
43,2024-05-07 21:13:47,Bring drinks,Barman-000003,
43,2024-05-07 21:16:31,Review drinks,Waiter-000004,
43,2024-05-07 21:18:20,prepare drinks,Barman-000001,
43,2024-05-07 21:23:13,Bring drinks,Barman-000003,
43,2024-05-07 21:29:41,Review drinks,Waiter-000003,
43,2024-05-07 21:30:32,Signal food complete,Cook-000001,
43,2024-05-07 21:51:21,Bring food,Cook helper-000003,
43,2024-05-07 22:07:45,Deliver to customer,Waiter-000004,
43,2024-05-07 22:09:41,EVENT 8 END,,
44,2024-05-07 21:00:00,Take order,Waiter-000004,
44,2024-05-07 21:00:00,start,,
44,2024-05-07 21:00:38,Review order,Waiter-000001,
44,2024-05-07 21:01:37,Prepare main course,Cook-000001,
44,2024-05-07 21:01:37,Prepare starter,Cook helper-000002,
44,2024-05-07 21:01:37,prepare drinks,Barman-000003,
44,2024-05-07 21:13:08,Bring drinks,Barman-000002,
44,2024-05-07 21:23:02,Review drinks,Waiter-000002,
44,2024-05-07 21:24:49,prepare drinks,Barman-000002,
44,2024-05-07 21:26:51,Bring drinks,Barman-000001,
44,2024-05-07 21:27:00,Review drinks,Waiter-000005,
44,2024-05-07 21:27:51,Signal food complete,Cook-000002,
44,2024-05-07 21:29:20,prepare drinks,Barman-000002,
44,2024-05-07 21:29:31,Bring drinks,Barman-000001,
44,2024-05-07 21:32:13,Review drinks,Waiter-000002,
44,2024-05-07 21:32:39,prepare drinks,Barman-000003,
44,2024-05-07 21:33:44,Bring food,Cook helper-000003,
44,2024-05-07 21:44:00,Bring drinks,Barman-000001,
44,2024-05-07 21:47:02,Review drinks,Waiter-000004,
44,2024-05-07 21:47:06,Deliver to customer,Waiter-000002,
44,2024-05-07 21:48:48,EVENT 8 END,,
45,2024-05-07 21:15:00,Take order,Waiter-000005,
45,2024-05-07 21:15:00,start,,
45,2024-05-07 21:15:49,Review order,Waiter-000003,
45,2024-05-07 21:16:37,prepare drinks,Barman-000001,
45,2024-05-07 21:16:38,Bring drinks,Barman-000003,
45,2024-05-07 21:17:23,Review drinks,Waiter-000001,
45,2024-05-07 21:17:53,Prepare main course,Cook-000001,
45,2024-05-07 21:33:44,Signal food complete,Cook-000002,
45,2024-05-07 21:59:00,Bring food,Cook helper-000001,
45,2024-05-07 22:05:10,Deliver to customer,Waiter-000005,
45,2024-05-07 22:06:30,EVENT 8 END,,
46,2024-05-07 21:30:00,Take order,Waiter-000001,
46,2024-05-07 21:30:00,start,,
46,2024-05-07 21:32:04,Review order,Waiter-000004,
46,2024-05-07 21:32:23,Prepare starter,Cook helper-000001,
46,2024-05-07 21:32:23,prepare drinks,Barman-000002,
46,2024-05-07 21:44:22,Signal food complete,Cook-000003,
46,2024-05-07 21:49:50,Bring drinks,Barman-000001,
46,2024-05-07 21:51:10,Review drinks,Waiter-000003,
46,2024-05-07 22:14:18,Bring food,Cook helper-000002,
46,2024-05-07 22:15:16,Deliver to customer,Waiter-000003,
46,2024-05-07 22:15:35,EVENT 8 END,,
47,2024-05-07 21:45:00,Take order,Waiter-000003,
47,2024-05-07 21:45:00,start,,
47,2024-05-07 21:45:00,Bring drinks_signed1,,collateral events(Bring drinks)
47,2024-05-07 21:45:46,Review order,Waiter-000001,
47,2024-05-07 21:45:46,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
47,2024-05-07 21:46:38,Prepare starter,Cook helper-000002,
47,2024-05-07 21:46:38,prepare drinks,Barman-000003,
47,2024-05-07 21:46:38,Bring drinks_signed1,Cook helper-000002,collateral events(Bring drinks)
47,2024-05-07 21:46:49,Bring drinks,Barman-000003,
47,2024-05-07 21:50:27,Review drinks,Waiter-000005,
47,2024-05-07 21:50:28,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
47,2024-05-07 21:50:32,prepare drinks,Barman-000002,
47,2024-05-07 21:50:33,Bring drinks_signed1,Barman-000002,collateral events(Bring drinks)
47,2024-05-07 21:51:21,Signal food complete,Cook-000001,
47,2024-05-07 21:51:21,Bring drinks_signed1,Cook-000001,collateral events(Bring drinks)
47,2024-05-07 21:55:04,Bring drinks,Barman-000003,
47,2024-05-07 22:02:34,Review drinks,Waiter-000004,
47,2024-05-07 22:02:34,Bring drinks_signed1,Waiter-000004,collateral events(Bring drinks)
47,2024-05-07 22:03:24,prepare drinks,Barman-000001,
47,2024-05-07 22:03:24,Bring drinks_signed1,Barman-000001,collateral events(Bring drinks)
47,2024-05-07 22:04:55,Bring drinks,Barman-000002,
47,2024-05-07 22:05:32,Review drinks,Waiter-000003,
47,2024-05-07 22:05:33,Bring drinks_signed1,Waiter-000003,collateral events(Bring drinks)
47,2024-05-07 22:11:30,Bring food,Cook helper-000001,
47,2024-05-07 22:11:30,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
47,2024-05-07 22:13:54,Deliver to customer,Waiter-000001,
47,2024-05-07 22:13:55,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
47,2024-05-07 22:18:08,EVENT 8 END,,
47,2024-05-07 22:18:08,Bring drinks_signed1,,collateral events(Bring drinks)
48,2024-05-07 22:00:00,Take order,Waiter-000001,
48,2024-05-07 22:00:00,start,,
48,2024-05-07 22:00:00,Bring drinks_signed1,Waiter-000001,collateral events(Bring drinks)
48,2024-05-07 22:04:26,Review order,Waiter-000002,
48,2024-05-07 22:04:27,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
48,2024-05-07 22:05:26,Prepare main course,Cook-000002,
48,2024-05-07 22:05:26,Prepare starter,Cook helper-000002,
48,2024-05-07 22:05:26,prepare drinks,Barman-000003,
48,2024-05-07 22:05:27,Bring drinks_signed1,Cook-000002,collateral events(Bring drinks)
48,2024-05-07 22:12:30,Bring drinks,Barman-000001,
48,2024-05-07 22:14:50,Review drinks,Waiter-000002,
48,2024-05-07 22:14:50,Bring drinks_signed1,Waiter-000002,collateral events(Bring drinks)
48,2024-05-07 22:40:42,Signal food complete,Cook-000003,
48,2024-05-07 22:40:43,Bring drinks_signed1,Cook-000003,collateral events(Bring drinks)
48,2024-05-07 22:47:22,Bring food,Cook helper-000001,
48,2024-05-07 22:47:22,Bring drinks_signed1,Cook helper-000001,collateral events(Bring drinks)
48,2024-05-07 22:50:03,Deliver to customer,Waiter-000005,
48,2024-05-07 22:50:04,Bring drinks_signed1,Waiter-000005,collateral events(Bring drinks)
48,2024-05-07 22:50:09,EVENT 8 END,,
48,2024-05-07 22:50:09,Bring drinks_signed1,,collateral events(Bring drinks)
